gene,chRCC_mean,onco_mean,norm_mean,diff_ch_oc,p_mwu
CCDC82,0.6473397435897437,0.7203846153846154,0.16667558665897403,-0.07304487179487174,0.014396852751179459
GPC6,0.6862601981351982,0.5208304195804196,0.7460076790429778,0.16542977855477858,0.014396852751179459
RASGRF2,0.6150131118881119,0.7207328088578089,0.15252223486482464,-0.10571969696969696,0.014396852751179459
AAMP,0.7716856060606061,0.8007779720279719,0.767209073558895,-0.029092365967365752,0.014396852751179459
ZDHHC13,0.7248076923076924,0.6342118298368298,0.6005741620648427,0.0905958624708626,0.014396852751179459
HS3ST1,0.5861888111888114,0.4212368881118882,0.5656823633555298,0.1649519230769232,0.014396852751179459
BTBD11,0.260365675990676,0.3366346153846154,0.10896127403179721,-0.07626893939393942,0.014396852751179459
ZNF8,0.4410168997668997,0.4827025058275058,0.30539770142502226,-0.04168560606060612,0.014396852751179459
MRPL47,0.9090034965034964,0.9316375291375292,0.7996566159761345,-0.02263403263403274,0.014396852751179459
ALKBH1,0.8182808857808858,0.8444114219114218,0.5721336585919328,-0.026130536130536064,0.014396852751179459
HCLS1,0.46588432400932395,0.3578613053613053,0.6927242833945779,0.10802301864801866,0.014396852751179459
PRRC2B,0.917584498834499,0.8872931235431236,0.6446473088561608,0.030291375291375378,0.014396852751179459
TTI1,0.7099169580419581,0.6197712703962703,0.5322800249617066,0.09014568764568776,0.014396852751179459
NIPSNAP3A,0.6875393356643358,0.7850407925407925,0.6735025919713646,-0.09750145687645673,0.014396852751179459
POLR3E,0.24879953379953376,0.22745337995337991,0.7134809270940484,0.021346153846153848,0.014396852751179459
TEAD3,0.42971299533799534,0.385518648018648,0.5225902373181793,0.04419434731934735,0.014396852751179459
TTC39A,0.5779224941724941,0.6972319347319347,0.12086678776448219,-0.1193094405594406,0.014396852751179459
PRNP,0.8409848484848487,0.797549533799534,0.9786337640262419,0.043435314685314697,0.014396852751179459
VPS25,0.8323310023310024,0.8589277389277391,0.7401932712573228,-0.02659673659673667,0.014396852751179459
CCDC110,0.05665792540792535,0.03804487179487175,0.47709827655044634,0.0186130536130536,0.014396852751179459
LMO1,0.399599358974359,0.44746794871794876,0.3780446163743229,-0.04786858974358976,0.014396852751179459
SACS,0.13167395104895102,0.21429778554778553,0.3820907248849588,-0.08262383449883451,0.014396852751179459
SGK223,0.5689831002331002,0.40690850815850815,0.655577689029801,0.16207459207459202,0.014396852751179459
TRAPPC9,0.8401165501165502,0.8142948717948719,0.6680307118903142,0.025821678321678254,0.014396852751179459
TGM1,0.20276223776223773,0.18304050116550113,0.4078166962988812,0.019721736596736594,0.014396852751179459
SMAD1,0.8124125874125874,0.7464306526806527,0.34901218221189406,0.0659819347319347,0.014396852751179459
STK4,0.826085372960373,0.787958916083916,0.8496817168344872,0.03812645687645699,0.014396852751179459
H1F0,0.9311276223776223,0.8754224941724941,0.9573938351435567,0.055705128205128185,0.014396852751179459
MINK1,0.8850786713286714,0.9193822843822843,0.348329802800378,-0.03430361305361296,0.014396852751179459
ERCC8,0.4309411421911422,0.48181818181818176,0.10175160104941919,-0.050877039627039544,0.014396852751179459
PINK1,0.9362325174825177,0.9505419580419581,0.8926528877761494,-0.01430944055944039,0.014396852751179459
SGSM1,0.6833260489510489,0.7872290209790209,0.620358883402499,-0.10390297202797205,0.014396852751179459
PCBP1,0.9293502331002331,0.9516724941724942,0.9871851822514989,-0.022322261072261096,0.014396852751179459
CHORDC1,0.6987266899766899,0.6095862470862471,0.545101265104669,0.08914044289044276,0.014396852751179459
PKNOX1,0.6413199300699302,0.6044988344988346,0.6290130599391371,0.036821095571095586,0.014396852751179459
GPT2,0.7803744172494173,0.6665472027972028,0.8018659196708308,0.11382721445221444,0.014396852751179459
C11orf1,0.7286043123543123,0.7912339743589744,0.9387057376601718,-0.06262966200466202,0.014396852751179459
CLK1,0.7550641025641026,0.8247333916083918,0.6062713611515782,-0.06966928904428915,0.014396852751179459
UXS1,0.7636392773892774,0.8373907342657343,0.4719699945730767,-0.0737514568764569,0.014396852751179459
MLX,0.8611363636363637,0.9035343822843821,0.5930877909210891,-0.0423980186480184,0.014396852751179459
MOB1A,0.9218487762237761,0.9522581585081583,0.7901300641918327,-0.03040938228438217,0.014396852751179459
S100A11,0.9678292540792539,0.9474038461538463,0.8520622843814859,0.02042540792540759,0.014396852751179459
SGMS2,0.6156628787878787,0.7602301864801865,0.46555723370344154,-0.14456730769230774,0.014396852751179459
BRAT1,0.6565034965034965,0.6010168997668998,0.8688536347006253,0.05548659673659673,0.014396852751179459
EDEM2,0.587333916083916,0.5338767482517482,0.7342338243967499,0.05345716783216781,0.014396852751179459
HPS4,0.6890501165501165,0.649562937062937,0.47237139422690955,0.0394871794871795,0.014396852751179459
FUS,0.897747668997669,0.8683930652680653,0.588373753386475,0.029354603729603745,0.014396852751179459
FRA10AC1,0.5579399766899766,0.6692351398601398,0.348630049741445,-0.11129516317016319,0.014396852751179459
SLC39A10,0.3168677156177156,0.4077768065268065,0.6480228123451267,-0.09090909090909088,0.014396852751179459
BBS5,0.06705710955710951,0.09156905594405589,0.30796772960863,-0.02451194638694637,0.014396852751179459
MED24,0.619775641025641,0.7014918414918415,0.6857329718238853,-0.08171620046620054,0.014396852751179459
RPA2,0.7079909673659673,0.7789597902097902,0.9167240222172031,-0.07096882284382289,0.014396852751179459
INTS2,0.20091054778554776,0.27895687645687645,0.5995326637630308,-0.07804632867132869,0.014396852751179459
KLHL1,0.4180521561771562,0.39455710955710954,0.21451279180416835,0.023495046620046645,0.014396852751179459
GCC1,0.6241491841491841,0.5955128205128204,0.7607690175127995,0.028636363636363682,0.014396852751179459
YIPF3,0.5445425407925408,0.6085256410256411,0.9199106002690983,-0.06398310023310028,0.014396852751179459
RAD50,0.6600291375291375,0.7307022144522144,0.15278501783820056,-0.0706730769230769,0.014396852751179459
TET1,0.19272144522144516,0.2222668997668997,0.32032227575406935,-0.02954545454545454,0.014396852751179459
DUT,0.9755973193473193,0.9626456876456878,0.6502487072255149,0.012951631701631494,0.014396852751179459
PARG,0.518974358974359,0.5869449300699299,0.49537159439153705,-0.06797057109557092,0.014396852751179459
CD53,0.6440588578088579,0.563395979020979,0.48774928256501865,0.08066287878787881,0.014396852751179459
AIP,0.8840879953379955,0.8582459207459207,0.8111130972960651,0.025842074592074882,0.014396852751179459
HSPA6,0.4389510489510489,0.3769143356643357,0.43999235735059106,0.06203671328671323,0.014396852751179459
PAXIP1,0.4207328088578088,0.31639568764568765,0.63301902848439,0.10433712121212113,0.014396852751179459
OIP5,0.14499999999999996,0.11846882284382279,0.42737181703454497,0.02653117715617717,0.014396852751179459
ALG1,0.4186582167832168,0.3743691724941724,0.4894078659346564,0.0442890442890444,0.014396852751179459
TUSC2,0.7808508158508158,0.7425553613053614,0.6292940396968202,0.038295454545454466,0.014396852751179459
ARL8B,0.9699504662004661,0.9614656177156176,0.9212860630828991,0.00848484848484854,0.015223963768248337
USP14,0.9447727272727272,0.9282706876456875,0.709816415854323,0.016502039627039666,0.015235299210629204
ATP5D,0.9627185314685317,0.9508799533799535,0.9755092691208064,0.011838578088578244,0.015235299210629204
PGLYRP1,0.36568036130536125,0.34555069930069926,0.15486105684782453,0.020129662004661986,0.015235299210629204
TXNL1,0.9685664335664336,0.9618240093240092,0.7354968953074774,0.0067424242424243275,0.015235299210629204
ARL16,0.6877753496503497,0.7219696969696969,0.7595755225420694,-0.03419434731934723,0.015235299210629204
TIGD6,0.03038898601398597,0.038142482517482486,0.4497249609571936,-0.007753496503496517,0.015235299210629204
RPL39,0.9985751748251749,0.9979807692307693,0.9959549618884408,0.0005944055944056004,0.016010462829712944
ATP8B3,0.29620046620046625,0.27686188811188805,0.14334516837912673,0.019338578088578195,0.016104831176238427
C2orf57,0.2644245337995338,0.23736888111888108,0.1799608448017674,0.027055652680652714,0.016116643747510106
EEF1B2,0.9691608391608393,0.9800087412587413,0.9915010313295107,-0.010847902097901985,0.016116643747510106
NDUFAF3,0.8747086247086248,0.8336101398601398,0.9827333924907223,0.041098484848484995,0.01612845998708914
CHERP,0.8234819347319348,0.7483362470862469,0.5885369892457004,0.07514568764568785,0.01612845998708914
SFTPD,0.15112179487179483,0.13358100233100229,0.5782044269565022,0.01754079254079255,0.01612845998708914
ARSB,0.15696532634032634,0.18712266899766894,0.521356602382066,-0.0301573426573426,0.01612845998708914
FAM107B,0.9350305944055943,0.8953307109557112,0.9621753078200145,0.03969988344988318,0.01612845998708914
FKBP7,0.20023018648018642,0.22916375291375293,0.13872372036466352,-0.02893356643356651,0.016140279893603737
ITGB2,0.38650058275058274,0.35062354312354316,0.8339682583857742,0.035877039627039586,0.016140279893603737
SLITRK5,0.1443312937062937,0.16138694638694634,0.29188337787977486,-0.01705565268065265,0.016140279893603737
EIF2AK3,0.799965034965035,0.6814175407925408,0.5772207302048423,0.11854749417249422,0.016140279893603737
PDE8B,0.5463257575757576,0.4087529137529137,0.7297488522645897,0.1375728438228439,0.016140279893603737
ZNHIT1,0.8351282051282052,0.7942569930069929,0.9423440241225135,0.04087121212121225,0.016140279893603737
SUZ12,0.9049796037296037,0.9316870629370627,0.9437194869363145,-0.026707459207458983,0.016140279893603737
SCARNA17,0.4475655594405594,0.410259324009324,0.17155981764681325,0.0373062354312354,0.016140279893603737
RRN3,0.6562427156177156,0.5769682400932401,0.7675537420616528,0.07927447552447553,0.016140279893603737
HSPA2,0.6177884615384616,0.40077360139860135,0.8822036519875706,0.2170148601398602,0.016140279893603737
MYNN,0.6098484848484849,0.6652505827505829,0.6988196709379159,-0.055402097902098046,0.016140279893603737
PLEC,0.8210678904428904,0.7747363053613052,0.5812871762979391,0.04633158508158519,0.016140279893603737
KDM1A,0.8391520979020978,0.8647989510489509,0.8473578804385639,-0.02564685314685311,0.016140279893603737
NOS2,0.18108391608391608,0.16952068764568765,0.4552353754050122,0.011563228438228434,0.016140279893603737
BTAF1,0.6367278554778555,0.7093312937062937,0.7907401916656587,-0.07260343822843818,0.016140279893603737
CALR,0.9664656177156176,0.9573426573426574,0.9323261591619202,0.00912296037296012,0.016140279893603737
SELE,0.15317744755244753,0.09781759906759904,0.37520645322195467,0.055359848484848484,0.016140279893603737
MMP9,0.4061523892773893,0.3505201048951048,0.16974120961518083,0.05563228438228446,0.016140279893603737
CSE1L,0.8701573426573426,0.895034965034965,0.8885040209541325,-0.024877622377622477,0.016140279893603737
HCFC1R1,0.858276515151515,0.8180201048951049,0.9519273070578903,0.040256410256410136,0.016140279893603737
DHRS7B,0.5702039627039627,0.6352258158508158,0.8096220313819601,-0.06502185314685316,0.016140279893603737
KIAA0368,0.8026791958041957,0.8592526223776225,0.8568009410948685,-0.05657342657342679,0.016140279893603737
ZSCAN21,0.647443181818182,0.5746867715617717,0.6251146665011116,0.07275641025641022,0.016140279893603737
KRT6B,0.38119026806526807,0.33373397435897434,0.15523783732288907,0.04745629370629373,0.016140279893603737
FAM57A,0.384634324009324,0.4057750582750582,0.5306749615459131,-0.021140734265734207,0.016140279893603737
HCN2,0.6235445804195805,0.5611290792540793,0.36037339801398144,0.06241550116550121,0.016140279893603737
ARHGAP28,0.37828671328671326,0.33712703962703955,0.5904235676187152,0.04115967365967371,0.016140279893603737
DCTD,0.8817773892773892,0.8581643356643356,0.8851429678527044,0.02361305361305366,0.016140279893603737
SNAI3,0.12575466200466198,0.11285839160839156,0.19949241675773974,0.01289627039627042,0.016140279893603737
PUS1,0.5089554195804195,0.4553583916083916,0.7770401538805712,0.053597027972027866,0.016140279893603737
ACVR2B,0.46289044289044295,0.5125364219114219,0.14479984072461732,-0.04964597902097895,0.016140279893603737
IRAK1BP1,0.1282939976689976,0.1490588578088578,0.5037158903954162,-0.020764860139860203,0.016140279893603737
TMEM42,0.8143342074592077,0.8575611888111888,0.8050460753282647,-0.04322698135198111,0.016140279893603737
SPG11,0.9009994172494171,0.9200014568764568,0.8755821632979424,-0.019002039627039724,0.016140279893603737
CNOT8,0.7144055944055944,0.7807051282051283,0.7901450497789091,-0.0662995337995339,0.016140279893603737
TOMM40,0.8411902680652682,0.8003161421911422,0.9036940542542474,0.04087412587412598,0.016140279893603737
BCAM,0.9416375291375291,0.8980215617715618,0.627048877633048,0.04361596736596729,0.016140279893603737
HIST1H3B,0.11247814685314682,0.12332896270396265,0.1729732796278436,-0.010850815850815834,0.016140279893603737
KAT8,0.8103875291375293,0.7713913170163171,0.6982373738400885,0.03899621212121218,0.016140279893603737
UAP1L1,0.6244114219114217,0.5388155594405595,0.5823254634025202,0.08559586247086226,0.016140279893603737
ZSCAN29,0.5900335081585081,0.5322057109557109,0.38264465640724826,0.05782779720279718,0.016140279893603737
AP1M1,0.8261946386946384,0.7851689976689976,0.8819060810441958,0.04102564102564077,0.016140279893603737
PCM1,0.874034090909091,0.9110984848484848,0.8480033310819274,-0.03706439393939376,0.016140279893603737
PTPRC,0.49049242424242423,0.5783260489510489,0.18639394325386333,-0.08783362470862466,0.016140279893603737
HDDC3,0.7344886363636365,0.6833289627039626,0.7859683525808928,0.05115967365967389,0.016140279893603737
GDA,0.4304458041958041,0.6469842657342657,0.35793663451544644,-0.21653846153846162,0.016140279893603737
IRF7,0.398583916083916,0.3058158508158508,0.646569210398713,0.09276806526806525,0.016140279893603737
COPS2,0.9012004662004663,0.925189393939394,0.6314150354676734,-0.02398892773892769,0.016140279893603737
GPKOW,0.6178802447552447,0.6592948717948718,0.7302508694316503,-0.04141462703962706,0.016140279893603737
CCDC93,0.6263257575757576,0.6780011655011655,0.8001238451731958,-0.051675407925407923,0.016140279893603737
RCAN3,0.6975058275058275,0.7806643356643357,0.3399196772532703,-0.08315850815850823,0.016140279893603737
ECI1,0.9109965034965035,0.8843094405594404,0.8833907245638392,0.026687062937063133,0.016140279893603737
STK17A,0.8233522727272728,0.8788650932400933,0.34349373977099884,-0.05551282051282047,0.016140279893603737
SAMD8,0.23510635198135196,0.32485722610722606,0.35996611116522576,-0.0897508741258741,0.016140279893603737
TXNL4B,0.5693837412587412,0.503572261072261,0.42594069346874586,0.0658114801864802,0.016140279893603737
LSP1,0.35921474358974353,0.31537878787878787,0.319667191519014,0.043835955710955665,0.016140279893603737
NOXA1,0.6484353146853148,0.6012208624708625,0.6725761615703181,0.04721445221445231,0.016140279893603737
SMARCA2,0.8467963286713288,0.7980608974358975,0.9503752283964031,0.04873543123543134,0.016140279893603737
ZNF507,0.7113898601398602,0.62495337995338,0.4073938886635104,0.0864364801864802,0.016140279893603737
EMP3,0.7299460955710955,0.8226777389277389,0.7572698829304528,-0.09273164335664341,0.016140279893603737
PSMC3IP,0.4736684149184149,0.5032313519813519,0.30606991204530787,-0.029562937062937056,0.016140279893603737
ZNF691,0.4926019813519813,0.5312689393939393,0.3948359666934623,-0.038666958041957966,0.016140279893603737
HIPK1,0.602571386946387,0.7258173076923077,0.2019998265953495,-0.12324592074592067,0.016140279893603737
SSH2,0.34898892773892776,0.41958916083916076,0.6887959187823998,-0.070600233100233,0.016140279893603737
MRPL43,0.7883071095571096,0.8284178321678322,0.9149942573089523,-0.04011072261072257,0.016140279893603737
DNAJC1,0.9341958041958042,0.9106963869463871,0.539379446839165,0.023499417249417065,0.016140279893603737
DNAH2,0.38703088578088585,0.4202870046620046,0.17497385550254702,-0.033256118881118735,0.016140279893603737
ANKRD39,0.28800844988344987,0.34230186480186475,0.6872780928913728,-0.054293414918414884,0.016140279893603737
PRPF6,0.8589743589743589,0.8230463286713287,0.5360761952878892,0.03592803030303027,0.016140279893603737
KCTD5,0.7417278554778554,0.6766899766899767,0.7601781572223573,0.0650378787878787,0.016140279893603737
NBL1,0.7046765734265734,0.7698033216783217,0.8642444962755463,-0.06512674825174825,0.016140279893603737
ZDHHC14,0.6688228438228438,0.5546008158508159,0.7680584352264056,0.11422202797202796,0.016140279893603737
LIPG,0.31072261072261065,0.1406293706293706,0.5066605582559345,0.17009324009324006,0.016140279893603737
DCLRE1A,0.5232619463869465,0.5733930652680652,0.5854569159019557,-0.050131118881118764,0.016140279893603737
FN3KRP,0.7040836247086247,0.7579166666666666,0.8959004785754273,-0.05383304195804184,0.016140279893603737
FGD2,0.8927301864801865,0.8627549533799534,0.5799903878162895,0.02997523310023309,0.016140279893603737
KIAA0100,0.8076194638694639,0.8620483682983682,0.6128858922472065,-0.054428904428904246,0.016140279893603737
BCL2L11,0.7955128205128206,0.8576835664335662,0.3397869477677362,-0.062170745920745674,0.016140279893603737
PAXBP1,0.6345512820512821,0.7072785547785547,0.7460793957811293,-0.07272727272727264,0.016140279893603737
RCOR3,0.707581585081585,0.7748120629370628,0.8617397624356288,-0.06723047785547787,0.016140279893603737
KCNC4,0.6032910839160838,0.6905011655011655,0.39265609897338016,-0.0872100815850817,0.016140279893603737
HES6,0.313041958041958,0.3556643356643356,0.6326524168005558,-0.04262237762237758,0.016140279893603737
NEK7,0.8158843240093241,0.8538053613053616,0.5985189958372179,-0.03792103729603746,0.016140279893603737
MYL6B,0.5796270396270397,0.6948921911421911,0.94163327913546,-0.11526515151515149,0.016140279893603737
MIA3,0.7419172494172493,0.789833916083916,0.3818493498931206,-0.04791666666666661,0.016140279893603737
SRPK1,0.6212194055944057,0.6822858391608391,0.8255281616645134,-0.061066433566433376,0.016140279893603737
MDM1,0.15271416083916078,0.22944201631701625,0.36888467627385524,-0.07672785547785546,0.016140279893603737
ACSL6,0.4522421328671328,0.41924825174825175,0.2514506583489522,0.03299388111888102,0.016140279893603737
SLC52A2,0.8323426573426572,0.7974825174825175,0.741201587187751,0.034860139860139694,0.016140279893603737
ANKRD22,0.8342191142191143,0.9116666666666667,0.6271125663781227,-0.07744755244755241,0.016140279893603737
ZNHIT6,0.317229020979021,0.4003817016317015,0.7515357550755647,-0.0831526806526805,0.016140279893603737
SRSF4,0.9328030303030302,0.949682400932401,0.905694630128951,-0.016879370629370727,0.016140279893603737
NKPD1,0.4024796037296037,0.3682954545454545,0.11471306347145399,0.03418414918414919,0.016140279893603737
SRP9,0.976238344988345,0.9855740093240094,0.9851482128081815,-0.009335664335664351,0.016140279893603737
FKBP11,0.668467365967366,0.564702797202797,0.6590200924610723,0.10376456876456897,0.016140279893603737
SLC30A7,0.6639976689976689,0.756392773892774,0.8867003985095764,-0.09239510489510516,0.016140279893603737
KIAA0513,0.5223076923076924,0.5717715617715619,0.4920105412901091,-0.04946386946386949,0.016140279893603737
NOX4,0.6706876456876457,0.39291375291375286,0.861320165997489,0.27777389277389286,0.016140279893603737
ST6GALNAC4,0.6425611888111888,0.6779997086247086,0.6073524642192348,-0.03543851981351975,0.016140279893603737
WNT2B,0.30381118881118874,0.3232138694638695,0.24283555137862048,-0.019402680652680748,0.016140279893603737
TFF3,0.443713578088578,0.38452942890442887,0.7100545796489305,0.059184149184149104,0.016140279893603737
LAT,0.4874256993006993,0.44381118881118886,0.36683325644299963,0.04361451048951043,0.016140279893603737
SEC13,0.9267293123543123,0.9011421911421912,0.8347764096888243,0.025587121212121144,0.016140279893603737
TAAR2,0.25864073426573425,0.28487179487179487,0.20057673102262713,-0.02623106060606062,0.016140279893603737
SNED1,0.6714976689976689,0.7574956293706293,0.15375479940186096,-0.08599796037296037,0.016140279893603737
ZUFSP,0.38082750582750574,0.4482604895104895,0.6242139256779106,-0.06743298368298378,0.016140279893603737
KRT72,0.39315850815850817,0.3738986013986014,0.20748187546763056,0.019259906759906742,0.016140279893603737
CCDC80,0.6018662587412588,0.5183828671328671,0.18216051490477195,0.08348339160839169,0.016140279893603737
TP53I11,0.8106060606060604,0.8655565268065268,0.4116278522121403,-0.0549504662004664,0.016140279893603737
SH3BGRL3,0.87016317016317,0.8366083916083916,0.8051113696719548,0.0335547785547784,0.016140279893603737
REEP6,0.19883012820512821,0.16006993006993003,0.7215651161222438,0.03876019813519818,0.016140279893603737
CPTP,0.829763986013986,0.7808129370629371,0.5875190397235801,0.04895104895104896,0.016140279893603737
KLHL22,0.7211567599067601,0.6698193473193473,0.857769652259452,0.051337412587412756,0.016140279893603737
OSTC,0.8375407925407926,0.883254662004662,0.9508847383570017,-0.04571386946386935,0.016140279893603737
HLA-DQB1,0.9465472027972026,0.8954079254079255,0.5164472170159199,0.05113927738927715,0.016140279893603737
ERAL1,0.7153787878787878,0.7691375291375291,0.8777893261944851,-0.05375874125874125,0.016140279893603737
ARHGEF2,0.8481949300699301,0.887157634032634,0.8948439946865391,-0.03896270396270396,0.016140279893603737
ZFP69B,0.03954691142191138,0.04973484848484844,0.2356702999579333,-0.01018793706293706,0.016140279893603737
DACH2,0.0011727855477854934,0.0007109557109556653,0.3717651201897604,0.00046182983682982806,0.016895300789546625
LDHA,0.9885460372960372,0.9931526806526807,0.9884429011668421,-0.004606643356643514,0.017055010665519663
NSUN6,0.43043706293706296,0.5417890442890443,0.6252548887801838,-0.11135198135198132,0.017067321882057323
GEMIN7,0.7179545454545455,0.6811582167832166,0.3213445068724972,0.03679632867132887,0.017067321882057323
GPI,0.988006993006993,0.9855885780885779,0.9155283864483197,0.0024184149184151016,0.017067321882057323
VAC14,0.8574431818181818,0.8271008158508157,0.5978665875998549,0.03034236596736606,0.017067321882057323
CPXM2,0.8814335664335666,0.7010984848484849,0.6855547503775832,0.1803350815850817,0.018053798861938895
DIAPH2,0.6399606643356643,0.4861888111888113,0.6508995098642627,0.15377185314685304,0.018053798861938895
RPL7L1,0.924431818181818,0.938939393939394,0.8506803991732237,-0.014507575757575997,0.018053798861938895
UBOX5,0.7842642773892774,0.7535285547785548,0.45877036835643437,0.03073572261072255,0.018053798861938895
SYT17,0.9222377622377623,0.9053088578088578,0.5537324280611541,0.01692890442890449,0.018053798861938895
GFRA2,0.2760984848484848,0.30385635198135197,0.536526833299259,-0.027757867132867153,0.018053798861938895
METTL7A,0.9789860139860138,0.9633333333333333,0.935372514934743,0.01565268065268055,0.018053798861938895
EPT1,0.7313344988344987,0.7877287296037296,0.5700313948049252,-0.05639423076923089,0.018053798861938895
BTF3,0.975684731934732,0.9840763403263403,0.9903557043172405,-0.00839160839160824,0.018053798861938895
DYNLL2,0.9362004662004663,0.9212529137529138,0.7304189220867215,0.014947552447552415,0.018053798861938895
EARS2,0.7614291958041959,0.7245979020979022,0.6788551225553424,0.03683129370629368,0.018066622998912377
NAT10,0.8194609557109557,0.7847086247086247,0.7826308482591565,0.034752331002330994,0.018066622998912377
HSF2,0.20003642191142185,0.293974358974359,0.574308709516169,-0.09393793706293713,0.018066622998912377
CMTM3,0.7222494172494173,0.6829807692307691,0.7214885825882463,0.039268648018648156,0.018066622998912377
COQ6,0.5836509324009324,0.627619463869464,0.8255056832838988,-0.043968531468531635,0.018066622998912377
MICU1,0.8575786713286713,0.8949446386946387,0.7915445965719397,-0.03736596736596742,0.018066622998912377
TRAPPC2L,0.9060766317016317,0.8831118881118882,0.9344038037701596,0.02296474358974343,0.018066622998912377
SERPINB1,0.6280944055944057,0.7509018065268066,0.7834518443511295,-0.12280740093240095,0.018066622998912377
RNF217,0.21457750582750582,0.3139364801864801,0.26918503025482987,-0.09935897435897431,0.018066622998912377
DPY19L1,0.6015909090909091,0.4545148601398601,0.6986088023197687,0.14707604895104898,0.018066622998912377
GLOD5,0.2596678321678321,0.22692599067599062,0.5994711158161097,0.032741841491841506,0.018066622998912377
SH3GL2,0.39284965034965036,0.22444347319347313,0.8083948188403083,0.16840617715617723,0.018066622998912377
MCHR1,0.24073426573426568,0.22332459207459202,0.2089686597854278,0.017409673659673663,0.018066622998912377
VSIG2,0.632805944055944,0.47803467365967367,0.45678584846788434,0.15477127039627037,0.018066622998912377
EPM2A,0.5167424242424242,0.546638986013986,0.6317457887824317,-0.029896561771561747,0.018066622998912377
OAZ2,0.9362995337995339,0.914035547785548,0.7788004251625132,0.022263986013985937,0.018066622998912377
CLDND2,0.34804195804195803,0.3168648018648018,0.6549086896067462,0.031177156177156218,0.018066622998912377
UBQLN1,0.9409149184149185,0.9582138694638693,0.9223596733570175,-0.01729895104895085,0.018066622998912377
LIME1,0.6329458041958043,0.5747202797202798,0.8864338691394311,0.058225524475524426,0.018066622998912377
FZD3,0.5972377622377623,0.6666171328671329,0.5769044272776219,-0.06937937062937061,0.018066622998912377
IFT122,0.6282488344988344,0.713583916083916,0.7424213069358648,-0.08533508158508163,0.018066622998912377
IGSF9,0.5089437645687646,0.45643648018648014,0.23286585437648713,0.052507284382284414,0.018066622998912377
TTC1,0.8652797202797202,0.8955215617715617,0.7564023244786351,-0.030241841491841503,0.018066622998912377
TEX30,0.4591462703962704,0.509715909090909,0.8058178330627009,-0.05056963869463865,0.018066622998912377
KRT7,0.7129166666666666,0.6868895687645687,0.6952017220580348,0.026027097902097895,0.018066622998912377
PTCD2,0.37224213286713287,0.4513126456876458,0.5770387623617713,-0.07907051282051292,0.018066622998912377
DBF4B,0.5107328088578089,0.4852229020979021,0.1903201670678879,0.02550990675990683,0.018066622998912377
BSG,0.9859586247086247,0.9729953379953379,0.9748113689226755,0.012963286713286837,0.018066622998912377
ZSWIM8,0.849245337995338,0.8809134615384615,0.8550272898244653,-0.03166812354312354,0.018066622998912377
ITSN2,0.8579589160839162,0.8906920163170163,0.2407145556077672,-0.032733100233100165,0.018066622998912377
LRIG1,0.6102243589743589,0.41443764568764563,0.7392004761135094,0.19578671328671327,0.018066622998912377
IER3IP1,0.9592919580419582,0.9447202797202797,0.8507960022735276,0.014571678321678494,0.018066622998912377
CREB3L2,0.8646853146853146,0.8054326923076922,0.9031973890825717,0.05925262237762241,0.018066622998912377
RPS19BP1,0.8055332167832167,0.7489860139860139,0.7659577770380132,0.05654720279720271,0.018066622998912377
KIF25,0.44742569930069925,0.39888840326340325,0.13995682010123828,0.04853729603729601,0.018066622998912377
INO80,0.9080026223776225,0.8914219114219114,0.6549557871661292,0.01658071095571112,0.018066622998912377
TCIRG1,0.5705288461538462,0.4559498834498834,0.602836450513845,0.11457896270396284,0.018066622998912377
AAK1,0.8875524475524476,0.9257634032634032,0.6342531986200416,-0.038210955710955674,0.018066622998912377
CXXC4,0.5853394522144522,0.5374475524475524,0.31926686226425793,0.04789189976689978,0.018066622998912377
DHRS4,0.8655914918414918,0.8435285547785547,0.9446336077479768,0.02206293706293705,0.018066622998912377
ACTC1,0.7641885198135198,0.6904662004662004,0.3069952720472774,0.07372231934731932,0.018066622998912377
HNRNPF,0.7240005827505828,0.7760999417249418,0.5745490141089302,-0.05209935897435902,0.018066622998912377
SRSF11,0.9411509324009324,0.9564801864801864,0.6780956744102906,-0.015329254079254007,0.018066622998912377
EPHB6,0.275895979020979,0.23939393939393933,0.36078764245673717,0.036502039627039684,0.018066622998912377
ROGDI,0.8103452797202796,0.7407706876456875,0.6372492456362504,0.06957459207459205,0.018066622998912377
ITGA6,0.9646386946386946,0.977170745920746,0.7108611253533653,-0.012532051282051482,0.018066622998912377
TDRD12,0.34053613053613047,0.31756264568764564,0.19703959727305123,0.022973484848484826,0.018066622998912377
SLC8A3,0.5507634032634033,0.5313111888111888,0.2955741138968842,0.019452214452214567,0.018066622998912377
CGN,0.5948470279720279,0.4624679487179487,0.9087367043054664,0.1323790792540792,0.018066622998912377
ZGPAT,0.6592890442890443,0.6064248251748251,0.9000761053743667,0.052864219114219235,0.018066622998912377
DUS3L,0.36821386946386947,0.2961145104895105,0.5854767182848781,0.07209935897435898,0.018066622998912377
JOSD1,0.7993648018648016,0.7373295454545457,0.7093432994623387,0.06203525641025598,0.018066622998912377
MAP2K6,0.5601442307692308,0.6141054778554779,0.17096039416375605,-0.053961247086247055,0.018066622998912377
NEDD4,0.29167832167832164,0.3379152097902098,0.5201871913905662,-0.04623688811188814,0.018066622998912377
C1QB,0.588821386946387,0.40706876456876456,0.7229175653558915,0.1817526223776224,0.018066622998912377
ATP6V1G2,0.3088607226107226,0.3430856643356643,0.4669926388655482,-0.03422494172494167,0.018066622998912377
