tf,depth_r,r_SCD,r_ACLY,r_FASN,r_PLIN2
SREBF1,-0.00471698728222535,0.2876891652310103,-0.04437514136634392,0.348596316495929,0.03496865361927278
SREBF2,-0.17130047565246073,-0.22420738281703687,-0.22755583425386772,0.2464234281974903,-0.39015107246752473
MYC,0.34844039486228845,0.24430623660776074,0.45765123263874213,0.24658866371275168,0.3521521539531799
EPAS1,0.13962519295786768,0.01841634191355651,0.4178827253675981,-0.15981141938157412,0.3001357916226074
HIF1A,0.030030351680561174,-0.03815803005596563,-0.15373247630457337,0.02441951850280553,-0.2536502768461888
MLXIPL,-0.28464169926060223,0.1402069511641076,0.18262003463517434,-0.052591279806474905,0.39554289959046895
PPARA,-0.4101622249554385,0.08487186963841709,0.13083940607493666,-0.08604429125922447,0.18505890993950536
PPARG,-0.437789583459143,-0.08248295330172278,-0.25385530771110765,-0.15803602068795886,0.029569606424583877
