,DNAJC5B,ZNF574,NFATC1,INSM2,IL17C,NSL1,METTL6,SIX3,CCDC155,SRRM4,FEZ1,MAEL,WDR89,CYP4F2,SLAMF1,ZBTB9,LINC00599,ANKRD34A,CACNB4,AKR1E2,SEMA6A,FAM135B,AFF2,ZKSCAN3,GJA8,RAB3IL1,FOXN3-AS1,C6orf52,SOX10,FLYWCH1,OR1D2,BTNL3,LRCH4,SRD5A2,MESP1,MAP3K19,PIP5K1A,KRT83,C1orf94,NLGN2,TTTY8,C1RL-AS1,CCDC7,RASGRF1,HMGXB3,C4orf17,GRIN2A,SMYD5,SNORD8,PAK3,PLSCR1,IDH1,TMEM56,GOLGA5,GTF2B,IL13RA1,ALDH16A1,LARP7,ZNF227,GATA4,TXNL1,SPP2,PRPF38B,UPRT,CTSV,RBP4,PRDM10,CCDC90B,RTF1,CLEC4A,UNC5D,TDRD7,PTS,COQ7,CTSC,MAP3K8,ZNF326,MLLT3,AASDHPPT,ZBTB44,SAFB2,SWAP70,ATP11C,ZNF134,PHLPP1,DHX15,SIN3A,KRTAP10-12,ENAH,TEX22,PHF14,INO80C,MLN,KLHL42,SNRPD1,NKAP,TARDBP,NAMPT,L3MBTL4,KIAA0430
RAB3IL1,0.29901874365045156,0.0627546907973473,-0.20658141605897437,0.2647096304453262,0.28442153196072606,0.26535075321162804,-0.3733570926300118,0.3390711785928222,0.18289576882943512,0.22836527256743205,0.006806350553131335,0.6193054613455474,0.13699109461394485,0.8445550878421455,0.11205545352627591,-0.31781388104372965,0.686159124192181,-0.1419660177941456,0.46262380371251066,-0.4891639385372799,0.8058440561499277,0.6050041777034705,0.3244961903888921,0.29798640248278563,0.172021220553769,0.9999999999999998,0.23381798218440114,-0.3447538270169787,0.38827451129725826,-0.6678934128647425,0.013382106308921282,0.2594998479691433,-0.11820078234766555,0.3106631828636431,-0.14795516096303893,0.006018888772771826,0.018762681589377814,0.425789125704226,0.2682260582627727,-0.07563643293098533,0.37640733312275937,-0.33609056431189027,0.230240293058958,0.2666144104417851,-0.03752364549709066,0.40684829515173804,0.4295236255288138,0.4204026654314014,0.41335001259636306,0.3345827576991175,-0.5652219845554519,0.38581144008315815,-0.4962630099195128,-0.16914671007744236,-0.3067018935634712,-0.23638092050906093,0.010289347028603135,-0.48170103472679693,-0.26045224993306176,0.1663256506673342,0.08724743774739156,-0.054273472607540375,-0.3661119880889438,-0.2760343687798342,0.8683014362571677,0.6051977132280881,-0.5555127377444579,-0.14899202497028077,0.014471355559808274,-0.0652831221861867,-0.0029586220146799597,-0.27934624568396227,-0.30390387965429805,-0.13288510972794262,0.19185996845308184,-0.4552971551876969,-0.31424817490648477,-0.18467049802222196,0.15524399369122038,0.11841810932411681,-0.046161369296028334,-0.43694592874494886,-0.08779632659300221,-0.2575945436802055,-0.21586877951527778,-0.646173268882427,-0.38988812976834775,-0.06404278194383636,-0.028811862335094918,-0.39981409813226493,-0.41074835515602814,0.11521847685504268,0.1679444856248574,-0.07103967274528716,-0.4324414058891105,-0.287360798908505,-0.07461720271627649,-0.49387217481297707,0.2496785564394695,-0.21629162978758815
FOXN3-AS1,0.2727389710686931,-0.027781417051556026,0.13246868591729366,0.3500062927479204,-0.02972362357242798,0.3137441864995839,0.25310646502562784,0.1761258280993976,0.34085674916083275,0.27585984387287193,0.20057817881912807,0.2685353646487235,0.06661744378383093,0.21980022041015154,0.28446598961618885,0.10357531392605195,0.17240522785837137,0.029230237097099522,0.06615974398115829,-0.03558001540395683,0.16787841153147573,0.13909027972040158,0.12494365733319085,0.33650004143901247,0.2033042832668694,0.23381798218440114,1.0,0.1664251993535611,0.03900131706027264,0.004304360158161175,-0.03717220606554555,0.0724083750259206,-0.13298654699109844,0.08422391357957637,0.10083331603033825,-0.016437734357403172,0.2020940351323835,0.04214063247561209,0.19452145202514676,0.10593494559486041,0.03710155726434586,0.04359578676997256,0.002958790694231307,0.18908481288667514,0.25326540934853087,0.22683058451517835,0.220167937410563,0.06309316500444512,0.022660560038848143,0.3501590910184824,-0.12504422216204578,-0.06741263496278091,-0.17363891811315638,-0.27624751623352356,-0.1416351177728132,-0.20228697645845026,-0.14914349213654476,-0.09589202921240708,-0.402116841416427,0.10607330744913537,-0.09593210064195563,-0.20961750212081248,-0.18867458312774898,-0.25774046547243434,0.132390552997074,0.07447760757672894,-0.27482682796319696,-0.1272374270366155,-0.12315166275837253,0.10831778129494436,-0.0736663931414788,-0.12430450169495293,-0.12591317147270548,-0.1980424239291112,-0.022104475497634776,-0.275023079926434,-0.3486709671902938,-0.017113279602475415,-0.12163519245928699,-0.17201041213849624,-0.24536761623241496,-0.18747766539946986,-0.14396264404886278,-0.19021823912375635,-0.2206589291909009,-0.1883031280988812,-0.24011501183590378,-0.22629747724394067,-0.2084550906807461,0.04105839962410231,-0.16978972271925688,-0.12376864194954948,0.26718489461577327,-0.20376002822869002,-0.2751514927629534,-0.1398367107538469,-0.37261560415801476,-0.03926663652162065,-0.1451510809387621,-0.3501440865028228
C6orf52,0.1521497317639409,-0.058860679798599706,0.3986488738363107,0.4575097430186742,-0.10325114415634848,0.4884220762254754,0.62016485221876,0.007727822387283138,0.21132694558854948,0.2503001243591663,0.6608587038117186,-0.18375280149130635,-0.20237285000224198,-0.3539561794527679,0.3677958609363057,0.6833143267731187,-0.12353025798526968,0.4686083161861075,0.0772125801189082,0.2856261937927417,-0.1984408486998993,-0.28978910388360135,-0.056936527204228704,0.5712822281777116,0.24891813539325028,-0.3447538270169787,0.1664251993535611,1.0,0.20362003348026164,0.5610313935015288,0.2892088029446737,0.14631096041972194,0.10671558741922896,-0.10389192855823065,0.7123870967722497,0.14525946077213003,0.10558990902759748,-0.10863580436440262,0.07207519725268849,0.26957474991291774,-0.05517559215227578,0.5965699019804828,0.068290652959651,0.04554600767080702,0.4910904034860758,0.40690566674473405,0.1623842249586191,0.072201108260246,-0.08348943316855875,0.18647542002352435,0.023577554099831935,-0.508803016371334,-0.029773657311113463,-0.5030374859497363,-0.21038322233641496,-0.3870436095667562,-0.46318298828558485,-0.06551290902358184,-0.4878188561006095,-0.24977622987354492,-0.3468046075913734,-0.17489655752228267,-0.365201713976469,-0.29160825685599356,-0.5856381151063582,-0.10844708160159383,-0.18690475862079645,-0.38662677683680935,-0.4898451299578167,-0.04341591395274299,-0.4165423340290503,-0.3716865096003061,-0.07384399655609743,-0.22705556443770872,-0.1615611418338716,-0.13185901892146795,-0.4977399365580999,-0.17459340653258396,-0.46728248394163685,-0.5444071021545023,-0.5745769481022414,-0.2229324997648024,-0.4231895021799121,0.00612224124499379,-0.38155457885934263,-0.17853631358106914,-0.2416168888769121,-0.061517202708786606,-0.4321140104451208,0.14286709685192583,-0.23812937537966322,-0.49281578362927647,-0.07587279722579254,-0.5273557443800616,-0.34733332391754124,-0.3725393070849784,-0.4840768170466906,0.12966257621576532,-0.6257524323359258,-0.5088699926998725
SOX10,0.3074314573667942,-0.17343218264597907,0.09517180998781465,0.3217857296958677,-0.05400532381069407,0.3879718350346556,0.008107196449266978,0.1468536013796739,0.1342078682295289,0.04707599446189534,0.43635853427431504,0.1258019714013551,-0.001005916933212475,0.2822107641665888,0.14004861415704112,-0.05036854640497809,0.5035375104768647,0.2429440432938636,0.36809409709834096,-0.185221869134154,0.40244244327288115,0.23966012508566642,0.28065474612444163,0.3349505954597559,0.17959753890077168,0.38827451129725826,0.03900131706027264,0.20362003348026164,0.9999999999999998,-0.20820874991056298,0.13261439680120535,0.5211157194052989,0.23005718390120555,0.266745645855276,0.23596451994881457,0.024893920189632303,-0.10744069112697434,0.39360175357444516,0.1523939074648495,0.22549106302721464,0.2417887202833723,0.0017886114159735012,0.367142897028618,0.18890226325445636,0.32810877944092354,0.4580325165951755,0.34576122986780844,0.34874646400567305,0.22531112592986707,0.2555182091058864,-0.3964389916643343,-0.024456367004993748,-0.2848501305328264,-0.37695576825604804,-0.3801551645866146,-0.28667326734683013,-0.20047242584187225,-0.3300336735468902,-0.3034605957405476,0.027406872396360332,-0.1338241859164903,-0.07736686555160449,-0.4400614282805719,-0.2440543800788353,0.20976959520099644,0.41312800716224407,-0.509898335060799,-0.2836795817724491,-0.29252452667318507,-0.22363490870535818,-0.290050804370124,-0.4407027372928157,-0.16697894313591594,-0.17728369460794624,0.04968581880799018,-0.2789797279330601,-0.36426505974261947,-0.16717747095948815,-0.17002223408375366,-0.1143942112673201,-0.22263539144730787,-0.38853183316240936,-0.2411958295697086,-0.12416814444205573,-0.3176363525643816,-0.44450871162335737,-0.3168841241325578,-0.0629005328351901,-0.17605124516052012,-0.22471255122641431,-0.3100687656391822,-0.16888644573467376,0.03440472959468582,-0.23641963863804583,-0.40973657872631686,-0.4445369096515438,-0.07801713170602767,-0.26145069700089335,-0.06422933236358377,-0.3264794262709487
FLYWCH1,-0.1287963908274916,-0.02940513288186808,0.3432011183607451,0.01946925482625339,-0.14631155912343485,0.13625511141700633,0.5501607905491392,-0.018429869104521268,-0.08918612791067962,-0.08076968313187666,0.3520642085134581,-0.4683898903944128,-0.17325907945482394,-0.6279217033668854,0.1755540959429958,0.4687471614269372,-0.551952417102467,0.20902131595991433,-0.18928899769364166,0.41108070867602753,-0.5370784342650519,-0.3926331769237541,-0.06948883028758707,0.11987359737944496,0.021687641999003002,-0.6678934128647425,0.004304360158161175,0.5610313935015288,-0.20820874991056298,1.0,0.16058275415006218,-0.1873894228136993,0.16812676262042275,-0.3253221972231168,0.45535152211286867,0.18402621066017594,-0.03253031140164164,-0.39169333749979307,-0.018200624051226688,0.23947426061893365,-0.25067208420460235,0.6314660224257098,-0.24831771702898,0.0014993882205459053,0.2221001230529575,-0.06443882864425683,-0.23487457925025526,-0.2135567421467985,-0.32196974742229645,-0.008335629079490984,0.2832006492427843,-0.5707280735457818,0.24918227895127937,-0.16855649319013136,0.025765876323851335,-0.048811798756403464,-0.2283894873857966,0.2528681540838822,-0.13438988261367682,-0.2804713676909208,-0.3586953490682964,-0.2176204547086583,0.020882334356701587,-0.07773660280079542,-0.7974651001871935,-0.424920797634846,0.20128539508168822,-0.1410830951763708,-0.3510534533751498,0.11019359367997246,-0.16845000237818386,-0.0130816233129189,0.025195554853950475,-0.05951310447780885,-0.27213812215205674,0.31406518437565667,-0.13600817006668903,0.011611587752056552,-0.3578260697762682,-0.3783511462124098,-0.24394683715982335,0.1082761314007259,-0.2460772523652825,0.13292012069230866,-0.10777946172934601,0.2527336025977184,0.01507841660439059,-0.02116409866129764,-0.1891860356533204,0.2757022852537402,0.20783383904786595,-0.36955302236746523,-0.19509965425877468,-0.24006710149423016,0.02764665757743021,-0.11065865976503439,-0.1837633057722618,0.34617917311538315,-0.46571490612140093,-0.15992295293388592
OR1D2,0.0639510423538255,0.020563558504864268,0.03410238415231569,0.2027803244152131,0.17141461173914,0.3410311297339348,0.18235193019594167,0.35282603908732774,0.4302174162060606,0.01809247173994586,0.20100302207421689,0.12602125168546985,0.04969742760730754,0.027663148310003906,0.19162843633057952,0.2791826072618931,0.06770032743786564,0.26884162883192697,0.0957884960145364,0.1733605257104508,0.07231055317830795,-0.13533215513185573,0.15958710570070592,0.2470831525930505,0.1333442122282713,0.013382106308921282,-0.03717220606554555,0.2892088029446737,0.13261439680120535,0.16058275415006218,1.0,0.09847461256837253,-0.01805675599837045,0.1960084089905727,0.2576657773995365,0.14991736858449423,-0.07478594464534216,0.1439986278408082,0.23687088467253314,0.2369801188604513,0.3804431985024785,0.22888950684480958,0.10129344671004548,0.29127912232402714,0.016252980066449492,0.2793969682672965,0.23681100907838099,0.21271602422440541,0.1587082102969555,-0.014969539068255072,-0.1053373434814174,-0.1284222549571822,-0.01166373747384588,-0.26402347094580864,-0.20997822841933322,-0.21061810230485273,-0.2545922326421504,-0.2621855566965357,-0.20247981599135423,0.010669006627601972,-0.19071848446131576,-0.09297719712991093,-0.3542276707206464,-0.10189460596210667,-0.08541178688673781,0.020199534987772425,-0.2953852393454998,-0.22056439831912208,-0.1533751712742428,-0.10637000888546379,-0.21810157837048305,-0.19797871508183382,-0.14799869976492336,-0.20022542813549618,-0.08054879852247068,-0.15769061811448695,-0.2719076539150137,-0.03094487797747416,-0.10893714244072132,-0.1640639941668753,-0.29913902184146085,-0.24072718281233793,-0.13523924452369995,0.07452355159556204,-0.21528568038576343,-0.23113427235080128,-0.19334476572867343,0.05247103564665157,-0.1741977598542622,-0.011928666120964757,-0.30911052234830516,-0.30434626175618923,-0.09854409938329386,-0.2072715481003366,-0.3013794461396876,-0.23810697162495814,-0.19905708014439355,-0.15064659734508876,-0.3469250201903827,-0.2846060488298767
BTNL3,0.2661220845588458,-0.15251333451999577,0.07811523133564902,0.3576985471737661,-0.03370186174929696,0.24560819305513176,-0.06319454714072487,0.1465213072951979,0.03244329662737659,0.05495058332563782,0.2355035525441008,-0.023741051706504174,0.07813052528733393,0.15852296469073401,0.030667185198639167,0.03640055618504916,0.3797024033872537,0.19929700921920934,0.26581308169409834,-0.021323715673381677,0.2639362765131963,0.10022112372980954,0.26813804851910866,0.2091722463560971,-0.011863967758921803,0.2594998479691433,0.0724083750259206,0.14631096041972194,0.5211157194052989,-0.1873894228136993,0.09847461256837253,1.0,0.1999225300741747,0.17865162373580984,0.08703256744955583,-0.1952100115740621,0.20086423906075193,0.362742884939797,0.03976073977568309,0.2425001896990137,0.06477505548027056,-0.0025244585201971564,0.3697904841044055,0.08391696669151182,0.31220526925731673,0.29745905829265207,0.3284484721255056,0.1748584181030602,0.2909923734824357,0.22704287669298534,-0.23212256601821032,0.001271930500436988,-0.247113990499551,-0.3091950404761179,-0.24238722779464766,-0.2220086478704157,-0.15351285844195864,-0.19507553922195095,-0.22517996389579956,0.038102617509736245,-0.0570053206964921,-0.021144310125509935,-0.28698668260023913,-0.18265860285144775,0.15825878384583236,0.30332942884002645,-0.2830850583992382,-0.1849650674047723,-0.2634382553948825,-0.26584428873216437,-0.18860792662902848,-0.285572933810576,-0.09053562053130063,-0.1423827635695617,0.05639724669568643,-0.30893745324405525,-0.14028451126924898,-0.03703289436492122,-0.11958210681417514,-0.06870291941080042,-0.12200202765118733,-0.2587704443061317,-0.1726623957072468,-0.17093972131333884,-0.14851727709168505,-0.3374409881461027,-0.20872115307208225,0.21133073872212293,-0.17038237944218848,-0.09136869405379866,-0.14942154996609108,-0.11207091750759396,0.21162278438862206,-0.10969683491604357,-0.3173747592419427,-0.2513210561518037,-0.11209457426300802,-0.2743089944607839,-0.05128529907928762,-0.20211539823396746
LRCH4,0.14065979442681573,-0.09032321628758293,0.3470795914216628,0.13013926969930303,0.10745001287907885,0.25925122301902104,0.007289663871957799,-0.0862203735716511,-0.07584847024884919,-0.1857178634876693,0.31963447784666604,-0.3120915738208303,-0.09033878144732448,-0.2533709851905829,0.23671873623334538,0.03623259884765792,0.086644896889761,0.2643105454630178,0.17652159667504452,0.2613174036061665,0.14038518944117834,0.12942640835689057,0.25487787409763274,0.009371930988269234,-0.06939894458679025,-0.11820078234766555,-0.13298654699109844,0.10671558741922896,0.23005718390120555,0.16812676262042275,-0.01805675599837045,0.1999225300741747,1.0,0.051381899290084,0.10761506075604307,0.2552721753719458,0.16340726413153323,0.18628462936457243,0.0065382860073898985,0.5405177072767899,0.08178328111039995,0.19688438737436018,0.05999078152475706,0.035353312092211944,0.36939408244566596,0.136188315608349,-0.0031184150724905615,0.12147364844105762,0.06379024419778104,0.13236802146123855,-0.05060791865932308,-0.1562554218614596,-0.03797197269795048,-0.18139045317108843,-0.26877759261214407,-0.049866360662866316,-0.1659622771566411,-0.1528076937209858,-0.14302008602555966,-0.020094338060940978,-0.1763627648136763,-0.21156588865645026,-0.29570790327442237,-0.10235878566507982,-0.21799675480381742,-0.09373338762841182,-0.03411694759368768,-0.10341708383674933,-0.18943602367753806,-0.07909406555539056,-0.2313676079169655,-0.2620955050225591,-0.00842903036834685,-0.1599575140419619,-0.08051615094083892,0.1903800405692193,0.10613624106994768,-0.14276162559662384,-0.2610683349551993,-0.13365792931678389,-0.15180615686101226,-0.0921643593673586,-0.06096177644721651,-0.05722890832343583,-0.17270561980061067,-0.07166092519826436,-0.08328628711766323,0.15961391118783197,-0.037014392188433734,0.07114417506651022,0.020852663250564087,-0.2997853038732313,-0.14197391555751476,-0.07800739118097058,-0.19299266339432472,-0.2863613949651388,0.22442337872729043,0.036418476289097335,-0.10499205672723783,-0.15307219078166912
SRD5A2,0.12488050637986153,0.12031281484724621,0.03005809103675104,0.13582517821112378,0.10744097517722966,0.2994261852717668,-0.14530345186408997,0.2794432764499105,0.2809410763747941,-0.10881279853320301,0.06286201221459659,0.2794315213650053,0.1401522361758506,0.2986799829575023,0.13660285291534685,0.010243220965236513,0.2537448240826692,0.10209169132658713,0.27012419709798935,0.06189297150295924,0.36232515555759287,0.34104437697668966,0.17058432137811755,0.19714696696045378,0.21168003016520553,0.3106631828636431,0.08422391357957637,-0.10389192855823065,0.266745645855276,-0.3253221972231168,0.1960084089905727,0.17865162373580984,0.051381899290084,0.9999999999999999,-0.02575946183324509,0.23437229545622115,0.16948160503796444,0.29752601624409347,0.026266776317015378,0.15729352351799328,0.28284698620834803,-0.13898221952571244,0.2132217026881758,0.09599170729799436,0.08254146644526537,0.16341595511821444,0.05129434795902156,0.12789126914025606,0.3865162955976325,0.2367940661590393,-0.22999245125114454,0.1125011833514975,-0.1557515456162884,-0.18466918219265524,-0.265193273641637,-0.24038616054357503,-0.13490437412223216,-0.32238608998418455,-0.12263542213484555,0.12433783581942241,0.1666740899463834,-0.13906589512554474,-0.19735599512820529,-0.17742498447283936,0.3004033277377556,0.09313669102832803,-0.22174710378858387,-0.11527361718374962,-0.15793257905280197,-0.10218247824542241,-0.02737510871062212,-0.10472825310653008,-0.09028689741351645,-0.060451388473754405,-0.020939978452418514,-0.2134039435677417,-0.12207137936092434,-0.15952820556660294,-0.10828526855847143,0.03112299037692092,-0.09633549296334001,-0.1777236876102702,0.05466449033677856,-0.2483472388814466,-0.17502991417821379,-0.2565746415281377,-0.25236618593166915,-0.07620101298744149,-0.026414201943970872,-0.0034551262989437797,-0.18971232604985436,-0.1941418948704681,-0.08079227705988652,-0.12293170518875654,-0.32002615898539116,-0.23124131207700543,-0.0929234659814693,-0.34296845415177807,0.05278028918097988,-0.24968576936966783
MESP1,0.18850249585248868,-0.028269801772024383,0.2427516813282128,0.34970052355212056,-0.13230359906456685,0.4209521687590938,0.518557782608414,0.09862886753247067,0.09715411537362661,0.2577126031492281,0.6638961494646786,-0.08439053554035549,-0.14333024471132783,-0.2191039817233861,0.1757703149263647,0.40814627877901954,-0.10171309423605013,0.2974806587786271,0.1449594833715607,0.2769889337064851,-0.05758096713024448,-0.22673863811431327,0.19099846110972296,0.4401967076187309,0.23807377142813957,-0.14795516096303893,0.10083331603033825,0.7123870967722497,0.23596451994881457,0.45535152211286867,0.2576657773995365,0.08703256744955583,0.10761506075604307,-0.02575946183324509,1.0,0.1546470160822147,-0.13241267877089263,-0.19065916208128672,0.16382649626012055,0.28659266362927605,0.14445865384636625,0.5240194656862529,0.1346009316102718,0.02732288576750795,0.5034753901115623,0.39366759978319243,0.09072857049234025,0.10777456700202673,-0.002135805685409436,0.22311656117687917,-0.12932350173065915,-0.3224294766276942,0.08014109947240251,-0.3513871865665307,-0.3056473139279853,-0.30551072893758513,-0.3718786849485499,-0.04686723170620764,-0.40702155617773483,-0.3425898379566519,-0.24442723550535314,-0.1482895907362967,-0.4540700752880298,-0.2931597002994475,-0.411047844798612,-0.021989182450914656,-0.28497641574957544,-0.46931788459674073,-0.3488150320516448,0.06225100924856308,-0.21075269598036422,-0.342029319298103,-0.06235949127455917,-0.2154725637235363,0.0008317111704913491,-0.09748621187848565,-0.48642995581024195,-0.059804311794689514,-0.4134203931023258,-0.3671164096309037,-0.39622790449868406,-0.3128629918180497,-0.3071804568796964,-0.016201161618204608,-0.3077903408110264,-0.27870348964261077,-0.17512176861294765,-0.12312451780195735,-0.33341480830806175,-0.044124052028173454,-0.2195471465924228,-0.4629947159350112,-0.02650321540397059,-0.29577779109143204,-0.3207616524105152,-0.2924240217078306,-0.28395871282405316,0.1358344246470233,-0.32760965931675073,-0.4345315357779024
MAP3K19,-0.161281470696685,0.13777733651932977,0.2516764883767764,0.14128169445731578,0.06940338564469924,0.22235514421042707,0.13546425042057147,0.15128175372797023,0.07012982438973145,-0.013830631421308151,0.19313568649699842,0.07538868834950123,-0.04347964201494683,0.060548463966863156,0.1498993102311048,0.09078476636490987,0.07223563642474493,0.11061525804885347,0.13995183390832416,0.15369449411238867,0.06028229242756721,0.13761607771709244,0.06332203931231681,0.21071406071422827,0.3792236312804656,0.006018888772771826,-0.016437734357403172,0.14525946077213003,0.024893920189632303,0.18402621066017594,0.14991736858449423,-0.1952100115740621,0.2552721753719458,0.23437229545622115,0.1546470160822147,1.0,0.10342838706528724,0.14161016937238885,-0.14118177115939146,0.32271938135309014,0.03698713195236667,0.0901065432364524,0.058524662452397916,-0.07220759446134271,0.1509671310509776,0.11032111296525202,-0.08615447315219316,0.10495620264283065,0.08880745470852949,0.3125127502963744,-0.15607846095480798,-0.06634557604446534,-0.02031418862714103,-0.14197639495956388,-0.20610515295919435,-0.20677660424745026,-0.2378222509684891,-0.14007737464470962,-0.15690653243698802,-0.013740759136124499,0.07609550487798147,-0.12252337074962782,-0.23703237725455345,-0.10203083123969472,-0.03773348459462969,-0.020802941366331304,-0.1723556730684293,-0.12529327218943706,-0.07193854940588881,0.18254009466423776,-0.107005920773236,-0.15773676140259613,-0.05758166263726079,-0.0519914820006309,-0.04953848079617164,-0.004819325463843411,-0.06998329640247572,-0.23734672364157625,-0.19235397883070154,-0.014525258681302656,-0.1868976758845439,-0.14864577319603994,-0.01536477380274636,-0.3390092168781783,-0.055643792157912944,-0.12923293015590462,-0.19594522767189082,0.0134988576484753,-0.03222127188624904,-0.02880332632018695,-0.23875920394116326,-0.2223701085441335,-0.35180181768187463,-0.13837480764397048,-0.20075564774548327,-0.27595386242415865,-0.030888507539604867,-0.17220727774890957,-0.1146696368421529,-0.23919316142973576
PIP5K1A,0.05364363514331816,0.08193713593196782,0.19126301581097713,0.17495902038744476,0.1216397345914096,0.18854432473108618,-0.1066498834560631,-0.056495307346142595,-0.027564365073933193,0.10114814231044716,0.07894825015981109,-0.027807237907033724,0.03567433563690489,-0.08126542567220485,0.16294582897388013,0.2710147832687404,0.20443802000057817,0.1313609014241038,0.05332269968456113,0.19054000907955482,0.0968134260800016,0.12940158576626426,-0.04005540782074446,0.22413773251366376,-0.0706209502541913,0.018762681589377814,0.2020940351323835,0.10558990902759748,-0.10744069112697434,-0.03253031140164164,-0.07478594464534216,0.20086423906075193,0.16340726413153323,0.16948160503796444,-0.13241267877089263,0.10342838706528724,0.9999999999999998,0.2387010237638368,0.049066114812490125,0.22239479425908626,-0.030414243403859252,-0.0769653472551898,0.058344426117250686,-0.05598332704887823,0.2252252735441792,0.043136280679698075,-0.03699676777702219,0.14962066577272415,0.22633987574903086,0.051481539024921114,-0.07682993961008275,-0.11429016143812581,-0.2726174667865382,-0.2330246417243239,-0.09247122356646706,-0.22377427100364694,-0.14225174996811676,-0.16043435321982305,-0.15330623362660442,-0.03491934728696501,0.0638384715051232,-0.0242150007771805,-0.13168772203556983,-0.12457899129532934,-0.010461140466594354,-0.08894429077354721,-0.13216981537712527,-0.009459779160547063,-0.2591743410435505,-0.23545447803213684,-0.14227597400919711,-0.13672583553693787,-0.07862873073902943,-0.09924767904589438,-0.09448842473839018,-0.15066167182122248,0.008139201890697353,-0.25470904223686247,-0.12383377440686118,-0.09756739240394056,-0.18575033055422266,-0.05433941660727823,-0.09656376782266798,-0.30268147567270354,-0.19923030221421664,-0.10888215913642452,-0.24476521751781777,0.0760638076532974,-0.17287610295683145,0.15750800176964777,-0.17624171489105642,-0.25475840790146254,0.04439888744203818,-0.19444338566854058,-0.2139267490855849,-0.22736001702338088,-0.03296270638430837,-0.2356870214351323,-0.18768094638948485,-0.1822541071413127
KRT83,-0.042953745317496725,0.02577155727123115,0.3741575499094112,0.2847035982447365,0.24627243387751627,0.3587281802531942,-0.31222230574788745,0.3200915327961434,0.16077416032407243,-0.03067450098480013,0.07919442000163554,0.2063288078210426,0.39579791012133103,0.338457250071943,0.07012777300851811,0.004979455218599636,0.6433634186226136,0.21164040984287674,0.3792161178694382,-0.1015089823671949,0.5212027306866518,0.47601129712188717,0.11497004286720444,0.25720095748153154,0.009779547066056174,0.425789125704226,0.04214063247561209,-0.10863580436440262,0.39360175357444516,-0.39169333749979307,0.1439986278408082,0.362742884939797,0.18628462936457243,0.29752601624409347,-0.19065916208128672,0.14161016937238885,0.2387010237638368,1.0,0.11094611022807666,0.3488832117228282,0.24012250021747653,-0.14306118034189721,0.5305136024117978,0.12249463725337767,0.13600987671382428,0.34024538546830974,0.3455358484321752,0.3121054379777739,0.43013011248986377,0.042735633097399695,-0.507133178844811,0.11064520082862929,-0.3681456116581455,-0.3553207271364938,-0.3791272774168666,-0.3382461690494126,-0.12997614062778726,-0.3943462913102197,-0.1848065302202814,0.19970087379384735,0.3764856226748707,0.003786678150160455,-0.41378880927592654,-0.21329593312330253,0.43283861019852565,0.24421588192415572,-0.4400821734109932,-0.20368836337103674,-0.22733177178630676,-0.3309411295204814,-0.1534238057112712,-0.27812765915894433,-0.14738434220767557,-0.12671324616935659,0.015427110933799254,-0.21765034595844773,-0.10389195219294754,-0.28221203620576885,-0.22816185179349044,0.28254855235164084,-0.09583871621198187,-0.33807026287802294,-0.06256345754760531,-0.30122905529390925,-0.18387027779975063,-0.35997163049538405,-0.44937849615934394,0.1489257688422151,-0.011789414582880395,-0.1646255761270662,-0.3257541034084954,-0.2605895698156119,-0.1173707159269753,-0.1122558313184549,-0.44255110033403894,-0.22005774559767807,0.0445425728695247,-0.5850989543035273,0.038262788302025764,-0.2813384071559026
C1orf94,0.36034086285955524,-0.03492746128735112,0.02904048275146593,0.22873178233364516,0.07137620050013119,0.272453800353894,0.0520542866198513,0.2384441428451805,0.15893887809302756,0.2520268229995197,0.18878457959148495,0.167874993824947,0.14505794785085652,0.21457070653953908,0.09943015702616087,0.014631781701096861,0.2575607307926774,0.08243637187352204,0.12894638564003047,-0.09551449224740317,0.21836157874378717,0.01093507040302932,0.16967840608462942,0.27769660639377275,0.027453144933079723,0.2682260582627727,0.19452145202514676,0.07207519725268849,0.1523939074648495,-0.018200624051226688,0.23687088467253314,0.03976073977568309,0.0065382860073898985,0.026266776317015378,0.16382649626012055,-0.14118177115939146,0.049066114812490125,0.11094611022807666,1.0,0.026127163965434866,0.31935905011572746,0.018601915959897915,0.0677128116064547,0.31153006502638786,-0.04584833064490608,0.2070520760598558,0.07226795130771752,0.18813545606717624,0.08547041115792259,0.21067795218733257,-0.1890906869372615,-0.010737126817770719,-0.16960469901062242,-0.2410238226702806,-0.19151424460332112,-0.1543227985441994,-0.020460506849765442,-0.17641058826434736,-0.2223808997828632,0.17549139490755367,-0.13639666980279022,-0.0743510843840291,-0.33877204133890104,-0.1815902976124234,0.17171301431370797,0.2146400334286439,-0.3283460428407169,-0.15887251634875707,-0.09038030789303593,-0.05501587578675569,-0.20510035451984854,-0.21849530081955762,-0.1023548391278285,-0.21438852360071844,0.047522301500690776,-0.3541011466880559,-0.2599966344601279,-0.009531503452310582,-0.20178860864980885,-0.12217626147905998,-0.17543745758589235,-0.2145700592580106,-0.11498091868601382,0.12418395951779145,-0.2525862502308926,-0.3506305785698035,-0.29386600817550673,-0.21878757088078368,-0.11605729641725393,-0.30285481429791383,-0.2855723142863996,-0.11277667419772566,0.09754713259470983,-0.10327857052919523,-0.25082299890635373,-0.2848251231825662,-0.10667635043335037,-0.13309950789704517,-0.16543616735339917,-0.18371315474911037
