gene,loading,n_mean,t_mean,expr_delta,pc1_shift,direction,cum_shift
CYP2C8,-0.011948028402234774,0.43474097947937934,0.18810314685314677,0.24663783262623257,-0.002946835829283853,restore_normal,-24.43200789386776
ZNF286A,0.012924618791671663,0.3551075697552318,0.5826719114219113,-0.22756434166667955,-0.0029411823666195573,restore_normal,-24.43494907623438
CDC25A,0.012406559164823229,0.2381488090204671,0.475201048951049,-0.2370522399305819,-0.0029410026398526356,restore_normal,-24.43789007887423
SIM1,0.01273950424093137,0.5711943834019637,0.8020512820512822,-0.23085689864931846,-0.0029410024393912563,restore_normal,-24.440831081313622
BCAS3,0.01274228668574552,0.26185279657814825,0.49257575757575756,-0.2307229609976093,-0.00293993811401562,restore_normal,-24.443771019427636
GPR1,-0.012909547493954098,0.24173839232481042,0.01409382284382279,0.22764456948098763,-0.0029387883814555437,restore_normal,-24.446709807809093
DPY19L2P2,0.010818761684664868,0.17259917515047132,0.44422931235431223,-0.2716301372038409,-0.002938701720781175,restore_normal,-24.449648509529872
THBS4,0.012311287547466425,0.3430671857388589,0.5814000582750583,-0.23833287253619934,-0.0029341845258068137,restore_normal,-24.45258269405568
FANCI,0.011604701722078902,0.26490343394727855,0.5175597319347319,-0.25265629798745337,-0.0029320009763490803,restore_normal,-24.455514695032026
CDK8,0.012861916729202219,0.28351874429343493,0.5111465617715618,-0.22762781747812688,-0.0029277300336537095,restore_normal,-24.45844242506568
WNT7B,0.0111863142782778,0.4334019102341926,0.6950043706293706,-0.261602460395178,-0.002926367337951182,restore_normal,-24.461368792403633
TTC28,0.01354748236591061,0.26238103852259237,0.47823717948717953,-0.21585614096458716,-0.0029243072632912596,restore_normal,-24.464293099666925
PTCH1,0.01174449716533259,0.33788324300949124,0.5867977855477855,-0.24891454253829426,-0.0029233761392510552,restore_normal,-24.467216475806175
CHRM2,0.012509897752737986,0.2131913841437503,0.44682837995337993,-0.23363699580962963,-0.0029227749288353397,restore_normal,-24.47013925073501
GPR19,0.012633237004214906,0.21030344743430693,0.4416054778554779,-0.23130203042117095,-0.002922093369866779,restore_normal,-24.473061344104877
VWA5B1,0.013165537190269543,0.13052928023154864,0.35241258741258735,-0.2218833071810387,-0.002921212932591966,restore_normal,-24.47598255703747
RNF165,-0.012700052843485531,0.4751592486226639,0.24537878787878795,0.22978046074387595,-0.0029182239938476775,restore_normal,-24.478900781031317
IRF4,0.01293566153386159,0.27697325393826583,0.5023834498834499,-0.22541019594518402,-0.0029158300010283206,restore_normal,-24.481816611032347
CTSG,0.011681987707642002,0.34413223282036237,0.5936188811188811,-0.2494866482985187,-0.0029144999586440986,restore_normal,-24.484731110990992
BIRC5,0.013031398401013071,0.16161206382575616,0.38519667832167837,-0.2235846144959222,-0.0029136201878332845,restore_normal,-24.487644731178825
PTPRD,-0.010943749205048607,0.7151764392318389,0.44970571095571094,0.265470728276128,-0.002905245071535551,restore_normal,-24.49054997625036
HOXC10,0.01317755647218473,0.4594618461601039,0.6798339160839161,-0.2203720699238122,-0.0029039653963132774,restore_normal,-24.493453941646674
CORO1C,-0.012745766116697088,0.7164223837573362,0.4887033799533799,0.22771900380395632,-0.002902453162812482,restore_normal,-24.496356394809485
PIP5KL1,0.012833140630760066,0.3041512216999863,0.5299562937062937,-0.2258050720063074,-0.0028977882441958455,restore_normal,-24.49925418305368
KCNT2,-0.012777275659778157,0.2543846222187018,0.02760198135198131,0.22678264086672048,-0.0028976643172065586,restore_normal,-24.502151847370886
PRLH,0.013422200163053554,0.16285854355079202,0.37873106060606065,-0.21587251705526864,-0.002897484133618008,restore_normal,-24.505049331504505
NLRP12,0.01261883516004382,0.2012831944133731,0.43076923076923074,-0.22948603635585763,-0.0028958464643063907,restore_normal,-24.50794517796881
CTRC,0.012595150785734437,0.2551269439785234,0.484788752913753,-0.22966180893522958,-0.002892625113263749,restore_normal,-24.510837803082076
MYADM,-0.013201386360535671,0.8987595145097946,0.6797261072261072,0.21903340728368748,-0.0028915446354165265,restore_normal,-24.513729347717494
ZNF599,0.012081251533565481,0.19695396534690027,0.4362543706293706,-0.23930040528247035,-0.002891048388301686,restore_normal,-24.516620396105797
RAB27A,0.012209403782798701,0.4768488735655315,0.7136334498834499,-0.23678457631791838,-0.0028909985018043807,restore_normal,-24.5195113946076
COL28A1,-0.012334779322481521,0.3406673510084765,0.1065020396270396,0.23416531138143692,-0.002888377440870195,restore_normal,-24.522399772048473
DBF4,0.010507442582289904,0.2840030998757266,0.5586596736596736,-0.27465657378394703,-0.0028859381788832942,restore_normal,-24.525285710227358
COCH,0.010268254618922517,0.5932595899729296,0.874210372960373,-0.28095078298744336,-0.002884874175100713,restore_normal,-24.52817058440246
SMTNL2,-0.012085160047283845,0.6875376646675182,0.44935751748251734,0.23818014718500086,-0.0028784451988163582,restore_normal,-24.531049029601277
SLC25A40,0.013688997541198036,0.5487732691379327,0.7588301282051282,-0.2100568590671955,-0.002875467827282622,restore_normal,-24.53392449742856
LMO7,0.011422037955257834,0.53275688775046,0.7843327505827505,-0.2515758628322905,-0.002873509053897161,restore_normal,-24.53679800648246
TEP1,0.01211787977858087,0.18060361944743858,0.4175043706293706,-0.23690075118193205,-0.0028707348222781525,restore_normal,-24.539668741304737
CSGALNACT2,0.012696649869227692,0.21804939035420576,0.44405011655011656,-0.2260007261959108,-0.002869452090700674,restore_normal,-24.542538193395437
DNAH2,0.01352110332820544,0.17497385550254702,0.38703088578088585,-0.21205703027833883,-0.0028672450178658087,restore_normal,-24.545405438413304
SLC26A7,0.010753862079746561,0.6539014440753945,0.9201719114219116,-0.26627046734651705,-0.0028634358817541047,restore_normal,-24.548268874295058
LY6H,-0.012674582087364631,0.32416607883917364,0.09852272727272723,0.2256433515664464,-0.002859935181897002,restore_normal,-24.551128809476953
SNX31,-0.011931405001353129,0.265347649564187,0.02578088578088573,0.23956676378330127,-0.0028583680835620644,restore_normal,-24.553987177560515
FRMD5,0.01310003347202057,0.19228434937397706,0.41039335664335663,-0.21810900726937957,-0.00285723529577805,restore_normal,-24.556844412856293
HOXB13,0.013289386195840231,0.17530086242053625,0.3901515151515152,-0.21485065273097895,-0.002855233298570335,restore_normal,-24.559699646154865
VDR,0.008707350276312111,0.5513903948809235,0.8790472027972027,-0.32765680791627927,-0.002853022596945359,restore_normal,-24.56255266875181
SEC16B,0.012693296537865778,0.19234643252043657,0.41701340326340325,-0.22466697074296668,-0.002851764481904491,restore_normal,-24.565404433233713
E2F7,0.012576154487296268,0.2102863210490767,0.4369376456876457,-0.226651324638569,-0.0028504020734049828,restore_normal,-24.56825483530712
C1orf116,-0.012176780125944963,0.7358993653603874,0.501850233100233,0.23404913226015434,-0.0028499648222001113,restore_normal,-24.57110480012932
PRKCG,0.012183628396310778,0.3267061358486284,0.5606235431235432,-0.23391740727491483,-0.0028499627656660455,restore_normal,-24.573954762894985
LRFN4,0.012199240961333874,0.42426498371387816,0.6578758741258741,-0.23361089041199595,-0.0028498755433276996,restore_normal,-24.57680463843831
BEND6,-0.012328830467044149,0.2778739947614669,0.04672057109557105,0.23115342366589586,-0.002849851372253661,restore_normal,-24.579654489810565
HIST1H2BG,-0.011032850950753886,0.35832840057758725,0.10002331002330997,0.2583050905542773,-0.002849841563906327,restore_normal,-24.582504331374473
PLXDC2,-0.012575489400101609,0.7063675900285903,0.4798761655011655,0.22649142452742477,-0.0028482405083585438,restore_normal,-24.585352571882833
CTSW,0.011901927919786589,0.2825163155579294,0.5217715617715617,-0.2392552462136323,-0.002847598694865445,restore_normal,-24.5882001705777
KCTD6,-0.01325918461573857,0.8445223932838881,0.6298586829836829,0.21466371030020526,-0.0028462657651698426,restore_normal,-24.59104643634287
MAGEA11,-0.012468363473128033,0.27623467857521317,0.04837849650349645,0.2278561820717167,-0.002840993697669403,restore_normal,-24.593887430040542
MOGAT3,-0.01236917774120974,0.31580305085144883,0.0864743589743589,0.22932869187708993,-0.0028366073509868478,restore_normal,-24.596724037391528
C2CD2L,0.012292332663020029,0.3100555430080997,0.540777972027972,-0.23072242901987228,-0.0028361168503322964,restore_normal,-24.59956015424186
FAS,0.012801409034290353,0.2698540296778848,0.49129079254079255,-0.22143676286290775,-0.002834702576637238,restore_normal,-24.6023948568185
SLC13A4,0.012617836854881308,0.2076039009623958,0.4321794871794872,-0.22457558621709137,-0.0028336581084765903,restore_normal,-24.605228514926974
RIPPLY1,-0.012754966023047635,0.3927149709226091,0.17056818181818179,0.2221467891044273,-0.0028334747471560986,restore_normal,-24.60806198967413
AXDND1,-0.012437569044601188,0.24429771651764923,0.01663315850815845,0.2276645580094908,-0.002831593659251654,restore_normal,-24.610893583333382
STK32B,-0.012622232781033919,0.806341258211299,0.5822363053613054,0.22410495284999354,-0.0028287048822552494,restore_normal,-24.613722288215637
LIF,-0.012592878142508207,0.5865481877608428,0.36205710955710946,0.22449107820373337,-0.0028269887918998945,restore_normal,-24.616549277007536
ARID5B,-0.011134329523522515,0.9351584351193657,0.6817162004662004,0.2534422346531653,-0.0028219093558062595,restore_normal,-24.61937118636334
HSPB6,0.012053724476492533,0.5902078822047224,0.8241142191142191,-0.2339063369094967,-0.002819442538412709,restore_normal,-24.622190628901755
NHS,-0.012503032777864204,0.6987538413946873,0.4733012820512821,0.22545255934340525,-0.0028188407393239705,restore_normal,-24.62500946964108
CAMK2B,0.0118050831017514,0.47277868107566534,0.7110402097902099,-0.23826152871454453,-0.0028126971464255256,restore_normal,-24.627822166787503
ZNF876P,-0.012486396841156466,0.25907136457685515,0.034111305361305314,0.22496005921554985,-0.0028089405727754133,restore_normal,-24.63063110736028
IREB2,0.01313881014550105,0.5342270808825654,0.7480128205128206,-0.21378573963025516,-0.002808890244817442,restore_normal,-24.633439997605098
FAM86B3P,0.012543490690946462,0.28983516924615005,0.5134644522144521,-0.2236292829683021,-0.0028050918291359296,restore_normal,-24.636245089434233
PLCXD2,0.012260513556126578,0.2240559347741618,0.45239073426573423,-0.22833479949157243,-0.0027995019045018677,restore_normal,-24.639044591338735
LOC153684,0.013183935295940169,0.36846026303986906,0.5804618298368298,-0.21200156679696075,-0.002795014939289068,restore_normal,-24.641839606278023
NYX,0.011698521751290058,0.3097242544938029,0.5486305361305361,-0.23890628163673322,-0.0027948503322471523,restore_normal,-24.64463445661027
FRA10AC1,0.013348224487169286,0.348630049741445,0.5579399766899766,-0.20930992694853162,-0.002793915892302004,restore_normal,-24.64742837250257
DDI2,0.011222779719638927,0.2633652704737907,0.5122581585081585,-0.24889288803436777,-0.002793270056194465,restore_normal,-24.650221642558765
NPTX1,0.01177727223816454,0.24849314569951111,0.4856279137529137,-0.23713476805340258,-0.002792800720498926,restore_normal,-24.653014443279265
LAMB3,-0.012263357568400315,0.5337218525182743,0.306238344988345,0.2274835075299293,-0.0027897115937534087,restore_normal,-24.655804154873017
TNF,0.01158460721087847,0.2143211903694054,0.4549854312354312,-0.24066424086602584,-0.002788000700137156,restore_normal,-24.658592155573153
ZBTB26,0.012394090875951263,0.15262873957297496,0.3775160256410256,-0.22488728606805064,-0.002787273460373468,restore_normal,-24.661379429033527
UGT2B4,-0.012674348186553778,0.22617104335009214,0.006461247086247027,0.21970979626384513,-0.0027846784578447656,restore_normal,-24.664164107491374
SLC5A1,-0.010539429355132562,0.5662405764741268,0.302312062937063,0.26392851353706387,-0.002781655923229033,restore_normal,-24.666945763414603
OR51B4,0.012781519345981306,0.20304721209208426,0.4206410256410257,-0.21759381354894142,-0.002781179537441644,restore_normal,-24.669726942952046
TRPC5,-0.012470219166980333,0.23278075764987458,0.010004370629370587,0.22277638702050398,-0.0027780703713737175,restore_normal,-24.67250501332342
ZRANB3,0.012983005349036103,0.21645610132825818,0.4303132284382284,-0.2138571271099702,-0.002776508225198237,restore_normal,-24.67528152154862
SMOC2,-0.01144096591312119,0.6212837082049301,0.37862325174825173,0.24266045645667833,-0.0027762700107832857,restore_normal,-24.678057791559404
SKIL,0.010099754848903757,0.36630554969809387,0.6408406177156176,-0.27453506801752375,-0.002772736884404108,restore_normal,-24.680830528443806
SUGT1P3,-0.012567419544990433,0.2810718120036693,0.060477855477855426,0.2205939565258139,-0.0027722968007492833,restore_normal,-24.683602825244556
LINC00461,-0.01111915439475977,0.3280687538735066,0.0789714452214452,0.2490973086520614,-0.0027697514342213993,restore_normal,-24.686372576678778
DGCR5,0.010842835446218045,0.30107542995254916,0.5564947552447552,-0.25541932529220607,-0.0027694697139274294,restore_normal,-24.689142046392707
B3GNT5,0.01002841545643837,0.31110935089929576,0.5868560606060605,-0.2757467097067648,-0.0027653025656853444,restore_normal,-24.69190734895839
BIRC3,-0.01222388037047196,0.4066633412935345,0.18044871794871792,0.22621462334481657,-0.002765220493818411,restore_normal,-24.69467256945221
HDHD3,-0.013452658473176053,0.8217790888977139,0.6162616550116551,0.2055174338860588,-0.0027647558483526883,restore_normal,-24.697437325300562
MYCBPAP,0.012447349434096203,0.2281518168418731,0.4501558857808857,-0.22200406893901262,-0.002763362221875073,restore_normal,-24.700200687522436
GJC1,0.011543569108657543,0.1670946478975756,0.4060183566433567,-0.23892370874578112,-0.0027580323436036907,restore_normal,-24.70295871986604
OXCT1,0.012478622106594697,0.7259484003420995,0.9467715617715616,-0.22082316142946212,-0.002755568783861815,restore_normal,-24.7057142886499
STC1,-0.010696609867589997,0.8169333922766425,0.5596357808857808,0.2572976113908617,-0.002752212168910828,restore_normal,-24.708466500818812
MDN1,0.013652364620154808,0.3691736840246149,0.5705463286713287,-0.20137264464671378,-0.0027492127692418018,restore_normal,-24.711215713588054
PAQR6,0.01218997282669931,0.2011643801158386,0.42655885780885777,-0.22539447769301918,-0.0027475525583659875,restore_normal,-24.71396326614642
SCN2B,0.012088977369992067,0.26647852618891904,0.49374562937062927,-0.22726710318171023,-0.002747426867307347,restore_normal,-24.716710693013727
MATN3,-0.012263904326334861,0.24565284174898927,0.022121212121212073,0.2235316296277772,-0.0027413705196647786,restore_normal,-24.719452063533392
CDH15,0.012148518762670505,0.27638078804920846,0.5020352564102564,-0.2256544683610479,-0.0027413675427646286,restore_normal,-24.722193431076157
PEX3,0.01255573809813142,0.340948865965698,0.5588840326340326,-0.21793516666833462,-0.00273633687506023,restore_normal,-24.724929767951217
SFT2D3,0.014138619404563025,0.5138167112844682,0.707263986013986,-0.19344727472951784,-0.0027350773922505955,restore_normal,-24.72766484534347
ESYT3,0.012404308694164212,0.23332719637862584,0.4535984848484848,-0.22027128846985897,-0.0027323130586414247,restore_normal,-24.73039715840211
ORC4,0.014613948738379075,0.5540192950137599,0.7408479020979021,-0.18682860708414217,-0.0027303036867904196,restore_normal,-24.7331274620889
TMOD3,0.011740399140812492,0.44054950007011107,0.6730798368298369,-0.2325303367597258,-0.002729998965906724,restore_normal,-24.735857461054806
KHK,-0.01020474185495818,0.7408017931325337,0.4734382284382284,0.2673635646943053,-0.002728376159126796,restore_normal,-24.738585837213932
ACSM3,-0.01088667325262542,0.8675033262651313,0.6169114219114219,0.25059190435370937,-0.0027281121824519953,restore_normal,-24.741313949396385
YOD1,-0.008845746010307676,0.6527331034829715,0.34449300699300694,0.3082400964899646,-0.0027266136037429577,restore_normal,-24.74404056300013
RGS2,-0.013004506949551084,0.9240872974671146,0.7146212121212121,0.2094660853459025,-0.0027240031625760494,restore_normal,-24.746764566162707
OASL,0.012539521908773821,0.3291653777277782,0.5462135780885781,-0.21704820036079986,-0.00272168066368418,restore_normal,-24.74948624682639
BCL3,-0.013444665408738015,0.736147162746687,0.5337529137529137,0.20239424899377334,-0.0027211229583740935,restore_normal,-24.752207369784763
HOPX,-0.011813944762254577,0.6711257708211351,0.4408275058275058,0.23029826499362932,-0.0027207309814778037,restore_normal,-24.75492810076624
KLRC3,-0.012275345607517344,0.2556005955700464,0.0340020396270396,0.2215985559430068,-0.0027201988603271746,restore_normal,-24.757648299626567
G0S2,0.01111748933446257,0.6638561554904516,0.9083857808857807,-0.24452962539532908,-0.0027185555022926984,restore_normal,-24.760366855128858
FAM171A2,0.012656065169213512,0.21990653275260613,0.43461829836829835,-0.21471176561569222,-0.002717406098229098,restore_normal,-24.763084261227085
SCUBE2,0.011839776727631063,0.32249358028153635,0.5518735431235431,-0.22937996284200673,-0.0027158075458416694,restore_normal,-24.765800068772926
BCOR,-0.01326292148527628,0.7695612755303559,0.5649606643356644,0.20460061119469153,-0.002713601842114733,restore_normal,-24.76851367061504
GPR3,0.012497992236402378,0.41392653422975684,0.6310168997668998,-0.21709036553714295,-0.0027131937030809667,restore_normal,-24.77122686431812
SLC25A33,0.010710080214653916,0.28372693691388956,0.5366783216783216,-0.2529513847644321,-0.002709129621234854,restore_normal,-24.773935993939354
CTRB2,0.012180048139825981,0.28707514522639477,0.509409965034965,-0.22233481980857028,-0.002708048808427921,restore_normal,-24.776644042747783
SERTAD4,-0.011965377728720727,0.6364705303078148,0.4103846153846154,0.22608591492319935,-0.0027052033711994984,restore_normal,-24.779349246118983
BMP2,-0.013490985819685788,0.5314499304775799,0.33095716783216783,0.2004927626454121,-0.0027048450177988835,restore_normal,-24.782054091136782
IL23A,0.012035947027907348,0.23263411297634098,0.4571270396270396,-0.22449292665069862,-0.0027019849733076985,restore_normal,-24.78475607611009
CDHR5,-0.008942895518627866,0.6351186162737055,0.33314831002330997,0.3019703062503955,-0.002700488898525346,restore_normal,-24.787456565008615
TMEM150B,-0.01254983280000227,0.3319714289078397,0.11686334498834494,0.21510808391949476,-0.002699570487118516,restore_normal,-24.79015613549573
FAM173A,-0.014469223122802532,0.8474863283277904,0.6611174242424241,0.18636890408536622,-0.002696613256363348,restore_normal,-24.792852748752097
ANKRD29,0.013108457414863637,0.6349537748158646,0.8406381118881118,-0.2056843370722472,-0.0026962043734160106,restore_normal,-24.79554895312551
TRIM9,-0.012469041990687633,0.37799751881493976,0.16180215617715615,0.2161953626377836,-0.002695749054922464,restore_normal,-24.798244702180433
TMEM220,0.014447394753309742,0.41537050258447855,0.6011742424242423,-0.18580373983976378,-0.0026843799761063314,restore_normal,-24.80092908215654
MCM2,0.012264232014808642,0.46077843702467586,0.6789117132867133,-0.21813327626203743,-0.0026752371102279774,restore_normal,-24.803604319266768
TMEM178B,0.012716532689343123,0.18005718071868732,0.3903103146853147,-0.21025313396662737,-0.002673690851123456,restore_normal,-24.80627801011789
GTSF1,0.012330477694282256,0.26149956488277526,0.47832313519813513,-0.21682357031535987,-0.002673538197368185,restore_normal,-24.808951548315257
LSM14B,0.011268444485009403,0.3261275851475705,0.5633333333333332,-0.23720574818576273,-0.002672939804956387,restore_normal,-24.811624488120213
NAIP,0.01243147631908536,0.16386846507983568,0.3788636363636363,-0.2149951712838006,-0.002672707380532268,restore_normal,-24.814297195500746
MYO7B,0.011918826020694145,0.2608616070329501,0.4847843822843822,-0.22392277525143212,-0.002668896600292816,restore_normal,-24.81696609210104
MMP9,0.011268348924255777,0.16974120961518083,0.4061523892773893,-0.23641117966220845,-0.002663963662028686,restore_normal,-24.81963005576307
FEZF2,-0.01187354242557496,0.36612679305225365,0.14222756410256407,0.22389922894968958,-0.0026584769939876603,restore_normal,-24.822288532757057
CCL20,-0.011145494309925678,0.5170915972602066,0.2790981934731934,0.23799340378701317,-0.0026525541277079997,restore_normal,-24.824941086884763
MAGEA12,-0.012183061946837298,0.2893449264689354,0.07166083916083911,0.2176840873080963,-0.002652058720515276,restore_normal,-24.827593145605277
KRT9,0.011884935616434056,0.31895323533472975,0.542076048951049,-0.22312281361631925,-0.00265180027438757,restore_normal,-24.830244945879667
GLTPD2,-0.009647728077770569,0.4755815210584962,0.20085518648018644,0.27472633457830975,-0.0026504849718141507,restore_normal,-24.83289543085148
CCDC155,0.01243315148275661,0.1996401318303503,0.41251748251748244,-0.21287735068713215,-0.002646736348341016,restore_normal,-24.835542167199822
COX4I2,0.01121349016123347,0.3622589059879195,0.5980885780885782,-0.2358296721006587,-0.0026444737078276516,restore_normal,-24.83818664090765
SIDT1,-0.012538071199318053,0.28216415426163327,0.07141899766899765,0.21074515659263562,-0.002642337778269898,restore_normal,-24.84082897868592
DENND5B,-0.010673648006142981,0.6850136636442162,0.438184731934732,0.24682893170948422,-0.0026345651347993385,restore_normal,-24.843463543820718
PRAP1,-0.009425951876777569,0.5545395089651275,0.2751704545454545,0.27936905441967297,-0.0026333192628206913,restore_normal,-24.846096863083538
VHL,0.01200149896036536,0.3638489838166363,0.5830142773892775,-0.2191652935726412,-0.0026303120429602223,restore_normal,-24.8487271751265
MND1,-0.012238202607922126,0.28015233919662264,0.06523164335664333,0.2149206958399793,-0.0026302430203252727,restore_normal,-24.851357418146822
EBF4,0.012042197198556278,0.3318461922158438,0.5499082167832168,-0.21806202456737295,-0.002625945901356729,restore_normal,-24.85398336404818
NFKBIZ,-0.012495515598667142,0.7554924852632805,0.5454254079254078,0.21006707733787267,-0.002624896441641805,restore_normal,-24.85660826048982
SMURF2,0.013231039875272504,0.26447848551375414,0.4627287296037295,-0.19825024408997538,-0.0026230568848369714,restore_normal,-24.859231317374658
MAMDC4,0.01073136009058891,0.3972432942173831,0.6415938228438229,-0.24435052862643986,-0.0026222135110160797,restore_normal,-24.861853530885675
SPAG5,-0.010807465913087294,0.4418280917674537,0.19944930069930067,0.24237879106815302,-0.002619500522524371,restore_normal,-24.8644730314082
CAMK1,-0.0138178708383358,0.5963680288922119,0.4073630536130536,0.18900497527915827,-0.0026116463362102597,restore_normal,-24.86708467774441
TRAPPC10,-0.013527899457570412,0.656086663790861,0.4631264568764568,0.1929602069144042,-0.002610346278450043,restore_normal,-24.869695024022857
LOC100133669,0.012013381943126875,0.29147716143009594,0.5085780885780886,-0.21710092714799267,-0.0026081163580357982,restore_normal,-24.872303140380893
OLIG1,0.009252572789843483,0.4797089798989757,0.7614772727272727,-0.281768292828297,-0.0026070816392637516,restore_normal,-24.87491022202016
NOM1,0.01154000403664503,0.2467970983621823,0.47267336829836837,-0.22587626993618606,-0.0026066130668459097,restore_normal,-24.877516835087004
C21orf62,-0.011328093919433044,0.5959998116097625,0.3659324009324009,0.23006741067736153,-0.002606225235953924,restore_normal,-24.88012306032296
PGGT1B,0.012485149988035378,0.39863534821687574,0.6073397435897436,-0.2087043953728679,-0.0026057056793924926,restore_normal,-24.88272876600235
TMEM47,-0.012810377571130611,0.9021558907807596,0.6988927738927738,0.20326311688798582,-0.002603877273619953,restore_normal,-24.885332643275973
RAB26,0.010426853560148358,0.2887032222223411,0.5382823426573426,-0.24957912043500152,-0.0026023249404463914,restore_normal,-24.88793496821642
DUSP5,-0.010455461027985504,0.7762657201484429,0.5273892773892774,0.24887644275916543,-0.002602117948052119,restore_normal,-24.89053708616447
AMPH,-0.011246738172385393,0.558977918737443,0.3277564102564103,0.23122150848103268,-0.002600487765710163,restore_normal,-24.893137573930183
AGMAT,-0.00960917164605865,0.8054886853465578,0.5349796037296036,0.2705090816169542,-0.0025993681970750016,restore_normal,-24.895736942127257
KIF5A,0.012197414038269221,0.2538183811070281,0.4668123543123544,-0.21299397320532631,-0.0025979756788413856,restore_normal,-24.8983349178061
HAO2,-0.008785708451776798,0.6905165852984969,0.39492569930069926,0.29559088599779765,-0.0025969753453790427,restore_normal,-24.90093189315148
HCN2,0.0098637473046479,0.36037339801398144,0.6235445804195805,-0.26317118240559906,-0.0025958540411142286,restore_normal,-24.903527747192594
KLF10,0.009832624384184257,0.5243360582125833,0.7881206293706294,-0.2637845711580461,-0.0025936946065401915,restore_normal,-24.906121441799133
USP53,0.009651143004408561,0.46272335214738103,0.7313942307692308,-0.2686708786218498,-0.002592981070699567,restore_normal,-24.90871442286983
SPN,0.012318697777315132,0.16481202186611232,0.3750539044289044,-0.21024188256279208,-0.002589906211424816,restore_normal,-24.911304329081258
GLYAT,-0.009249428669473952,0.7970373494349898,0.5175728438228437,0.2794645056121461,-0.002584887010309348,restore_normal,-24.91388921609157
CBLB,-0.013085867182584582,0.7087026656148211,0.5112995337995339,0.19740313181528724,-0.002583191164361086,restore_normal,-24.91647240725593
AKR1C2,0.012790958126716193,0.6740377915098084,0.8759032634032633,-0.20186547189345494,-0.0025820527982189866,restore_normal,-24.91905446005415
NEK3,0.012988508594788685,0.16200490028697395,0.3607881701631701,-0.19878326987619616,-0.0025818982092871722,restore_normal,-24.921636358263434
PLP2,0.012431682664689147,0.525189166276863,0.7328117715617715,-0.2076226052849085,-0.0025810983429179943,restore_normal,-24.924217456606353
OTOGL,-0.00948310330710246,0.46298131832491113,0.19097610722610717,0.27200521109880393,-0.00257945351692017,restore_normal,-24.926796910123272
QRSL1,0.012933751079248441,0.35898616081033485,0.558419289044289,-0.1994331282339541,-0.0025794184375337965,restore_normal,-24.929376328560807
EFNB3,0.01142428862083835,0.3463640148956736,0.5719565850815852,-0.2255925701859116,-0.002577234632520587,restore_normal,-24.93195356319333
TESC,-0.011045449877110371,0.7316530922223733,0.4984367715617716,0.23321632066060172,-0.0025759791803807762,restore_normal,-24.93452954237371
DIRAS3,-0.008591489878011734,0.5138969912152348,0.21425699300699297,0.29963999820824183,-0.0025743540116535636,restore_normal,-24.937103896385363
ACP5,-0.00960981974744701,0.6674205844164879,0.3999898018648018,0.26743078255168606,-0.0025699616152404,restore_normal,-24.939673858000603
PSD2,0.01233185068317442,0.2641632529856106,0.4723688811188811,-0.20820562813327048,-0.002567560717536031,restore_normal,-24.94224141871814
TGM1,-0.012512185281495817,0.4078166962988812,0.20276223776223773,0.20505445853664345,-0.0025656793780072843,restore_normal,-24.94480709809615
CETN1,0.012123995838651898,0.27528630499309054,0.48632721445221444,-0.2110409094591239,-0.00255865910806773,restore_normal,-24.947365757204217
CAPN14,-0.010545033972611648,0.2642922360743756,0.021727855477855423,0.24256438059652016,-0.0025578496339358067,restore_normal,-24.94992360683815
SLC7A10,0.011492027300304651,0.2003878055855564,0.42273310023310023,-0.22234529464754382,-0.002555198196183855,restore_normal,-24.952478805034335
IGSF1,0.011971772390409138,0.22894819375507766,0.44227564102564093,-0.21332744727056327,-0.0025539076433501906,restore_normal,-24.955032712677685
ZNF267,0.010644294670203617,0.2167065747122499,0.45647290209790214,-0.23976632738565223,-0.0025521434406853938,restore_normal,-24.95758485611837
ABCA8,-0.006310732585903921,0.5454935663663484,0.14167249417249414,0.4038210721938542,-0.0025484067991684155,restore_normal,-24.960133262917537
SMC1A,0.012844759658688332,0.43263925089190997,0.6310285547785547,-0.19838930388664472,-0.0025482629272784345,restore_normal,-24.962681525844815
GRM7,0.01245698343033991,0.22195367098715413,0.4264539627039627,-0.20450029171680856,-0.002547456745415962,restore_normal,-24.96522898259023
GCNT3,-0.009106901875003732,0.7036974795312938,0.42438228438228437,0.27931519514900943,-0.002543696074419547,restore_normal,-24.967772678664648
NTRK1,-0.012157408230272015,0.31621033770020474,0.10731934731934728,0.20889099038085746,-0.002539573045685909,restore_normal,-24.970312251710332
BAALC,0.011480047739878199,0.5135614211046304,0.7341797785547786,-0.22061835745014813,-0.0025327092758212137,restore_normal,-24.972844960986155
PLAUR,0.011172143458807586,0.4318947883339345,0.6583100233100233,-0.2264152349760888,-0.002529543486412493,restore_normal,-24.97537450447257
ARL14,-0.011883210147091955,0.24571064329914122,0.03326340326340322,0.212447240035738,-0.002524555198514362,restore_normal,-24.977899059671085
SLC43A3,0.010882487028572597,0.3485470938129862,0.5805084498834499,-0.23196135607046364,-0.00252431644856693,restore_normal,-24.980423376119653
GNGT1,-0.012418096342412165,0.26101039250463753,0.058465909090909034,0.2025444834137285,-0.0025152169086557832,restore_normal,-24.982938593028308
PDGFRL,-0.01195583090875731,0.39090225008589946,0.1806060606060606,0.21029618947983886,-0.002514265682176941,restore_normal,-24.985452858710484
LY9,0.011681034486334911,0.36315215401758233,0.5781672494172495,-0.21501509539966718,-0.002511598744446103,restore_normal,-24.98796445745493
