gene,r_PC2,p_PC2
RBBP9,0.15007028704565872,0.17568744888552384
PRR30,0.15002392527417646,0.17582245903760327
CDYL,-0.15001255124318227,0.17585559295836525
CCDC39,0.14998221094191844,0.17594400025841117
RNASE11,0.1499817350574832,0.1759453871766314
PRKAG2,-0.14996252024973195,0.17600139352056027
BTBD18,0.14995314617725272,0.17602872132403932
ING2,0.14993429697074212,0.17608368094916757
NLRP12,-0.14990947384417824,0.17615607820108092
ZBTB43,-0.1498665411621048,0.17628134381331984
SQRDL,0.14985266595825308,0.17632184172476517
DDB1,-0.14982362927842674,0.17640661384663572
CRLF3,-0.14981873767521275,0.17642089773759698
PSG4,0.14973937174691254,0.1766527711238224
SOX8,-0.14969649343859429,0.17677813594230965
SOCS4,-0.14966731697007268,0.17686347739644748
FAM204A,-0.14964947196793124,0.17691568904593474
NPHP1,-0.14960064135923068,0.17705861728063296
TRIM7,0.14959698316873146,0.17706932828029304
MASTL,-0.1495791972063955,0.1771214114427889
ZNF335,-0.14954954505144102,0.1772082676274901
IL1A,-0.14952310453780027,0.17728574262511518
SPTB,0.14950645104424878,0.17733455277071855
HIC1,-0.14948251757319472,0.1774047171862675
SMC1A,0.14946463195312207,0.17745716470103473
DHX8,-0.1494394442431169,0.1775310439650161
ZNF358,0.14943493508356545,0.1775442723659607
RCN1,-0.1494098144512892,0.1776179812781884
GDF11,-0.14938258253927605,0.1776979103588388
FAM63A,0.14933498534773676,0.1778376771965996
ACRBP,0.14930141064243915,0.17793631598130125
FER,-0.1492944931084535,0.17795664389846858
DPH3P1,0.14927385925426542,0.17801728877371586
LRRC41,-0.14926336422871597,0.17804814045105616
BCAP29,-0.14924031336411803,0.17811591557995682
GABRG1,0.1492307816964775,0.17814394649928092
KANSL3,-0.14922463778647488,0.17816201634065032
ENHO,-0.1492036220115154,0.1782238359152009
STBD1,0.14920264473589964,0.1782267110303329
CSMD2,-0.14919246814779302,0.1782566522558826
SYN1,-0.14913860899696352,0.1784151760609639
CRYGB,0.1490500966140594,0.1786759183860736
INO80E,-0.14902740462788805,0.1787428098707873
ASPM,0.14898441253459394,0.17886959217726606
NFKB1,-0.1489805896272494,0.17888086898562558
ARSJ,-0.14897949995032067,0.1788840834086033
GHR,0.14890597299942251,0.17910107696166577
CCNI,-0.1487873168487674,0.1794516613307775
GABRR3,-0.14874460497432246,0.17957798134522293
ADORA3,0.14873164799646393,0.17961631431967623
NR4A2,-0.14865877007573627,0.17983203347689034
FURIN,-0.1485857472075074,0.1800483711287432
RALB,0.14856156568257436,0.1801200531572521
NDUFAF1,0.1485457220594017,0.18016703017194108
CDKL2,-0.14851508359374044,0.18025789986073693
CDH10,0.14849131151039868,0.18032842777216715
KCNC4,0.14844959134997374,0.18045225334202358
PPP6R2,-0.14841192393088992,0.1805641035908564
KRT18,-0.14832759430585338,0.1808146965322944
APOD,0.14832424765862817,0.18082464661604208
DIMT1,-0.1483148820051028,0.18085249422818062
DCAF7,0.1482876638592525,0.1809334417545595
CLVS1,0.14828084863484206,0.18095371455426282
EIF1B,-0.148278425762596,0.1809609221116891
B9D1,-0.1482597778189386,0.18101640299224142
MIA3,0.14824928118730768,0.1810476377501813
DPF2,-0.14824354676255744,0.1810647032987238
COX7C,0.1481867615313111,0.18123375842554176
PLXDC1,0.14816094642848482,0.18131065048751835
RNF185,0.14813683528081098,0.1813824886597816
KRT78,0.14812847828425812,0.18140739282429091
TK2,0.14809349354329276,0.18151167570464075
DUSP21,0.14803390171138192,0.18168940816054868
ATP8B2,-0.14802559744405716,0.1817141856683873
PHOSPHO1,0.14800313486330682,0.18178121977535583
CDC42BPB,-0.14799498139379197,0.18180555627444003
OCIAD1,-0.14794056343763642,0.18196804389581173
RAP2B,0.1479304273165971,0.1819983212100524
TDRD3,0.14792392092517428,0.18201775819622668
C15orf48,0.14790512466271805,0.18207391803887993
SCNN1B,-0.1478982423671696,0.18209448425105076
MDM1,-0.14786833115890385,0.18218388689956722
PHF20L1,-0.1478669716509987,0.18218795113879813
DUOX1,0.14785318764148075,0.1822291620637318
UBR3,0.14785237394332995,0.18223159504060046
MRRF,0.14775067681094,0.182535858035574
APOBEC3D,0.14773912631764366,0.18257043878823437
KIAA1147,0.14769415625347826,0.1827051190191829
CHRNA5,-0.14768726875381688,0.18272575267875463
RXFP1,0.14767375183920484,0.18276625175226024
WDR41,-0.14766963849182316,0.18277857736631367
LIPA,-0.14766450634582487,0.1827939566504978
COL13A1,-0.14764796120590473,0.1828435431782446
TNFRSF1B,-0.14764262245014312,0.18285954575694793
RC3H2,-0.14764101003029056,0.18286437908255576
HTR6,-0.14762321173962886,0.18291773670480024
HSPB9,-0.14760614258547308,0.1829689190804631
ZSCAN2,0.14757813296453348,0.18305292934587664
LSM6,0.14753205270946637,0.1831912005486243
LDB1,0.14753180444035735,0.1831919457255852
CCDC160,-0.14750654960030146,0.18326775936307876
SNAP23,0.14744906674099556,0.18344040479152288
CPZ,-0.14736756610745366,0.18368538841611842
WDR4,-0.14736192274223994,0.18370236066708928
COX20,-0.14735460747224977,0.18372436281772117
IL17A,-0.14727508181472845,0.18396367588345577
TPPP,0.14726413297706187,0.18399664147153327
VTCN1,-0.14726373834481926,0.1839978297402634
EFHD1,0.1472629133143567,0.18400031398991154
THAP10,-0.14725113347598118,0.18403578692569272
KBTBD12,-0.1472411765380814,0.18406577438864416
TPP2,0.1472307508257361,0.1840971774717748
HMG20A,-0.14717165590891934,0.18427524967921538
TPSG1,0.14707321583479818,0.1845721594274559
MIR101-1,0.14704280793090635,0.18466394434216324
CHST2,-0.14699320503895177,0.18481373961262232
BMP7,0.14697642473751318,0.18486443424282129
DCAF12L2,-0.14696987445989226,0.1848842258941782
COBLL1,-0.1469142094971828,0.18505247956858314
LSM4,0.14690334589821655,0.18508532899105146
CSNK1G3,-0.1468931300932159,0.1851162234718725
TRAF4,-0.14681021767732622,0.18536710443104534
TXNDC17,0.14675431299473865,0.18553640313740163
ASCL3,-0.1467057848924499,0.1856834539615465
CPB2,-0.14668172981907737,0.1857563774664045
ZNF568,0.14665841418902129,0.18582707916083305
FLJ34503,-0.14661826033356296,0.18594888640144497
UBE2Q2,-0.14658386776832044,0.18605326273612421
OSR1,0.14654922242010004,0.1861584491907336
OR5K1,-0.1465435380223665,0.1861757116617459
FAM179B,0.14654162705184878,0.1861815151886853
C20orf173,-0.14653106574628774,0.18621359173983418
LIN37,0.14652848409434932,0.18622143328253096
KDM4D,-0.14645863740362242,0.18643367741476594
RBM19,0.14645532991069657,0.1864437322885642
MPV17L2,-0.1463910337910646,0.18663927247190742
ZC3H14,-0.146379955198707,0.1866729801846516
OSTF1,-0.14637050001581947,0.18670175200412376
CNRIP1,-0.1463679882461787,0.18670939577932608
SNX24,0.14627697015895835,0.18698653357520043
EZH2,-0.14625675816877176,0.18704811679284847
NPAT,-0.1462324917199457,0.1871220728174046
KMT2A,-0.1461801852117365,0.18728155763242582
RAB9A,-0.14611096733511847,0.18749275732019963
CXCL1,-0.14609359730382981,0.18754578435973426
PML,-0.14608390066751914,0.18757539086876088
FRRS1L,0.1460741727352777,0.18760509633488182
C3orf67,0.14605137371945803,0.18767472935273405
MCOLN2,0.14604817840782547,0.18768449000604243
FAM222B,-0.14604337343102136,0.1876991683629333
CYP2E1,0.14603855395543525,0.18771389184629644
LOC100131496,-0.14600860019857412,0.1878054192400662
BOLL,0.14600104508382483,0.18782850992734604
JAKMIP3,-0.14599808927694824,0.1878375443155695
CXCL5,-0.14597642025076493,0.18790378504462946
DUSP16,-0.1459259701238268,0.1880580731678272
ZC3HAV1,-0.14587865448417794,0.18820285864846328
USP35,0.14586976003722069,0.188230084594401
IFRD2,0.1458538478706593,0.18827879892823562
CYTH4,-0.14582087180189307,0.1883797826353072
TBXA2R,0.14576697540667527,0.18854491575088062
TAS2R13,-0.14573744540469463,0.18863543711341535
FGF14-AS2,-0.14573693959112516,0.1886369879098955
NUDT13,0.1456729950856861,0.18883311255700502
NKX3-2,0.1455992821652214,0.18905938101390818
BLM,-0.14558475073959795,0.1891040096712202
DMRT3,0.14557995404942634,0.1891187428541758
RCBTB2,-0.1455640939027973,0.18916746369969645
CRY1,-0.1455207658184352,0.18930060969216744
GALNT16,-0.14551396965120778,0.18932150027271805
ACER3,0.1454688996961223,0.1894600819590269
HMBS,-0.14545828609589323,0.18949272746538437
RBM10,-0.14544978549865192,0.18951887669207154
CAV2,-0.14542835952416644,0.18958479807004477
GSDMB,-0.14541924463098374,0.18961284692373914
GBA,0.14529303498246987,0.19000153472358627
RRS1,-0.14527323364544412,0.19006256912598074
HAND2-AS1,0.14525947495535846,0.1901049863954613
TMEM42,-0.14521445220250911,0.19024383684570548
SMU1,0.14520657929424927,0.19026812447085062
CHMP6,-0.14520135698451686,0.19028423633565628
ERI3,0.14519692012587143,0.1902979257022467
PRKCA,0.14518764318117475,0.19032655084244368
SLFN11,-0.1451595403135529,0.19041328464645957
IFITM2,-0.14504464358495317,0.1907681872062045
PGAP3,-0.14498137410906536,0.19096382311678023
NUP107,-0.144869958799931,0.19130868322927458
KATNAL1,0.14485864997142794,0.19134371219299393
VAC14,0.14481436760881172,0.19148092086267893
NGLY1,0.14474370302341183,0.19170002180537138
TSPYL2,-0.1447436191568355,0.19170028194756214
COL4A4,-0.14473927464622502,0.1917137583499989
ASXL2,-0.1447266976971362,0.1917527751211102
GAPVD1,0.14470124785562935,0.19183174428384064
CXCL8,-0.14470064884720626,0.19183360324975623
GLIS1,0.1446692363582948,0.19193110715340042
CAPN13,0.14465933306064663,0.19196185425745993
E2F2,-0.14465605685265617,0.19197202679394162
BTAF1,-0.14454995361815984,0.19230168478059606
STRA13,0.14453224674185106,0.19235673899067166
GCC1,-0.1445272662881495,0.1923722262632302
CHML,0.1445076575912021,0.1924332104212753
GLTSCR1,-0.14450758943503822,0.1924334224151219
JAZF1,-0.1444977133536236,0.19246414289222824
FAM64A,-0.14446584864019923,0.19256328519047844
DONSON,-0.14446238487972718,0.1925740643832798
WNT2,-0.14445050401684417,0.19261104083289265
TNFRSF18,0.14444906319139267,0.1926155254184279
CCDC84,-0.14442515623374572,0.192689947086498
C11orf74,-0.1444223637062176,0.19269864149640478
AMPD3,-0.14441732809899574,0.19271432034996125
MLNR,-0.1443745397014631,0.19284758331614682
MYH16,-0.1443722785591083,0.19285462741292883
RABGAP1,-0.1442869529844638,0.1931205762797318
ACYP2,-0.1442729816555718,0.19316414829715417
SLIT3,-0.14418045414871838,0.19345289029987447
TIGD3,0.14412919943662947,0.1936129699399965
PPP1R27,0.14408847318822265,0.19374023493250142
VPS4A,0.14407273830990014,0.1937894208144434
B4GALNT2,-0.14406033063401086,0.19382821249046453
MEA1,-0.14405380568117349,0.19384861451477756
ABCG4,-0.14403854212158096,0.1938963461919128
KIFC2,0.14403753929274232,0.19389948250007147
LRRC75A,0.14400189569021424,0.19401098021557686
MPC1,0.1439705502675469,0.19410907083919418
NACC2,0.14392999671331516,0.1942360298756806
WASF2,-0.1439299348805894,0.19423622349803465
BANK1,-0.14391629326231534,0.1942789441180144
STAC,0.14391553972601523,0.19428130411867184
TAS2R14,0.1439111359931437,0.1942950965844192
FAM49B,-0.14388667749549827,0.19437171329149852
WWP1,-0.14387255519337283,0.19441596157705926
CLNK,0.143866418074653,0.1944351927836751
ADAM3A,-0.14385543410563276,0.19446961544593366
SDHAF1,0.14385403128319113,0.1944740120673971
EXOSC5,-0.14383854613099417,0.19452254923219497
CCDC105,0.14382289981546356,0.1945716004111198
TMEM17,-0.14381802373384464,0.194586888740682
ODF3L1,0.1438023910242647,0.19463590893125182
CLK3,0.14379360023309815,0.1946634785157709
FMNL2,-0.143781601808021,0.19470111238451135
FLNC,0.14377865772037793,0.19471034751403496
DCST1,0.14376669226023403,0.19474788448380612
CASP3,-0.1436680209604882,0.1950576258704866
IMP4,0.14363628455925082,0.19515732566707514
EIF2AK2,-0.14361538670476112,0.19522299622732628
CYP2C9,0.1435804487531142,0.19533282266953583
NLGN1,0.14352384734979276,0.19551084188422727
PPA1,0.14348917349562745,0.19561995356930803
CCDC149,-0.14346874103733104,0.19568427093741916
PHC2,-0.1434586641362735,0.1957159966441414
FBXO38,0.14344488736510447,0.19575937685836545
TMEM60,-0.14344424813002735,0.1957613898458088
TTTY8,0.14341685582809943,0.1958476637440883
SNX14,0.1434078057908026,0.1958761734543795
CKMT2,-0.14340740004621805,0.19587745171355275
RPLP1,-0.1433453858802507,0.19607289189758148
EFCAB2,-0.14331093948198,0.19618151168797263
ZNF610,-0.1432619074122649,0.19633619907157682
MEPCE,-0.14320100687813495,0.1965284513949517
PILRA,0.14318179962427385,0.19658911339060875
PROSC,0.1431781373135262,0.19660068154186777
PHF5A,-0.14317524794763656,0.1966098085352872
KPTN,-0.14314710689502586,0.19669871704703346
PUM2,0.14312802880196385,0.1967590085826907
PSMD7,-0.1431099644387052,0.1968161087189168
CXCL10,0.14309176420161712,0.19687365038372742
TCEANC2,0.1430543684422378,0.19699191832953175
ISCA1,0.14305341805154925,0.19699492470309587
TEPP,0.14304091052193224,0.1970344928787281
SH3GL1,0.14295504159871503,0.19730629755049023
SESTD1,0.1429547156558033,0.1973073297847216
MEGF6,-0.14293502874855396,0.1973696837838042
ARHGEF9,0.14289181119526131,0.1975066156245568
GSTA4,-0.1428505208302235,0.19763750501990732
BRCA1,0.14284841374633306,0.1976441860916452
DDX28,0.1428341929006436,0.19768928131857047
GHRHR,0.14276666650009875,0.1979035127608039
RUFY3,0.14276601969855315,0.19790556558195818
STX11,-0.1427560187898589,0.19793730844878865
CENPH,-0.14272457770015962,0.19803712622055666
CDH16,-0.1427135697877462,0.19807208218932032
CAPNS1,-0.14270386867181872,0.19810289205646622
PIN1P1,-0.14266264479011986,0.19823385374502508
BIRC5,-0.14263721217427378,0.19831468008948636
BCAP31,-0.1425948134529695,0.19844947828652493
FAM171B,-0.14256479261265362,0.19854496325278095
PYY,0.14254667844962288,0.19860259351455317
RAD51D,0.14253480444898742,0.19864037719336136
PEMT,0.14251553414603854,0.19870170726125302
ZNF366,-0.1425070840055942,0.19872860513850882
HTR3A,0.1424856716968101,0.19879677495003126
IL21R,0.1424686109076012,0.19885110294803943
ACSS1,-0.14246188451133304,0.19887252526173535
CPXCR1,0.14238247066777984,0.19912556865100436
FAM110A,0.14236750322688843,0.19917328658722197
BYSL,-0.14236131087651316,0.1991930309157982
C15orf57,-0.1422677038356731,0.19949166824958262
ODF4,0.14219385948705526,0.199727482461524
BRWD1,0.1421716245702634,0.19979852646704507
TPGS1,0.1421452214598956,0.19988291201828073
APOBEC3C,0.14214494347452128,0.1998838006081392
ADSL,0.1421351757239943,0.19991502535779315
WDFY2,-0.142101708487393,0.20002203720205064
GIPC3,-0.14203899479895638,0.2002226754011243
KIF5B,-0.14199912587786856,0.2003503019045122
RARA,0.14198211911593941,0.2004047608743487
UBE2D3,-0.14195481188426895,0.20049222613943843
UQCRQ,0.14193916851222482,0.20054234429289045
AEBP1,-0.14186877190426528,0.20076799162892003
NCAPH2,-0.14186704908348996,0.20077351618922504
POGLUT1,-0.14185485557245855,0.200812620168753
SYT3,0.14184513364212803,0.20084380182013895
SPI1,-0.14181757712496088,0.20093220410781396
CLHC1,-0.1417760066922745,0.2010656162458448
ZSCAN25,-0.1417677570661494,0.2010920993400666
ZFP37,-0.14176551643424476,0.20109929268705776
PLK3,-0.14176292363980622,0.20110761685007494
AFF2,0.14169309633116375,0.20133189011486297
PPWD1,-0.1416930091939375,0.20133217009638793
COL21A1,-0.14167562462831956,0.20138803419854331
COG7,0.14166328333575437,0.20142769882360778
FAM169A,-0.14164422963958878,0.20148894793584893
SHROOM2,-0.141642915142127,0.20149317394877383
RPRD2,0.1416365865841076,0.20151352068647982
TRAK2,0.14163579963264344,0.20151605089090605
RASL10B,-0.1416351828617896,0.20151803394694087
TTC30A,-0.14163213986586284,0.20152781806284895
FATE1,0.141600915533662,0.20162823300328644
DCP1B,0.14154679756125427,0.20180235684218953
DYRK1B,0.1415030161806552,0.20194330154250323
PAXBP1,-0.14147807883421296,0.20202361341652778
C3orf22,0.1414249495317865,0.20219479497059223
HIST1H4F,0.1414133919707046,0.20223204693657335
NEK4,-0.14140575222095017,0.20225667383134655
CLEC7A,-0.14137272173021972,0.20236317299887713
TAPBPL,-0.14135562206971075,0.20241832264537743
SRP19,0.1413452211456632,0.20245187285333677
NEURL2,0.14133819693799343,0.20247453305378071
MRPL3,0.14133697199391354,0.20247848492766143
CCNDBP1,-0.14131778874515505,0.20254038048247008
PNP,0.14131763971123387,0.20254086139960636
CEBPD,-0.1412994402481738,0.2025995953329638
TARBP2,0.14127392498794084,0.20268195956101637
RING1,-0.14122574927081968,0.2028375378673604
CEP76,-0.1412243830897585,0.2028419510468092
COPG1,0.14121243814103057,0.2028805397798914
RAB9BP1,0.14118919276211808,0.20295565013927142
PNPLA6,-0.14115184167178246,0.20307638042927237
KCTD17,-0.1410771719246846,0.20331789002274728
PAX7,-0.14104975401768385,0.20340662117182334
KIF2C,-0.14102837440790836,0.20347583008859702
BCL2L14,0.1410238296042916,0.2034905444491205
PRPF3,-0.1410129728925861,0.20352569746509638
BTF3L4,-0.1409884498771016,0.203605116659491
FBXO16,-0.1409315714871359,0.2037894058067104
TMEM132B,-0.1408991951808366,0.20389436003305053
NANOS2,0.1408911760016051,0.20392036175871844
SPRY2,-0.1408612798928388,0.20401731903531453
CDC42,-0.1408584691726798,0.20402643628794173
CNTN1,0.14081306991564715,0.20417374009442366
VPS13C,-0.14080353124183362,0.2042046992154293
TCF15,-0.14076264799758254,0.20433742956054607
RDH8,0.14074874295858533,0.20438258728634684
CCDC57,0.14072645026710412,0.20445499944946918
LTV1,-0.14063161575174352,0.2047632500161155
MADD,-0.14063023491463994,0.2047677407439766
NTRK3,0.14059919472824128,0.20486870749903202
UNC79,0.14059339395290593,0.20488758005738852
ITGB7,-0.14057385592035637,0.2049511552821286
SPO11,-0.1405571555841608,0.2050055080218305
WDR60,-0.14052537045914332,0.20510898396933866
AZU1,-0.1404819105805581,0.2052505271783814
SLC43A2,0.14047479657097522,0.20527370322278257
PRSS54,0.14042206677257166,0.20544554473398793
GRIK5,-0.14040793178507094,0.20549162677653574
ETNK1,-0.14040737123038693,0.20549345441540828
PSD2,0.14038136442451143,0.2055782600468594
ACTRT2,0.14024166529949483,0.20603423224688813
IL33,0.14023715408030038,0.20604896868697029
PTCD3,0.14023080229448057,0.20606971883293568
DCT,-0.14022242918487565,0.20609707455733106
GPR84,-0.14014137233990703,0.2063620285995042
LIF,0.1401246351788206,0.2064167683089206
TLR1,-0.13999623188530996,0.2068370618038897
HSP90AB1,-0.13999370390058144,0.20684534259332224
HTR3C,-0.13990837165273534,0.20712499957870273
IRAK1BP1,-0.1399013448751324,0.20714804023341654
ADK,-0.13988774139839893,0.20719265093209396
SPEN,-0.13988145959192166,0.20721325354638728
H2AFB1,0.1398644925366826,0.20726890815764337
METTL22,0.13985483926501166,0.20730057715795913
MREG,-0.13982904987048866,0.20738520001784005
DHX36,-0.13982673342843227,0.20739280217351194
RNF144A,-0.13980685636134907,0.2074580433698122
STAM,-0.13976399565282943,0.20759877198655224
TESK2,-0.13974596055242505,0.20765800864551878
FDPSP2,-0.13973469414684336,0.20769501949189312
RALY,-0.13972153136508322,0.20773826599946632
CRK,-0.13968896674893724,0.2078452850529087
SNAI3,0.1396491811295392,0.20797608816834312
PIGU,-0.13957668402486606,0.2082145873816729
RSPRY1,0.139566919665391,0.20824672479709808
PBDC1,-0.13954242616810403,0.20832735572087066
SLC9A9,0.13953942090787924,0.20833725036217166
KHNYN,0.1395363538357514,0.20834734886020018
RCN3,0.139479692814857,0.20853397092432205
SLC17A4,0.13947722529641182,0.2085421007886576
ABCB7,0.1394756974794039,0.2085471346816621
GHITM,0.13945332103060576,0.20862087111578684
SRI,-0.13942169044335923,0.20872513405948803
HOXB8,-0.13927568006935426,0.2092069039512648
RPS7,-0.13918017663209603,0.20952245050061885
SLC25A18,0.13917341419663198,0.20954480662886882
DAZAP2,-0.13917191759235578,0.20954975452470834
PGAM2,-0.13916238371563489,0.20958127624805156
TTLL2,-0.13915435821894007,0.2096078134474934
ZNF683,0.13914663423955317,0.20963335590108234
TFPT,-0.1391170042725602,0.20973135985470118
SDK1,-0.13908611462891027,0.2098335649639645
FAM217B,0.13906644230485676,0.20989867357036512
CD37,0.13906087759118957,0.20991709345676937
C19orf52,-0.13905723084892438,0.20992916524485825
MSL2,-0.1390182894071624,0.21005810360722746
TNFSF4,-0.139014361917018,0.21007111097685593
CCDC112,-0.13898765149234013,0.2101595878307739
KCTD20,0.13882148745741935,0.2107105918052232
LGR5,0.1388137000463674,0.21073644018341198
SEC22B,0.13879952661907446,0.21078349113404907
CTSC,0.13876210527139382,0.2109077530956113
ORC6,-0.1386873887180112,0.21115601367826392
ADAMTS2,0.13868699878102608,0.21115730986503037
NSUN2,-0.138670409936829,0.21121245795406496
GLT8D2,-0.13864729340842502,0.21128932377264772
PRKAB2,-0.13863969511467683,0.2113145935380354
TMCO5A,0.1386222380762141,0.21137265880881156
TMEM67,-0.13861804527519747,0.21138660650992364
RNF207,-0.13859873524529184,0.2114508513583122
SPATA19,0.13859189259147275,0.21147362032549094
MSH5,0.13854599482971042,0.2116263903355747
CHAMP1,-0.13853704049128254,0.21165620384017972
DNAJC25,0.13850433770434906,0.21176511320494354
SH2B2,0.1384918366093552,0.2118067558228036
ABR,0.13848696666242954,0.21182297976064288
CXXC4,0.13847769912597793,0.21185385644024132
TLR3,-0.13847758568065344,0.21185423442615126
THUMPD2,-0.13845066009421023,0.21194396070674354
CPSF7,0.13840129165928705,0.21210854507779742
ISY1,-0.13836207101880496,0.21223936333392315
ZNF681,-0.13834474093862353,0.21229718506593165
ZNF669,-0.13829833336823547,0.21245207869908417
RBM4,-0.1382756491300217,0.2125278205743956
IPMK,0.13823505006590975,0.2126634272005074
GNG5,-0.13818990915096818,0.21281427623216573
PEX5,0.13818465137649222,0.21283185125636567
ZFPM2,0.13818389588817723,0.21283437669175256
PFN1,-0.138181805653734,0.21284136400778939
ZNF99,0.13814040349819603,0.21297979822104
ANKRD18A,-0.13812727214587162,0.2130237181560548
SIRT1,0.13812110493990062,0.2130443475897571
CLCA2,-0.1381161770185978,0.21306083260743539
TMEFF2,-0.13809188977133588,0.21314209217600513
B3GALT5,-0.13799198848677044,0.21347656987425412
ZC3H10,-0.13797688567997723,0.21352716763761592
LBH,0.13797375489127425,0.21353765753904647
NUP160,-0.13790620397108325,0.21376407996729083
KCNQ5,0.13788805392467562,0.2138249456651966
TPRKB,0.1378659440766244,0.2138991070278302
DRAP1,-0.1378036867363091,0.21410802985352131
MMAB,-0.13779320504691847,0.2141432184471272
RECK,-0.13777634075020945,0.21419984299519854
PITPNB,0.13772272487330395,0.21437993719300896
PLAT,-0.13771059445541137,0.21442069777862696
KERA,-0.137698267016217,0.21446212601228135
DCST2,-0.13769152157654005,0.21448479748514532
ZHX2,-0.13767250432738115,0.21454872373036196
LINC00856,-0.13764465165588324,0.2146423744647878
CDIPT,-0.13763949592186844,0.21465971307500153
GTPBP4,-0.13757551244423782,0.21487497043313425
SCGN,0.13754481009425218,0.21497831545699678
CRB2,0.13752231514428498,0.2150540564380602
MED24,0.1374909206145014,0.21515979404065205
ARPIN,-0.1374626758552797,0.21525495454390484
CDC42EP4,-0.13745326429315083,0.21528667000851692
C12orf40,0.13745042111141761,0.21529625172767805
ASB6,-0.13742533562074466,0.21538080463333426
S1PR2,0.13734741799850383,0.2156435826973477
ACCS,0.1372996692821067,0.21580472772686932
LRRC71,0.13726785205308328,0.2159121535218935
DGKH,-0.1372262582375532,0.21605264538362806
OR6B1,0.13721596280467263,0.21608743034450112
COL4A5,-0.1372101994129096,0.2161069047216023
PITX2,0.13717129639422151,0.2162383896223065
CORO1C,0.13716694665833618,0.21625309442511667
KCNAB3,-0.1371065032027304,0.2164575038771397
BIRC3,-0.13707059174685549,0.21657901490076825
VKORC1L1,-0.1370242731136144,0.21673581107353312
PLCD1,0.137006089681286,0.21679738688068126
CLSTN1,-0.13699933706867432,0.2168202568621877
SUMO1,0.13698938616864456,0.216853962018681
NUBP1,-0.13698132526391676,0.21688126819627077
RNF145,-0.13694373845074895,0.21700862493791645
DNAH11,0.136858452526354,0.2172977980736284
AGTR1,0.13677575031069844,0.21757847043800155
CFH,0.13676526534437988,0.21761407227364735
PRDX4,-0.1367589843343246,0.21763540149128047
CBLN1,-0.13672749629119488,0.21774235164221084
B3GNT6,-0.1367243424394315,0.21775306584375553
CCNB2,-0.1367221844367363,0.21776039718126877
SPAG11A,0.13672200784980987,0.2177609971040565
HIST1H4D,-0.13668341790913335,0.21789212756009932
RPL26L1,-0.13663017899775792,0.21807312733600723
MPP4,-0.13661575816044388,0.2181221730384167
FUT10,-0.1365689775385897,0.21828132889464563
GVINP1,-0.13653706511595476,0.21838994751381652
OMD,0.13647529214317733,0.21860030917712714
PHOX2B,-0.13647497855839466,0.21860137742294927
HGS,-0.13639491756104807,0.2188742305511834
PPP1R15A,-0.13635447396949818,0.21901215618155198
PICK1,-0.13630119871375382,0.21919393537502085
HOGA1,0.13621097541341942,0.21950202650650114
MBNL3,-0.1361960022730507,0.2195531857210805
WASF1,0.1361575827821375,0.21968449326474937
EDC3,-0.13611961945763612,0.21981429607304193
PRRC2B,-0.13610091587219644,0.21987826654331186
ZDHHC8,-0.13609604846006407,0.2198949163374554
SCPEP1,-0.13605473926267642,0.2200362570708607
ABCD1,0.1360467639001004,0.22006355239298941
CAPRIN2,-0.1359923210648401,0.22024994424844896
YIF1A,0.1359520727557663,0.22038781079885367
RBM45,-0.13593469391092533,0.22044735906353763
SLC39A12,-0.1359170007627025,0.2205079959152386
ATCAY,0.1358963978220091,0.2205786198178383
OR10A3,0.13587291103891613,0.22065914853019153
FAM127A,-0.13586679132137575,0.22068013449322707
FLCN,0.13576256529231712,0.22103776594075364
PBOV1,0.13559787369116164,0.22160370407052882
COG5,-0.13556501471531923,0.2217167408469694
ENTPD2,0.13546409224134356,0.22206417342271845
CSDE1,0.13541798851020606,0.22222301595610625
CYCS,-0.13541631835248163,0.2222287716975946
MRFAP1L1,-0.13540003335885797,0.22228489896187345
HSD17B1,-0.1353756031560973,0.22236911788593758
JAKMIP2,0.13524275273034936,0.22282748935342322
RRP7A,-0.13519788636108238,0.2229824407891966
LETMD1,0.13514123775157688,0.2231781916822507
ARHGEF10,-0.13513683884703856,0.22319339726982543
VWC2,-0.13511999086936743,0.2232516419973553
KIRREL2,0.13508178416264258,0.22338376499732635
TSR2,-0.13504399961515032,0.22351448209987973
ACVR2A,0.13503662709281275,0.22353999388482054
TSFM,0.1350127302997692,0.2236227001004647
ABHD15,0.1349930018881978,0.22369099583232904
TADA1,0.1349743768262473,0.22375548542528223
LMO4,-0.13496775127737973,0.22377842964662062
VWA5B2,0.13494189351069824,0.22386799067605845
SCML1,-0.13492570062662457,0.22392408919818943
SNX13,-0.13492224411457515,0.22393606519339612
NMI,-0.1349163006933028,0.22395665879053125
RHOA,-0.13491393096105436,0.22396487014072214
MAGEA1,0.13490803717376892,0.2239852935966429
CNFN,-0.13489578243127112,0.22402776354610418
CPO,-0.1348926644707139,0.22403857002985414
GPR101,0.1347796402732328,0.22443054551628602
TP53I11,-0.13477639376818185,0.22444181171510666
TMPRSS15,0.13473864662278778,0.2245728330346886
POU2F3,-0.13473325533831695,0.22459155069933787
TRIM27,-0.1347100349933927,0.22467218047128468
JAKMIP1,-0.13466876396294977,0.22481553910730268
KATNAL2,0.13463642457740052,0.22492791767945547
GPIHBP1,-0.13462445196815684,0.2249695321900861
ZFPL1,0.13457676898303095,0.22513532272190062
C9orf43,-0.13454662329149386,0.22524018143792718
