,PC1,PC2,PC3,PC4,PC5
ORAI3,0.015998744301100085,0.008587933650640507,0.0019354094664463968,-0.012093258430983703,-0.00010875991971410145
ADRA2A,-0.015974309917381926,-0.002193138331451297,0.003493730588910516,0.006236397087254484,0.019393664329639584
TPBG,0.009798036194182218,-0.019730520069228034,0.041930314366367856,-0.03560183212503847,0.005456345828068415
DQX1,0.015218983662863866,0.0027646312366011957,-0.008950968587734389,-0.0028243473761795103,0.013862590833595943
ZNF624,-0.015299880312236072,-0.006173976588410519,0.008522644727769122,0.013109688028518172,0.020301304202936892
IRF1,-0.015484962465042322,-0.012340786588183014,0.014535760982465961,-0.007946844596590672,0.00031698388035876116
ERCC8,0.015741696688444048,0.0020621925432897452,-0.005632881826243625,0.009344850228147709,-0.001806685943797493
HYALP1,-0.01513699530095106,-0.009109881395898849,-0.008218044007465355,0.00018941563609358402,0.018451103905999067
SEL1L3,-0.015796224545374875,0.0033631133538303396,0.0022834501905445504,-0.0031571173168179227,0.003349221568994781
PC,-0.012778363022349757,0.03148924801043517,-0.007962618635079678,0.0011577947322549314,-0.006244877115023465
PYY,0.014562634095860713,0.007920426087044118,0.00032085127739280294,0.0018160571636546483,-0.00048173788654531544
NT5DC2,-0.013972878255019791,-0.008582641633813374,-0.013898415663005922,-0.0014485997449553176,-0.014087429565221753
USP54,0.01576073244064462,-0.004458356908114822,-0.0011110288659592852,0.00887973641726942,0.014553858005795832
HNF4A,0.011603298601284201,0.033557431068155744,0.008362236435288663,-0.003497012485486266,0.0060677384875190594
TMEM154,-0.009489894623588794,-0.03747669851769323,0.017755985308771805,0.010410015626973017,-0.0028009416751360603
CLDN17,0.015968151710272684,0.005459346976636608,-0.0022020906168258862,-0.004098388742251805,-0.002443261361459706
ADCYAP1R1,0.016227254609724146,-0.0010282885532655252,0.0034329449938956084,0.0013107171542987336,-0.0021642005520912987
HUWE1,0.0163809262015581,0.000636784537418986,0.005125851657967115,0.0030424042018737173,0.004678345225374708
LRCH4,0.016029298288320108,-0.002119617932998521,-0.002219023137008359,0.0006061483300809808,0.011713293210855133
NEIL2,-0.016081508453690392,0.0006330581562521907,0.016104926552183717,-0.0023359720889270874,-0.007839915250237754
TYRO3,0.012541611892203961,0.03148432752191818,0.005672518859256389,0.004658114400136006,-0.0024472255839944968
APCS,-0.005066776530628045,-0.017282996000672388,0.05750168218764365,0.026486178906656815,0.006274288835638976
KIF2C,0.01460954814315266,-0.007836063441271815,-0.007012328275933899,-0.00816176650929458,-0.00021797289807015666
ERRFI1,-0.014073588348781075,0.004257914169754232,0.005855034900747503,-0.003924133897279979,-0.013330991533873713
TEX11,0.01385845572863908,0.009963206053828248,-0.01342282610404509,-0.006552819949538085,-0.0107310855081663
SCFD2,0.01551707591796914,0.0009105102773292266,0.006332059225608826,-0.011992373372129553,-0.020140777412606246
LRP5L,-0.015187556323998666,-0.009532428177430946,-0.008648807955759518,-0.010104798528062871,0.012982393473206587
C2orf83,0.015570874916717674,0.0018016076214370043,-0.013654900468758011,-0.0035225030033259616,0.007449774931543793
LINC00896,0.015002602212631326,0.005588807548957545,-0.0009334563753062792,-0.0008692089988047128,0.01257114007634717
MRGPRF,-0.01408632068250037,0.011910173342260327,0.007742464838764723,0.00439107011014695,0.01614314911387599
SLC34A2,-0.013551919880393289,-0.004854616119396844,0.025644122301581435,0.01825408619997257,-0.010401020060485794
NDN,-0.01613536775186271,-0.005286373954796751,-0.0003761824876569193,0.0055045141271950135,0.006165687536534508
TSPAN11,0.015339695426081794,0.009224105261862677,0.006620902287159599,-0.0023232280092618314,0.004039307929808501
GABRB1,-0.0130813904208932,0.009871495962875952,-0.03914728172007326,-0.024378575544441592,-0.007096434169414885
FGD3,-0.013268531119894782,-0.016288518684190175,-0.001820859773880611,-0.036962678167216635,-0.011835084627520285
PITPNM2,0.014342777647801813,-0.003675884694316598,0.0025973942222960924,0.0022595539230779132,-0.005137712512637879
KCNB1,0.014460752615589089,0.005608166890656416,-0.002067303817462314,0.0023026636442553005,0.010278198421517898
OLIG1,0.009252572789843483,-0.004009787138488851,-0.034088265533930635,-0.036976189859040616,-0.018631127649658016
IL1RN,0.014442208159610044,0.0017160823376647658,0.005608621657736691,0.004312455204769068,0.0005290806925903889
SLC17A7,0.014927561435592427,0.009817099686105278,-0.01259402206141324,-0.0020255290940194366,0.029753023539548402
RGP1,0.014739353993248194,-0.0012086697922036385,0.00038411844467902903,-0.003627000001759046,-0.013711533804719914
LHX3,0.014061223549592437,0.007138397646032634,-0.013450029090001219,-0.010787097739942986,0.004157292373464803
MAF,-0.007941273012985792,0.03891390248771408,0.0026366940573100783,-0.0061632014255796844,-0.024619922279236532
TMPRSS5,0.015254767861648118,-0.0016853946112583933,-0.0035332594494057535,-0.004901026697237439,-0.0073425678683884
AOX1,-0.008078380749099303,0.04267383084309699,-0.029360424069957054,-0.014698029425359527,0.0059016596556915706
PLEKHA6,-0.01415900506901099,0.00896423129767756,-0.013674423429296275,0.016637681218946283,-0.0038556876218921025
RPL37,0.01628768484052684,-0.005498319497519193,-0.0060681444447789655,-0.0030865764654562635,0.00013437876003133642
LRRC71,0.013724883731288431,0.007627114767868693,0.0027269221903245726,0.0070748857531194136,0.027035008972700714
TMEM17,-0.013821387911983509,-0.00799106678147696,-0.03501030671287378,0.025893216554120666,-0.03523440499798311
DYNC2H1,-0.01613574763210411,-0.002088577133291678,-0.00631110419915217,0.013085551220442037,-0.005406722444684456
SLC12A8,-0.015088711290441616,-0.01661341297212377,0.00619201505745943,-0.009526158129779147,0.0007553352049340643
LBP,0.006526450519960793,0.037565984644738974,-0.015451270658074008,-0.01833799982140118,-0.029842948865546382
TXK,-0.009098152981213815,-0.03789321274592117,0.0186676236915782,-0.0016160299070339436,-0.009414959020159529
STK32B,-0.012622232781033919,0.005599866315743731,-0.025127230223868133,-0.038565741275166314,0.005197189463445047
FBXW2,0.01608014457217666,-0.002334397191506417,-0.0019100724790236205,0.0037054726963337476,-0.019429865396802463
RAB3B,0.011691326884195882,-0.001071476395378315,-0.01762610186713384,0.043359249585999536,-0.004374849040181096
ATG2B,0.015534691853201938,0.0027425513006844745,0.007374673708856861,0.0027332492632538767,-0.003650226279922352
DTX4,0.014819858921169504,0.0002157669757460075,0.010000324899333266,-0.0008666334678123328,-0.010845608206030479
HSD17B14,0.0014977518476000787,0.052989041586951655,-0.010497393804136173,-0.009310411598778972,0.005630284070366339
CTAG2,0.0138223799976842,0.003068261505375008,0.010110387927876927,0.007374879394316989,0.01123253381282149
EMC10,0.016311096799730758,0.0002659144179447242,-0.005513451137339619,-0.005089054470615872,0.0032604845418516084
LINC00599,0.0135651874971735,0.02314196731492085,-0.00952379936577909,-0.0015198886680160408,0.02226894546738499
CAPN14,-0.010545033972611648,-0.03405326888144532,-0.00953291442139598,-0.0005173937160952358,-0.0011478010884100058
SEMA7A,0.013799973560177583,-0.00933737551736302,-0.001494507506464181,-0.0016103880665805886,0.0020768580169912097
DDX19B,-0.01637364692630776,0.0035321693143739487,0.002338481619165091,0.0026855029869417126,0.0014910747133776042
CTNNA2,0.007906312499558503,0.0010707677784603368,0.013992576898745173,-0.027123092490123818,0.010070481995101344
NLRP8,0.014795515503719714,0.003350839041495761,0.010773171387032966,0.004491169426396708,-0.0006222985336129138
TIFAB,0.014370156062523246,0.001721737328869381,-0.009345865603691477,0.0026650748102086926,0.019651728740831955
GRP,0.0004396054365795315,-0.03905117176957986,0.029133150592111533,0.02020235409538572,-0.0004235826649538281
TGM5,0.014355797204050306,0.010547037490952501,-0.0017440162856798957,-0.004774555589966628,0.014043148499676267
FOXP3,0.013992089809360423,-0.003671243793518822,0.006174442720651916,0.004539830061812083,0.004277243629562595
BDKRB2,0.01410919317848788,-0.01198694397682354,-0.008797018620852352,0.01375078219839179,0.0013951321524153662
KIR2DL4,0.015354200812522182,0.0024279416873894885,-0.006453408829646527,0.000575452062149491,0.007698719283828566
RAB11FIP2,-0.01542185233388758,-0.004950217445598209,-0.003689453204840398,0.025845926248900895,-0.006854115486787084
GDPD5,0.012204895625332382,-0.026269695097987288,-0.0034852863816177606,-0.013368185580786184,0.009255724682663186
TEP1,0.01211787977858087,0.006173614136007131,-0.008511512779940873,0.016982312894041417,-0.01628618643861892
SHISA2,-0.002647110236934382,-0.0019168093589384389,0.04169014728485945,0.028246757145873276,-0.0422606575314946
FAM189A2,0.015441934464983044,-0.005566563276760095,0.005351908603765313,-0.022523797152106853,2.3987916950453778e-05
FOXD1,0.0023008343043850305,-0.008727368430450343,-0.04178706685941141,0.0735501648805965,-0.010764271833577744
DLK1,0.0075901257161349696,0.03794791169645096,0.005824729016984498,-0.0029576536413864827,-0.019597553603696877
RNF183,-0.009768411246013452,0.03617935514111158,0.036222938269521075,0.011697353531147469,-0.013081762680483904
RBM19,0.013988450306156284,0.008137605367081786,0.002114001791077458,0.002939675193513711,-0.0034360822559393357
SPRR3,0.014246149201683942,-3.731689383726489e-06,0.012747011143611507,0.008800902907985802,-0.009684845465457115
IPO7,0.015501542903431018,-0.0022188399264552513,0.002735239865502101,-4.631083806815487e-05,-0.03488019024432662
LIME1,-0.013017002235876401,0.028641039912049845,-0.010870315756487675,-0.02316444923929206,-0.0005805761708698526
B3GALNT1,-0.014917600537021467,0.0006460790458367356,-0.008919097104088704,0.010667716759040475,-0.003998870727419434
RPAP1,0.015339340245917396,-0.010314755287788163,0.001965202712792602,0.00441389347174148,-0.010693244409693185
PTPN9,0.01634227232762349,0.0014850689457653627,-0.002526113845386907,-0.00337259178280186,-0.0011090905970343066
ALDH1A2,-0.007026713939374903,-0.0020679870651310996,0.01028587015151893,-0.05389831071141757,0.005681211813367782
AP5Z1,0.014993793337625023,0.004733944659339712,0.0018552983854696478,-0.010897837950780873,-0.0054384892394296076
PLA2G4C,-0.014596924442564926,0.00869539810586773,0.01266532738274121,-0.005556047189816972,-0.01799752602882814
CETP,-0.01487542794399434,0.018404930385087885,-0.016681585375107354,-0.015376759149949197,-0.0044613234327869865
HSD17B11,-0.011256283448185966,0.009840302422120068,-0.013656495217293708,0.054901755414598505,-0.019795875857214425
FRMD6,-0.015084620177907309,-0.01245741871173433,0.021614546410605565,-0.003922508691485332,0.00391186372394747
USF1,-0.015870855386823028,-0.0007771017949504036,-0.002096498428302788,-0.006054924576279357,-0.0027349901441902323
HAPLN3,0.014752367704338621,-0.00577177103311955,0.0029280795298814535,0.003022156193719378,0.004313815378439515
THAP10,-0.015425757356620046,-0.008181823186726516,0.00038395318121736124,-0.005407567119877682,-0.010638803912958853
VDR,0.008707350276312111,0.025499128542456357,0.045858689229410485,-0.0361156947996797,-0.0038238793406615845
ATP2A1,0.015541793664713253,0.005321579442152365,-0.007337750811493372,0.001295525497053155,0.011233952094195053
SPHK2,-0.016304366867575686,0.004888411405124221,-0.004635687511155067,-0.0005223740359125211,0.0010392584181900329
MAP4,0.015409076704606579,0.002201479174835807,-0.0006425886840663221,-0.0013203878688337943,0.0023188042853239535
RREB1,0.01597394628508942,0.005121142472791799,-0.003696416046259808,0.0015782150400849904,-0.016563348859076274
BPTF,0.014802884953303213,-0.00835703612973458,-4.946687564739214e-05,0.012980497600113694,-0.0020214792462832803
LILRB3,0.014564444435210327,0.0008075636384435996,0.014118962500787672,0.0027534700118937963,-0.0039432639942039265
APOBEC3G,0.015754454830488113,-0.004362270203238494,-0.00309626453803906,0.0018021585974044303,0.0004619502220670792
SPINK7,0.007788409673535461,-0.015223333275296683,0.014079416049002537,-0.05851329250915216,-0.0002946259809745143
PRX,0.014950545149370824,0.01099705284222947,-0.009668352799978306,-0.008986468723347555,0.007907183840047982
CDR2,-0.014962310716931855,-0.0033181205448306627,0.019601963944385677,-0.026130571317277588,0.005522119275153124
SULT1C4,-0.013897792208968354,0.0047124605033391385,-0.013322750624590788,0.003950265150376121,-0.027013737059598048
BEX4,-0.00872950562494679,-0.006009979208469486,0.010871923696069364,-0.005077501375105149,-0.052323243452957705
PPP1R27,0.014063296033143116,0.00800609396370943,0.008265228686695223,-0.0010183965142457935,0.00492490537394205
TLR10,0.014368731122017803,-0.003852466409948212,-0.0001622926166555231,0.004894404302991816,0.0007956849860251026
CPEB1,0.012767534491213015,0.002690178509452467,7.344277682196284e-05,0.014699609444203754,-0.005110321762437716
MYLK3,0.014908703156400265,0.014739316227952876,0.00815037960721833,0.0014834245463862777,-0.005994820619805284
SRPK3,0.015953128395792063,0.0031916383145053377,-0.0022929343005121993,-0.009430036502070608,0.0005705774955314465
ZNF575,0.014086509398482275,0.0003772491783941758,-0.005112103736389105,-0.006619312188903877,-0.013753173073319499
ECT2,-0.013756710139697906,-0.016284242848997307,0.019779312522232095,0.004241648016123446,-0.014662904683954488
CDK8,0.012861916729202219,0.006746534444885282,-0.008445169274041864,0.013576274841628412,-0.051426616322980984
XKR8,0.01637517415433816,0.003420374898980791,-0.0032591252163488888,-0.0013711119992572606,-0.005858988823583508
FOXA3,-0.011997403882131096,-0.03241190226341992,0.00510208640399097,0.011976662018421432,0.0077530183032921765
SORCS2,-0.009618057781757549,-0.030378516362069043,-0.016798057307997077,-0.030755828096320725,-0.0007531616910464921
CPXM1,-0.015417009008627344,-0.01098833021030079,0.01456329500457477,0.008810881667837573,-0.0005624378730339537
PKDCC,0.015601835492679607,0.00862059171077917,0.005213736634439743,0.0015442181393243565,0.00679411848962998
IL1RAPL2,0.014644525424752032,-0.0003140495383970386,-0.017800560432774358,-0.007715552281169267,0.005721273234429463
TUSC7,0.015164350855930268,0.0008480181525275296,-0.005814051193208833,-0.0023542647575250644,-0.0060353548622340165
GSTM5,0.014008372866828992,-0.002151091530559719,-0.0035322654683564094,-0.00030016991521368574,0.02061650250772962
SLC5A3,0.013474647664488774,-0.024920019777061566,-0.01993278760623128,-0.006466443760561936,0.010435384494831623
TCF24,-0.014508270906544185,0.003262261962841392,0.0037124092757336233,0.00161396348080147,-0.012161136628617444
REEP1,0.004623978474398885,0.04328093673113667,-0.004771457306955699,-0.009280259503078361,-0.016484400559062716
IGDCC4,-0.013859955938520402,-0.01149424387041123,0.02356102568919221,0.016340149820210214,-0.0022405573185846697
ZNF335,0.014326825678477649,-0.008309531521982228,-0.0066269830065947884,-0.009255374153715398,-0.010131705349557594
CCNG2,0.016160108602438116,-0.0009173880428083738,-0.007786230888088794,-0.010438749006005445,-0.01313449333915222
FOXD4,-0.015943484371152103,-0.0009611861498175029,0.005912556924814237,0.006992871095141327,0.012534112471144805
TNKS,0.013790996600128856,-0.00034911514399099105,0.005271818714973012,0.006255740845013408,-0.016667410061442477
C3orf18,0.014748136625744724,-0.005169133278569762,-0.03544236993331935,-0.018568326494708718,0.009927335881993021
AGPAT3,0.014526831402949521,0.022010508335812574,0.0028849763557332797,-0.004493884923718529,-0.019628458198300974
GDPGP1,-0.012956929936221755,-0.018128579483300256,0.019054519439130935,0.009754913066426492,-0.026425949191997315
ODF3B,0.015286373026311273,0.011602966542277812,0.005436805738832656,0.007325795642759125,0.006130070710526868
SMURF1,0.015062248004544102,0.014441934366059422,0.0029701754267012757,0.0079694398941097,-0.015196836468462819
ZNF664,0.016014639811551372,-0.001139062396719736,-0.011881501311053701,-0.00968593721323138,-0.023191181256386556
AUTS2,-0.011285450933402824,0.0005934216905884762,0.01319260268923579,-0.032290895179455055,-0.02177504746447422
SPACA4,0.013294759412255955,0.009500345084818224,-0.003897642726872888,0.004452701804230467,0.0251151941674065
GJC1,0.011543569108657543,-0.00648051521118939,0.004386268495305698,0.005232594486813894,-0.02177587319434175
KIAA1033,0.015017820971988482,0.011127640977712083,0.007183926081929982,0.01363246220493906,0.025046144951869118
MDFI,0.01379733093118629,1.9571505537636376e-05,0.0041214787926283905,0.006005763423155985,0.019873607517844696
TSLP,-0.014926335345431857,-0.0004826656045232252,0.007918657091048768,0.007582074704551725,0.01714023201693485
KIF22,-0.016058154673851,0.0031335333558616704,0.005552069396576933,-0.017141813214917034,-0.0023204976137031702
KIRREL3,0.013808755340613122,0.015915590171699235,0.007778158176242452,0.0007570917032122784,0.0178205109794097
FAM19A4,-0.014679814314607666,-0.006905865357871903,-0.0013187646401020782,0.0012600430034862614,-0.001030248159669178
CEP19,-0.01568826830273646,0.00317224837166716,0.0035763153063766216,0.002445282980970956,-0.009552102592050787
MDK,-0.014870188976229652,-0.012850657904772226,0.001853973015771235,-0.004874178595182405,0.008099121734414185
HAND1,0.015350526145858146,0.0013469308173772196,-0.012536032049659303,-0.0032006218920189577,0.007938903826375144
ASGR2,0.006526471834054219,0.03090769714486464,-0.03482571192398432,-0.03359019715773788,-0.028039089017653934
ZCCHC9,-0.01568015221745786,-0.0037419774459188713,0.007648107650105035,0.007736216758665007,-0.014145750626814052
TYR,0.01560054380736331,0.00576280339639938,-0.0032626510798531416,-0.006103770846693964,0.007272785588348993
HOXB4,0.01525283995989841,-0.01814294692295427,-0.0038564263164814817,-0.0009735386866258439,-0.002853194451336446
RGS12,-0.015926677488425054,0.005811894239224279,-0.0025029994851008524,0.0034083515402660606,0.014445106261797274
LRP5,-0.01594159183203781,0.006387590740348667,0.005195576561541873,-0.005244515007964674,-0.001008276612238919
NSG1,0.004923448720338222,0.04387089503535242,0.018567589797346944,0.0010204879992255222,-0.02340935041338374
PON3,-0.015614820449123754,-1.9042040648716494e-05,-0.016892467057978595,-0.013884117858316005,-0.0024652591397725026
KCTD7,0.01425156327565231,0.0013096387056686623,0.004484780406241674,-0.003967927727896082,0.030714771346858242
IKBKAP,0.014970116664114295,-0.0030918468528056634,0.00015877278502682396,0.009324366486631434,-0.025594375323351348
WISP1,0.014803943688869399,-0.0024855120122326967,0.005191317092248519,0.005410946978708192,0.0010296635082902468
HIST3H2A,0.014433366040239603,-0.002908340482505244,-0.013622802528035554,-0.007490268325842491,-0.011475246857216482
TWIST1,-0.008558355349918629,-0.017832769128774028,0.014458621018870613,-0.026618683275220083,0.006606777016624352
LINC00265,0.01421353753134009,0.006800560472399364,0.004495298051458428,-0.00040639009093371544,0.012026921591761828
CACNG2,0.015890622121699033,0.0019818839985364964,-0.0066760804413572095,-0.0003486770509832291,0.005014956938331326
ZCCHC5,0.015749000276364798,-0.002051072544472917,-0.0006660269863002276,-0.0074384791111001885,-0.0006137078085719783
TSPY26P,0.013508560083442256,-0.0013953842710818214,0.00054020870776852,-0.00820444454424012,-0.022598493927566618
TSTD2,-0.016168675984515244,-0.001468396917193341,0.0023075347087104943,0.0035046009166644224,0.0009350646221887891
DGKB,-0.011938428277356835,0.03332932549183585,0.006869093146546148,0.0017557375368407117,0.009895505716164588
DFNB59,-0.015857758857142266,-0.001058312722014864,-0.004593149606691025,0.0009534493959189269,-0.00832202642748185
MYOC,0.013838035478613725,-0.004556958193306355,0.0016160758282514464,0.004017872781112849,0.0007706541540761455
PAX6,0.014304266533192176,0.0033784305960951984,-0.0022388485650187535,0.0015356292680118113,-0.00805249275994929
RAB3A,0.014206678586054908,0.005072109387747056,0.000979426831342046,-0.008577365100328211,0.016530192862961198
MTOR,-0.015471123040928764,-0.007460122668984465,-0.011475172084692889,0.011525620219863381,-0.012128234671117257
HRG,-0.009980997993815889,0.014834374171569978,-0.0507614236660305,-0.03060718968380713,0.020820560855432935
JRKL,0.013737904119771454,-0.01013856025029337,0.011906732850044314,-0.012085491082776062,-0.026303760819393816
MCF2L,0.015971316223087305,0.009370949554910388,-0.006510720535187571,-0.0027449027432137826,0.009722806230854723
CSDE1,0.016147515105861102,0.00752432943732414,-0.0008118553027907065,0.004340759301700104,-0.01260906711942736
TMTC2,-0.013547153943728312,-0.018110939718262314,0.014815378537988443,-0.008532298052431175,0.0001311327868195299
PCSK6,0.013839373160830377,0.0025321493566260542,-0.0004455559436491829,0.0021182516747656256,0.01441238075770439
FOSB,-0.004590572790452467,-0.013725053228760388,0.03931685960118469,0.01687333012237747,0.026736682865351632
NGFR,0.01307827359629288,-0.0032965786608423146,0.01288417053001279,-0.019763320194076884,-0.008302969526922891
CNTNAP4,0.013958556457656627,-0.009167637398642741,0.013166684597523,0.004414319569057955,-0.01269841578855348
RGS18,-0.015416601129954802,0.0018984629588473505,0.008489110551381381,0.0010894250245396802,-0.00617162534945669
PDE8B,-0.011334230982721977,-0.023733991709573108,-0.009103373792003853,-0.03620051049674159,0.005052067753825138
GBP4,-0.015862114291050458,-0.006640183630234648,0.009173567335873298,0.0010961589164521428,0.012100631844691739
EEF1A2,-0.0038998452865807516,-0.0335989331106269,-0.009044447857246453,-0.00544808220833751,-0.038840755211247635
CCDC7,0.014247158453034205,0.008693858372949665,-0.00935009703066837,-0.0002192873507723907,0.03575747991497924
LOC645166,-0.014336326243476544,0.02040479441101614,0.0010477748251137627,0.005101104235757791,0.009814139604900013
AGAP1,-0.014610630608312268,0.0068828992380704284,-0.009881336752750113,0.03612620941171628,-0.013150656606020958
C4orf47,-0.016183686994308496,-0.006920289367050048,-0.0036229132035535947,-0.0008542432035389043,0.0015651860836770073
PAGE4,-0.003293045095128119,-0.023791742564954886,-0.043175212730288674,-0.03406437021161347,-0.010568229752204776
CHIC1,0.013721582985015699,-0.0003931570087864819,0.006689868704973593,-0.015181223082077082,-0.023498982634519234
EXOC6B,0.014066448847094699,0.00020159609573529275,-0.002867158399992988,0.013725919731184621,-0.027457542563857955
SEMA3D,-0.013005082196314155,0.02095417777100553,0.019303789476110247,0.00938524567021563,0.018795382301657615
PABPC4L,-0.006227282177478069,-0.009598907004141607,0.013363605437186597,-0.08355967823914807,0.004973628914479374
KLC4,0.0155103452564858,-0.002280045957966991,0.0024822830644250474,0.007959602663777834,-0.00536122370542267
CYP17A1,-0.0038626505439722856,0.046952272550460195,-0.018366239103428012,-0.014959442044937994,-0.0003883501220026427
MUSTN1,-0.015122144924465017,0.009923877994152158,-0.005434192623373007,-0.006663319831552799,0.014452495488118125
C4BPA,0.014654260027423836,-0.0071229240920981825,0.021325282610236588,0.00023800775587457686,-0.02016676419073233
TTC4,-0.015780846332173998,-0.003631802375359816,-0.005610613010760945,0.018361633195863352,-0.01802627542982716
MIER2,0.015464092594938523,-0.00855185345368224,-0.009463898695333846,-0.008148759315560094,-0.002551714471456442
IVL,0.014164529590029734,0.0024619625603521686,0.010985723606291556,0.0117332925772832,0.01214749767397333
WHSC1L1,0.01604602750975566,0.0027905899676375265,0.006333771694538796,-0.004935315303499211,-0.009279207365958645
TBX5,0.014388874701778923,0.002193543077435766,0.0016173349440154285,0.0032517746305550117,0.003888359019536936
OSBPL10,-0.012381378326925619,0.005952366768218276,0.024528254438249974,-0.033648814129209004,-0.021911335479612486
SLC6A13,0.003893022558843732,0.04978052350999725,-0.012094393066022557,-0.004344998653460816,0.013790184621581592
DNM1,0.008910093742825082,0.0314670073378202,-0.0009218841984066735,0.0049691778473676855,-0.009380426930718177
DNAJC27,-0.015115000354146485,-0.006289558964864831,-0.025870173925603902,0.017139645249581503,0.006113951983985378
ASB5,-0.004111512009838103,0.001651399427853043,-0.013700651554444094,-0.03947269651803849,-0.025015050165107845
COG5,0.013559893448363789,-0.007532498762650544,-0.013096851820029053,-0.014738919600097097,-0.03540435851089907
RBM15B,0.01588689136964744,0.005992541066543003,0.004428788274660355,-0.0012296961043391076,-0.012130383964132203
LINC00689,0.015509593052522676,-0.00033399407690827836,-0.0013017411156043233,0.004367541448286709,-8.843476393501677e-05
GPR183,-0.012782070465270783,0.0040380089019608064,0.02832275828173563,0.009026621132904911,-0.0223387593155731
VANGL2,-0.015290298068318988,-0.007288083639307881,-0.01546386622091636,0.016750092453940022,0.0012712832724572779
GLRB,-0.012976285267031037,-0.005928399721157135,-0.04674809752127951,-0.016935103722558097,-0.015834123044321764
DSTYK,-0.015490899584818396,3.6077891156447234e-05,-0.017215562674647175,0.011231714693999872,-0.001742234317396528
ADIRF,-0.013936495804190634,0.004556117853370505,0.009023332496839108,-0.030372510183200686,0.0003821444756060311
ZBTB48,-0.015919533897186224,0.004346910431601024,-0.005996672563152243,0.011437092778055068,-0.00614404349169733
TC2N,-0.012980516919402873,-0.022975199515473523,0.023391059592255754,-0.02943434948705799,0.006495763621637157
SHH,0.01585831191295141,0.0042018443699543395,-0.000779574601391039,-0.003775164914307265,-0.00015828577679679646
CCL20,-0.011145494309925678,0.02073404517515159,0.03745989875603966,0.011690185824914651,-0.015681019608998318
DDI2,0.011222779719638927,-0.0021358747590194973,0.014754294983893131,0.009996203459079414,-0.039829968726503066
LTC4S,-0.014666307027701437,0.019713273359526006,0.0010924775202628052,-0.008078948429828455,-0.007524552493551462
RNF150,-0.015316182842975376,-0.010620979511365614,-0.027635390356233563,-0.011314448038286335,0.009288509220595008
LEO1,-0.015488502365933311,-0.001447224632989379,0.0036254075952793048,0.01776152050610053,-0.029820794492687305
ZNF471,-0.015725993501869283,0.0002724766190134099,-0.007095035837528968,0.020976859820417613,0.006840901723384522
NGEF,-0.011884021636486223,0.03370201102193129,0.005794088053057642,-0.003093159721915231,-0.008823410302806986
LNPEP,0.01580709091019693,-0.00666283832430174,0.007596378007656848,0.004918449387424684,-0.019203650033549423
MYBBP1A,0.013976665566575983,-0.006912948578673662,-0.00045745352863171883,-0.0073795909607854,-0.03300575591638614
SNX8,-0.014918366589615137,0.015117566558448951,0.010601132546549605,-0.006960281052109174,-0.007299278346328659
KIF21B,0.014781638386752447,0.006367098030803022,0.0034176378236652188,0.002445971679252666,0.006386282609570177
C1orf105,0.014085647828337013,0.006846728478339625,0.009360487434116715,0.010908117962900261,0.023304255929328457
RADIL,0.015567387510369715,-0.002917677531960957,-0.00036368270167031283,0.0014178489211667945,-0.0020565116652079183
TRPM7,0.014636107219063168,0.0020259574937673726,0.007178987096776457,-0.004812949220014862,0.014437910528697034
ATL2,0.015722236174660637,0.01175609013530739,-0.0010696535411382395,0.008738823673430764,-0.01971277906757524
HAGHL,0.014816913997769224,-0.01173318773400269,-0.018486327300377296,-0.02633028700519799,0.010156219345517565
SERPINA5,-0.012425918426492925,0.003523865339820929,-0.028438521018890536,0.014669319011900071,0.013357714151927593
BPIFB4,0.015007172265138992,-0.0007386244928910088,-0.009893435272871138,-0.010726955545733496,0.00786404440680187
BPIFA4P,0.015502448756456025,-0.004606642109108749,0.005080767350774663,0.005052558545977937,0.009688660927544617
ME1,-0.01457491120180016,-0.009245429710294729,0.028830787271101325,0.016637327336135724,0.006421109134068037
ZFY,-0.010262876229834407,-0.004767168390335873,-0.050996367911331164,-0.027451207891105566,-0.03954343216277394
MYCN,-0.013117652825471185,0.02598150631606736,-0.012071332903517787,-0.014824927024899145,0.006066676694876087
DNAH11,0.014752936552269138,0.007604367000422995,0.00462642668115098,-0.0022802442707034482,-0.004150931661164721
FCN1,-0.014367003019653215,-0.003396704806486182,0.035749076687390906,0.009542968427784215,0.0031713787218425847
EPHA6,-0.013170637547697425,0.02639492548794506,0.01743911811611502,0.006620065710837226,-0.0005947085875162695
LOC728743,0.013448215523198566,-0.01172748591288425,-0.013713416768796644,-0.018249048900631146,0.02278353538867069
ARHGAP11A,-0.015514491187676564,-0.0028821897282005284,0.002052864218427931,0.003842564057948648,0.015030951382752
PANK1,-0.014844235600964152,0.006989482110861504,-0.0015620801505726012,-0.029240330521585995,0.005735324779283732
APLNR,0.0010693628301019775,0.04611018890970629,0.022643077717506104,0.00021064106528738495,0.015958476513829478
GPR176,0.013060203095124784,0.0027202110332638857,0.005081589484830378,-0.0022399106926522788,-0.019576933864931513
PTCH1,0.01174449716533259,-0.0069741822754302634,-0.02130881143114148,-0.006666205317982236,-0.04331338911353409
TMEM184A,0.012796467581102481,0.02726127958813203,0.005657968150226142,-0.0036678980855933256,0.01918101658718947
USP2,-0.006000835226273725,0.016689613242788455,0.004148090904398342,-0.02302582041197169,0.07526769458005837
HAO1,-0.009763788357764036,0.03564684209201051,0.027537204404720492,0.013924354915471119,0.010845173401546861
