gene,r,p_value
SCO1,-0.755018587236031,0.04974773916999068
FBXO32,0.7547167630788312,0.049892306544270244
SFRP1,-0.7543349582474862,0.0500755120666784
SPIN4,0.7542687275585932,0.050107329669456906
SNHG7,-0.7539016462456072,0.050283878235114265
LINC01465,-0.7538598910756942,0.05030398200640066
STK24,0.7538424272108479,0.05031239160003723
STS,0.7536576704074808,0.05040140698409719
LTC4S,-0.7536245360556831,0.05041738014198626
SNORD116-26,-0.7536199102086013,0.05041961035572214
PDGFA,0.7535558941693435,0.05045047931628197
CD177,-0.7534293902390498,0.05051151075760151
SNORA48,-0.7532999465837837,0.05057400225589889
SDSL,-0.752935174481173,0.050750330684421106
ST6GALNAC1,0.7526783119778966,0.05087469779673805
P2RY10,-0.7526550904758791,0.05088594933887424
IVL,0.7525193661065723,0.050951739253657445
RPS19BP1,-0.7515995425110888,0.05139883240913642
USP18,0.7515347437492346,0.05143040929506415
ANXA8L1,0.7514422206111685,0.05147551483865534
GDE1,0.7511194660551288,0.05163302870468154
ERMP1,0.7510092979009464,0.051686854277557606
TPGS1,-0.7508807592666044,0.051749693981065555
ERCC1,-0.7507529857658841,0.05181220098499121
PNMAL1,-0.7507496157611301,0.051813850154915755
FOXA1,0.7503748135581833,0.05199744508462245
TFG,0.750095369665452,0.05213456015533617
UTP14A,-0.7500908904615715,0.05213675957811456
RHBDF1,0.7500860840908147,0.052139119705969815
MRPL54,-0.7499693729563758,0.05219644764066037
PDK4,-0.749942520911846,0.05220964210254396
FAM83H-AS1,0.7493104717331416,0.05252074231760604
UBXN6,-0.7493062728483284,0.05252281242141031
EDARADD,0.7491511635508118,0.052599314508760424
KRTCAP3,0.7489004502550249,0.052723098405331396
ATP8A1,-0.7487220699301393,0.05281126629972742
HAGHL,-0.7484486991571275,0.05294654112634885
FTL,-0.7480579170663186,0.053140243841866455
ARHGAP32,0.7479321824112,0.05320265004438879
S100A14,0.7477984432307961,0.05326907302423247
SLC1A5,0.747669428633709,0.05333319234774203
OAS3,0.747569363515588,0.05338295297142048
GOLM1,0.7473594873058005,0.05348740296859008
IFI6,0.7472788581604958,0.05352755964030308
CD99,0.7470559794127285,0.05363864807750775
VCPKMT,-0.7468849397819834,0.053723983784018235
RPS28,-0.7468294894833821,0.053751665129008606
LINC00346,0.7460334299511835,0.05414992339381977
PGM2L1,0.7456437096062696,0.054345480018429544
LIMCH1,0.7456309460396602,0.054351891110334706
PODXL,0.7454439964468791,0.05444584243378696
NAALADL2,0.7452347811287137,0.05455108824897948
HKDC1,-0.7447194145098915,0.05481081609932056
SNORA64,-0.7445528103091774,0.054894922938495155
BNC1,0.7442776714222272,0.055033975204709214
TEAD2,0.7441942430816992,0.055076176865790256
SNORA52,-0.7440165318235848,0.0551661296472752
NOV,-0.7440013866409674,0.055173799439271524
APOL6,0.7439441757860317,0.05520277728223342
SMYD2,-0.7437369059928753,0.05530783080536719
EPHA1,0.7436726397654319,0.05534042587208968
DENND5B,-0.7435947529076462,0.05537994317821137
ARHGAP23,0.7435067858527549,0.055424593326452665
HIST1H4F,-0.7430705876487158,0.05564628746666809
FAM81A,-0.742898843652914,0.055733707146929476
ADAM28,-0.7428876243059226,0.055739420523766604
SGMS1,0.7425899163737243,0.055891142753007834
C17orf89,-0.7425551557997705,0.055908872576369964
