gene,r_depth,p_depth,n_mean,t_mean
DRP2,0.8953579090105133,6.468278373079304e-06,0.12919609818128489,0.5136917249417249
PWRN2,0.8952642669923289,6.504480636074122e-06,0.18521329307205603,0.5546649184149185
SULT1B1,0.8949327158184961,6.634018553422701e-06,0.19054816207126501,0.4944828088578089
HR,0.8948689910359965,6.65916043920782e-06,0.15684504153683612,0.8037077505827506
RPH3A,0.894845216085236,6.668560874196242e-06,0.3460771479430675,0.30653846153846154
PRODH2,0.8947027773186793,6.725111799813309e-06,0.7726354616791776,0.6628511072261072
APBA1,0.8946574522539665,6.743190246489055e-06,0.16949020103165063,0.6321474358974358
ADAM5,0.894123540605488,6.959211364466143e-06,0.143070611015905,0.45896270396270394
VIT,0.893860887429792,7.067576825262201e-06,0.199012877971294,0.5306541375291375
FAM189B,0.8936897979205617,7.1389176895833605e-06,0.38969055833086236,0.871437937062937
KLK7,0.893596939301835,7.177888175546774e-06,0.4210468288892147,0.6496780303030303
PI16,0.8934962224162906,7.220356642020426e-06,0.42634048752396353,0.7438141025641027
MST1R,0.8933759775457655,7.271333061674032e-06,0.1555107890874954,0.49153846153846154
PDE1B,0.8933455711245011,7.284270860977215e-06,0.24666543927572512,0.6908712121212122
FAM181B,0.8931311279017591,7.376060811429012e-06,0.5462353529266316,0.6148484848484849
C10orf88,0.8931137826001735,7.383527162888533e-06,0.5780802606635832,0.5941826923076924
OTUD5,0.8919753742620273,7.88751388591134e-06,0.5780122903222008,0.9220104895104895
SLC35E3,0.8917524306884458,7.989489871075981e-06,0.8576979355213004,0.7191622960372961
PADI1,0.8915476828065951,8.0841072843507e-06,0.2005199998715521,0.7962703962703962
TUBA3FP,0.8913865823594931,8.159208352915437e-06,0.19529484677772418,0.6189481351981352
KRT6A,0.8911785217537616,8.25705941226025e-06,0.1311559988910665,0.49243152680652685
CDSN,0.8911390604815137,8.27572779401136e-06,0.19037315182219383,0.6990399184149184
SNX21,0.8910023315479487,8.34068358104946e-06,0.6070757660578594,0.7951952214452215
NKAP,-0.8907785992532782,8.447886920599547e-06,0.5598149708155691,0.4015938228438228
ANKRD26,0.890722810938489,8.474796224828123e-06,0.4455744885365612,0.4549271561771561
NR1I2,0.8906380838652498,8.515800431933619e-06,0.2865940008413337,0.608395979020979
DNAJB12,0.890552564177133,8.55735549962204e-06,0.6940574654448417,0.8040268065268065
SRR,0.8903520629041188,8.655443454572846e-06,0.5151782589102696,0.7537237762237761
SLC22A12,0.8902844143809373,8.688748339730836e-06,0.8839013049235146,0.530011655011655
SPATA31D1,0.8900765935249771,8.791730880481234e-06,0.19095063212417482,0.7230827505827506
PTCRA,0.8900358616150462,8.812033515196611e-06,0.17691074263217554,0.7715107808857808
HOXC8,0.8900165607542476,8.821667553551056e-06,0.704398590926655,0.5024271561771562
MC2R,0.8899563800998631,8.851763048224053e-06,0.1353626672632357,0.6369041375291374
ZEB2,0.8895388334748027,9.062933752443681e-06,0.5723825263773092,0.5084149184149183
L3MBTL2,0.8894192766781831,9.124164493259315e-06,0.7295770532127492,0.8683435314685314
SEMA4G,0.8890465995109202,9.317243049770098e-06,0.5169465581852882,0.7569376456876458
SNRPD1,-0.8886039248791667,9.550990708058542e-06,0.5906478162253233,0.651580710955711
ZIC5,0.8884680265353777,9.623720564734102e-06,0.21548364376690562,0.35518939393939397
SH3BP1,0.8884227529236417,9.648052074083952e-06,0.24948647604286303,0.680154428904429
KLHL42,-0.8883155527729714,9.705869000342848e-06,0.8304926725831192,0.6348630536130535
GRIP2,0.8879381529020565,9.9117128321807e-06,0.31278559585370214,0.8184688228438228
HMP19,0.8878059473213343,9.98467434565333e-06,0.3907432958229816,0.6608012820512822
ZDHHC24,0.8877051299049978,1.004061308531856e-05,0.6150695063640578,0.8643414918414918
FXYD3,0.8873533390721533,1.0237850697121833e-05,0.15490976000582293,0.813420745920746
SPATA32,0.8873163522673913,1.0258773849327631e-05,0.19393972154638411,0.9229749417249418
SNED1,0.887178588757765,1.033701877311999e-05,0.15375479940186096,0.6714976689976689
MORN4,0.8871075311600107,1.0377570634726008e-05,0.5578994916674783,0.6397319347319346
SYDE1,0.887101928536923,1.0380773614040606e-05,0.6575445473335824,0.8183100233100233
R3HDM2,0.8869670763100903,1.0458116059842948e-05,0.5358942274448183,0.9336276223776225
C6orf201,0.8866927347986404,1.0616940101571323e-05,0.19871316622976543,0.16521707459207455
HTR3C,0.8866194967023403,1.0659677189228881e-05,0.22658689339146315,0.3519434731934732
TUB,0.8863358212138122,1.0826564698529602e-05,0.6973061266431964,0.7575174825174825
TTN,0.8861540945176685,1.0934612496590209e-05,0.21802155997820666,0.33846445221445226
SLC10A1,0.886081969693336,1.0977742956459245e-05,0.13750346541701136,0.5654662004662006
GPR19,0.8859971867738575,1.1028623688861324e-05,0.21030344743430693,0.4416054778554779
GABRA3,0.8858904199005948,1.1092976413878343e-05,0.14391569108710794,0.22259032634032633
CNBD2,0.8855502796311112,1.1300078079707213e-05,0.19668315438044764,0.5430375874125875
ALOX15B,0.8852908196286853,1.1460208123071086e-05,0.4308565012293534,0.4054560023310023
MLN,-0.8851863833426205,1.1525192908935727e-05,0.27855530377390597,0.34743298368298364
C10orf82,0.8851124149105203,1.1571404340517789e-05,0.24614094372805015,0.5481104312354312
AIF1,0.8850420709812991,1.161549416749491e-05,0.791081648971186,0.7447246503496504
MPP2,0.8849431629097813,1.1677723433554578e-05,0.34663643146074147,0.5929399766899766
ZDHHC21,0.884877022623616,1.1719490852171872e-05,0.3970741711632348,0.45395833333333335
UGT3A1,0.8841105452023909,1.2212647247729538e-05,0.7355001065047082,0.2633682983682983
INO80C,-0.8840579489803506,1.2247110639125926e-05,0.7333742939380091,0.5095075757575758
GALNT5,0.8839987073581217,1.2286025147436338e-05,0.1942592356708351,0.5986523892773893
CRISP1,0.8836671870399697,1.2505695192454704e-05,0.10631257151603826,0.2494259906759907
CSGALNACT2,0.8835727063525661,1.2568893649424076e-05,0.21804939035420576,0.44405011655011656
CSF3,0.8831016691150108,1.2887946362771541e-05,0.16907381579074124,0.5835897435897436
CALN1,0.882832331386151,1.3073384077228465e-05,0.7408290883089943,0.43854458041958033
CACNG4,0.8827743398245181,1.3113599640223026e-05,0.29819980283249004,0.9458770396270396
B4GALT3,0.8826257354338554,1.3217122169827117e-05,0.812810750232009,0.7609411421911424
LRRC28,0.8824236295199996,1.335900454055374e-05,0.7375167383655649,0.7653234265734266
HSD11B1L,0.8823339454137746,1.342236867448252e-05,0.5525887066474994,0.6622625291375291
GNG4,0.8822895758915685,1.3453809093382948e-05,0.23928985443642953,0.6319201631701632
ATP10A,0.8822566238383978,1.3477198623846308e-05,0.5016050634157934,0.5629909673659673
MAGEC2,0.8822504198509553,1.3481606021696864e-05,0.2366374055239015,0.4213228438228438
RNF17,0.8822274202008153,1.3497955739252826e-05,0.12518745363833994,0.361437937062937
CARNS1,0.8822203354387267,1.3502995388186288e-05,0.29106666338410947,0.579433275058275
GFOD2,0.8822180787981337,1.3504600946950103e-05,0.6443304707294022,0.7714350233100233
C1orf61,0.8815522799335918,1.398528486847312e-05,0.16930609239042593,0.5308741258741259
SLC1A7,0.8812843639680317,1.4182679311208475e-05,0.3286692477556407,0.5959659090909092
CDC27,0.8812745196627123,1.4189976221287206e-05,0.17017097484455126,0.6859061771561772
PHF14,-0.8809497967775939,1.4432425317716264e-05,0.3098944479470281,0.4992934149184149
TEX22,-0.8808694981956446,1.449290659856933e-05,0.23859891183229848,0.40021707459207456
KCNH7,0.8807751226859436,1.456425966807246e-05,0.17877056102826816,0.25695512820512817
MAPK12,0.8807626300864272,1.4573726589762819e-05,0.42167408274827095,0.8771911421911421
CD177,0.8807122302647524,1.461197161819684e-05,0.13670655330426837,0.6360882867132868
FUT6,0.8806911381963645,1.4628001692112551e-05,0.5796500009098392,0.8010067016317017
SYNPO,0.8805065286877706,1.476893028064658e-05,0.17224273225786765,0.7975160256410256
AUNIP,0.8803595937459039,1.4881902899472336e-05,0.15112268807179374,0.404562937062937
HCG22,0.8802306614855,1.4981624285193013e-05,0.15078176596580498,0.7536523892773893
ATOH8,0.8801994023949762,1.5005884720769736e-05,0.5006657882258241,0.7100101981351982
RFFL,0.87982172780282,1.5301589109231854e-05,0.15556002744503225,0.6553802447552447
NT5DC3,0.8797853629961775,1.5330314906292066e-05,0.2382269481530799,0.7021722027972026
DPF1,0.8797597252578242,1.535059393281896e-05,0.3945806765136246,0.763868006993007
HAP1,0.8797582575045408,1.5351755575226547e-05,0.2767163581598127,0.7421722027972028
EPN1,0.8797057563793613,1.5393355235552135e-05,0.9735804099842544,0.8601427738927738
FBXO27,0.8796927987598684,1.540363669296612e-05,0.1795455299599349,0.5143677156177155
EFNA3,0.8795937443905508,1.5482421765808983e-05,0.3146293582636414,0.4676573426573426
CENPJ,0.879585017199416,1.548937913961406e-05,0.49839440138466823,0.5153831585081584
ANKRD31,0.8793367372302139,1.568840001550583e-05,0.1512136719933292,0.1764656177156177
CRMP1,0.8790074534328527,1.5955625069247307e-05,0.3913197057258857,0.7843910256410258
ALS2CL,0.8787835716299303,1.613946250332194e-05,0.46333990201566844,0.9133916083916084
GRIN2D,0.8787720453168997,1.61489745736899e-05,0.14983339238368237,0.5349766899766899
KRT4,0.8786783369086395,1.6226480177475527e-05,0.13670869410242215,0.4297508741258741
TIFAB,0.8782941011549578,1.654751650231685e-05,0.16155854387191176,0.4654414335664335
SFTPB,0.8782718334308286,1.656628208334275e-05,0.24704329014986653,0.8860445804195806
BTN1A1,0.8782536330754779,1.6581633107743347e-05,0.20553428434723317,0.2862310606060605
ANKRD53,0.8782377998235028,1.6594997211548252e-05,0.36775594044727694,0.6714991258741259
HDGFL1,0.8782336732259539,1.6598481747236774e-05,0.2623735457290542,0.8304152097902099
NPPA,0.8782295217982808,1.6601987862633213e-05,0.32733178410906927,0.6221605477855477
ABAT,0.8780941299556912,1.671667143627603e-05,0.7171716631111578,0.43120483682983674
ADAMTS10,0.8779086374222744,1.6874859925676834e-05,0.17582589316774971,0.770083041958042
CD33,0.8774800405802762,1.7245126682572647e-05,0.24688219508879494,0.6696401515151515
GRIK5,0.8774580689128468,1.72642883488038e-05,0.3868202832061876,0.841248543123543
CSHL1,0.8770602448288329,1.7614303205773766e-05,0.5656748705619916,0.5501515151515151
CSRNP3,0.877059176464497,1.7615251046218542e-05,0.4816169662535283,0.6250553613053612
SRY,0.8769388175620784,1.772230346735494e-05,0.17558184217821932,0.19954691142191142
RHO,0.8767875777283778,1.7857587816505274e-05,0.09632842412636697,0.7494915501165502
CMKLR1,0.8767023395231077,1.793421048994519e-05,0.20149780942828915,0.5195935314685315
LRRC6,0.8765643924199118,1.8058792541262234e-05,0.6345523751620317,0.4252753496503497
FAM71D,0.876405020366662,1.8203617228730937e-05,0.10608243571450736,0.5870935314685315
GJB4,0.8763995680694283,1.8208588845337466e-05,0.24107528009667845,0.7084950466200465
SYT2,0.8762760795537694,1.8321492655088433e-05,0.29181166114162344,0.8334731934731935
