gene,r_depth,p_depth,r_TI,r_depth_T1,r_depth_T2,mean_normal,mean_tumour,T_minus_N,p_OS_pooled,med_OS_hi,med_OS_lo
NFE2L2,-0.05284079364709121,0.3699396214715257,-0.05157372214846555,-0.05549621779698043,-0.07460713420373383,11.75648125,11.529308620689655,-0.22717262931034554,0.03350808958431715,788.5,769.0
JAK2,-0.04973486551741617,0.3987707531182144,-0.04813930875763674,-0.11456064934775492,-0.05588667433833286,8.516378125,7.839465862068965,-0.676912262931034,0.06762036246941434,798.0,684.0
SMARCB1,0.04821468937033801,0.41335929876220373,0.04414783785574721,0.302254931191068,-0.06677885816005032,10.490365624999999,10.664203793103448,0.17383816810344932,0.06120698321821153,768.5,778.0
AIFM2,-0.041857833027457006,0.47767567941291567,-0.0776980558774023,-0.0359069029143507,0.07965225473195929,8.768503124999999,8.915198620689656,0.14669549568965756,0.9149626044361181,766.5,778.0
CBS,-0.041783549419311596,0.47845809763123337,-0.10009282942384536,0.10733418306346089,-0.06090393718743296,7.84625625,8.931083103448275,1.0848268534482752,0.5438929575047298,767.5,786.0
ENO1,-0.04150488140916655,0.48139946487434354,-0.1708253378567258,0.17650740821269573,-0.06689111836736993,15.184821875,15.510924482758623,0.32610260775862265,0.3172391077678328,719.0,791.0
CCNE1,0.039085837860324955,0.5073391848112321,0.009227231892686507,-0.337946787648287,0.3057941220857625,4.0680218749999995,5.3744341379310345,1.306412262931035,0.0019901126624566005,638.5,893.0
GRB2,-0.03644731737854879,0.5364433482923441,-0.07004809433267803,-0.16755620644867236,-0.013782609732839396,11.555625,12.144456551724138,0.5888315517241391,0.3657487271294534,683.5,823.0
CDKN2A,0.035923307471588686,0.5423213126819465,-0.007282669284082414,0.011841593176641865,0.08593087393346012,1.732165625,5.710854827586207,3.978689202586207,0.8656315236811365,668.0,799.0
E2F1,-0.03070153058306506,0.6025806928760384,-0.04011575785914881,-0.07113652587985958,0.14559855323515009,4.332865625,6.87758724137931,2.5447216163793103,0.05643173255037393,680.5,805.0
CCND1,0.027755678248318722,0.6378467846090204,0.0027202607073272046,0.21943457430331612,0.007911870537312873,11.792715625,11.326702068965519,-0.4660135560344809,0.7234953126279097,774.0,771.0
HGF,0.024970857920617595,0.6719539432221125,-0.05437141687057716,-0.03890507052231984,-0.10074521244345874,6.73550625,4.5354406896551716,-2.2000655603448287,0.5213413202028458,768.5,791.0
MKI67,-0.024100709976208272,0.6827546192269116,-0.05215873998600114,-0.08174559638045922,0.12484589372849042,5.253031249999999,7.369108965517243,2.1160777155172434,9.29739990439779e-05,638.0,824.0
UMOD,0.02359477516924988,0.689064529535142,0.051455480752676135,0.11683743430345071,-0.03855021270094539,17.05780625,2.52484,-14.532966249999998,0.9793342763305942,774.5,768.0
PDGFRB,0.021566474864622605,0.7145738768891027,-0.020849901503206425,0.023342121579548798,0.12006606945032464,11.233065625,8.787630344827587,-2.445435280172413,0.0011898039584623975,750.5,791.0
TFRC,0.021336519250006587,0.717486727899311,0.10996694752397404,0.010008646222669525,0.10122428267290179,10.623165625,9.38489103448276,-1.238274590517241,0.033785925694779374,718.5,792.0
PCNA,0.020208468757889612,0.731834305516276,0.013864604597928352,-0.06802892902725804,0.12223653599423111,9.82105,10.306479310344827,0.48542931034482706,0.006776052803762474,625.5,921.0
EGFR,0.019766765710985845,0.737478123038637,0.0072934738960649705,-0.04791974941578092,0.10425003335575053,9.751237499999998,9.361407586206896,-0.3898299137931023,0.1488889865767478,783.0,708.0
HIF1A,-0.01886178957891503,0.7490851482314543,-0.1216868225492156,-0.04219572516433537,0.02078149949979404,12.236921875,12.00081275862069,-0.23610911637931054,0.7929481275239478,801.0,677.0
TOP2A,0.018131860049893117,0.7584885779997043,0.031576780543512345,-0.060468012963816514,0.15683267553479233,4.848540625,7.72748448275862,2.87894385775862,5.338545485600884e-05,654.0,842.0
ERBB3,0.01750829921785683,0.7665500006853723,0.038942300228415994,0.14235413441406608,-0.2326454877838548,11.2264625,11.751365517241378,0.5249030172413782,0.16561314921372725,794.5,740.0
MRC1,0.01408093483850759,0.8112871240874798,-0.08839331641957418,0.10934563916374987,-0.12800162840974777,7.888546875000001,6.069467241379311,-1.8190796336206905,0.6615247864483651,769.5,780.0
RB1,0.013064761308375326,0.8246771098978799,-0.009891836715556645,0.172676965761624,-0.08505945344087024,10.16144375,10.328175862068967,0.1667321120689671,0.22158373503304518,785.5,769.0
ACTA2,-0.01230858728172948,0.8346743858253931,-0.11077012268868731,0.019421835334562543,0.13718585639245928,12.093228125,10.625750689655172,-1.4674774353448274,0.00021695673258417084,668.0,823.0
CARS,-0.011517957272598304,0.8451556745999665,-0.12745223511167514,0.048811607213279776,0.07819997497279585,9.091337500000002,9.539331379310346,0.44799387931034396,0.02072503235244344,671.5,805.0
PIK3CA,-0.010283438240619478,0.8615755368481517,-0.042339739614376024,-0.07952209205299415,0.008713611923594322,8.609346875,8.059056896551724,-0.5502899784482764,0.0337372440940416,757.0,783.0
CDH2,0.0014975703985742814,0.9797418335062137,-0.06900430899133991,0.14047949027159848,-0.051865805981124745,9.51611875,10.522626896551726,1.0065081465517256,0.2969098948106572,813.0,708.0
