gene,loading,n_mean,t_mean,expr_delta,pc1_shift,direction,abs_gap
PDPK1,-0.0165546816057999,0.8688707610858555,0.127958916083916,0.7409118450019394,-0.0122655596919728,restore_normal,0.7409118450019395
SLC16A4,-0.0160805554657817,0.8251556627857565,0.0640224358974358,0.7611332268883206,-0.0122394450718271,restore_normal,0.7611332268883206
WIPI2,0.016120251187841,0.1843714241980837,0.942805944055944,-0.7584345198578604,-0.0122261549696383,restore_normal,0.7584345198578603
GPC5,-0.0159538671347422,0.8032606496680157,0.0385678904428903,0.7646927592251253,-0.0121998066795771,restore_normal,0.7646927592251254
TCEAL2,-0.016443844464692,0.8279226443995116,0.0879807692307692,0.7399418751687423,-0.0121674891081873,restore_normal,0.7399418751687423
ZNF710,0.016531940339798,0.0870068537652892,0.8215661421911423,-0.734559288425853,-0.0121436903323007,restore_normal,0.7345592884258532
CHMP3,0.0162117701433772,0.1836510456193382,0.9325961538461538,-0.7489451082268156,-0.0121417259445799,restore_normal,0.7489451082268156
FHAD1,0.0162711868483424,0.1621205033872778,0.907100815850816,-0.7449803124635381,-0.0121217138624307,restore_normal,0.7449803124635382
FARSB,0.0162329719154904,0.1547925513069036,0.9004254079254077,-0.745632856618504,-0.012103837220755,restore_normal,0.7456328566185041
LUZP6,0.0161662040972586,0.2208987926968812,0.9695687645687646,-0.7486699718718834,-0.0121031515667697,restore_normal,0.7486699718718834
HGH1,0.0163614647051166,0.1117940851887808,0.8512762237762239,-0.739482138587443,-0.0120990109105626,restore_normal,0.7394821385874432
LIMD1,0.0165071884062486,0.0931257900883185,0.8256643356643356,-0.732538545576017,-0.0120921517866626,restore_normal,0.7325385455760172
