gene,spearman_r,p
TGFB2,0.8214285714285715,0.023448808345691494
DISP1,-0.8214285714285715,0.023448808345691494
GALNT12,0.8214285714285715,0.023448808345691494
GAL3ST3,-0.8214285714285715,0.023448808345691494
DIRAS1,-0.8214285714285715,0.023448808345691494
PAPPA,-0.8214285714285715,0.023448808345691494
ABRACL,0.8214285714285715,0.023448808345691494
PAQR5,-0.8214285714285715,0.023448808345691494
MBOAT2,0.8214285714285715,0.023448808345691494
TDRD9,-0.8214285714285715,0.023448808345691494
ABHD6,-0.8214285714285715,0.023448808345691494
GALNT3,0.8214285714285715,0.023448808345691494
BAZ1A,0.8214285714285715,0.023448808345691494
NRSN2,-0.8214285714285715,0.023448808345691494
BCL2,-0.8214285714285715,0.023448808345691494
NR2C2AP,-0.8214285714285715,0.023448808345691494
PTGER1,-0.8214285714285715,0.023448808345691494
SERPINA6,-0.8214285714285715,0.023448808345691494
ZDHHC20,0.8214285714285715,0.023448808345691494
SLC9A7,0.8214285714285715,0.023448808345691494
LINC00324,-0.8214285714285715,0.023448808345691494
CFAP43,-0.8214285714285715,0.023448808345691494
GAPT,-0.8214285714285715,0.023448808345691494
FAM110B,-0.8214285714285715,0.023448808345691494
FAXC,-0.8214285714285715,0.023448808345691494
SMARCD3,-0.8214285714285715,0.023448808345691494
TLR10,-0.8214285714285715,0.023448808345691494
ZDHHC9,0.8214285714285715,0.023448808345691494
GAREML,-0.8214285714285715,0.023448808345691494
SERPINH1,0.8214285714285715,0.023448808345691494
UBXN6,-0.8214285714285715,0.023448808345691494
LY6D,0.8214285714285715,0.023448808345691494
CLIC3,0.8214285714285715,0.023448808345691494
LST1,-0.8214285714285715,0.023448808345691494
EMID1,-0.8214285714285715,0.023448808345691494
IFT20,-0.8214285714285715,0.023448808345691494
UBE2A,0.8214285714285715,0.023448808345691494
DYNLL1,0.8214285714285715,0.023448808345691494
PPIE,-0.8214285714285715,0.023448808345691494
FRZB,-0.8214285714285715,0.023448808345691494
ZHX1,0.8214285714285715,0.023448808345691494
IGF1,-0.8214285714285715,0.023448808345691494
ATP1B3,0.8214285714285715,0.023448808345691494
SLIT3,-0.8214285714285715,0.023448808345691494
PSMC1,0.8214285714285715,0.023448808345691494
SF3B5,-0.8214285714285715,0.023448808345691494
SNORA5A,-0.8214285714285715,0.023448808345691494
LRRC4B,-0.8214285714285715,0.023448808345691494
PCNXL2,-0.8214285714285715,0.023448808345691494
ATP6V0E2,-0.8214285714285715,0.023448808345691494
ATP6V0E2-AS1,-0.8214285714285715,0.023448808345691494
CLDN16,-0.8214285714285715,0.023448808345691494
KLHL14,-0.8214285714285715,0.023448808345691494
KPNA1,0.8214285714285715,0.023448808345691494
LPCAT1,0.8214285714285715,0.023448808345691494
ZNF239,-0.8214285714285715,0.023448808345691494
ASB2,-0.8214285714285715,0.023448808345691494
RHPN2,0.8214285714285715,0.023448808345691494
