sample_id,depth_s1_TF,depth_s2_metabolic,metab_score,depth_combined
GSM363298,0.4530084264232008,0.6435680422944025,0.6327114941850169,0.6404200537564618
GSM363309,0.3761011349308662,0.5339835703261091,0.39169962807721814,0.48282972717926737
GSM363310,0.26849211932400185,0.4021645174769608,0.3646319145167958,0.3743726218817469
GSM363311,0.19249903797973825,0.3118656220056157,0.2837239506464373,0.27830643106967945
GSM363312,0.15992411996694528,0.174972529141053,0.12100773363244577,0.15493058402840212
GSM363313,0.1320802304296252,0.15647495170490008,0.20446897691717347,0.16330531282087232
GSM363314,0.3841782078746243,0.4951870850993669,0.3617391817698803,0.4607091435900355
GSM363315,0.3662030028405568,0.47921750176289407,0.34603577542948205,0.44129986417754646
GSM363316,0.44434495109299643,0.6290620040782329,0.42787354625420604,0.5625683308411381
GSM363317,0.4857992376188173,0.6573987258239438,0.5049737292638291,0.6175402523402185
GSM363326,0.43422617479504266,0.5251859799897015,0.3437924316665685,0.48837162363931047
GSM363327,0.12994039435390875,0.1578520247947428,0.0924051006552924,0.12558266990113867
GSM363328,0.21433585287548373,0.3726893703653774,0.35102426353385696,0.3346321339897429
GSM363329,0.42413288905529567,0.45456953144656775,0.18193222740421522,0.40164600110195225
GSM363330,0.55417981535284,0.699527960516919,0.8256685754767106,0.7708668810253356
GSM363331,0.34906826296371846,0.43544248717639356,0.38123561013046803,0.4280293184361644
GSM363332,0.5693840601266269,0.6841639482490993,0.37692602869118597,0.6216552760979916
GSM363333,0.3736231123607548,0.5003783324911746,0.40405277761379077,0.47235383237793344
GSM363334,0.31669515641098955,0.4353494971866708,0.44063994332605216,0.4338405475358101
GSM363335,0.08842563761303436,0.06706173443240976,0.042033177873546324,0.054357516569275365
GSM363336,0.17903682434957754,0.2216589725696161,0.20635810850699587,0.21040883919483466
GSM363337,0.43764364204010897,0.6329876652868844,0.6556910089143396,0.637199242667701
GSM363339,0.4688050539570969,0.5507393048366984,0.3605289568451502,0.5191387557445585
GSM363341,0.4466408766149069,0.5293902965201505,0.44679437983352055,0.5297485068911475
GSM363343,0.340565466715135,0.39042056608172404,0.3071019540704879,0.38153277751088605
GSM363344,0.23077182250204742,0.2809396239696199,0.22046756006848123,0.26126928041152436
GSM363346,0.2801752091481022,0.36425261205489345,0.33191156502745145,0.3532422911435343
GSM363348,0.5521051317770704,0.7374080305579489,0.8256980931578016,0.7852286715465259
GSM363350,0.4507902437664462,0.666373234951882,0.5593600566739478,0.6241922743599739
GSM363352,0.4387934398582501,0.4819889611372629,0.34485506818584355,0.4733081964106484
GSM363354,0.5798996501069964,0.8088458311934357,0.8159720172383259,0.8227186687453485
GSM363355,0.39379258254184857,0.4971588142349157,0.41417734222799474,0.4831259100458494
GSM363357,0.5353612819941425,0.6596421613740965,0.4590589763268196,0.624499492097799
GSM363358,0.2008253569182243,0.36563928640209564,0.48389810496487407,0.37026285026532274
GSM363360,0.38669625899942117,0.5374190006749531,0.30624594131884997,0.46029436388532163
GSM363362,0.3769694706417508,0.39252926999682053,0.2619841785229353,0.38303234197157626
GSM363364,0.11765955208553397,0.11721579926135074,0.1694757659838243,0.1296244082144525
GSM363366,0.10221413477165261,0.11200798980828362,0.11097172206151507,0.10137003298393003
GSM363368,0.21818849865216747,0.34383732329876954,0.27730385500915045,0.3001066524888158
GSM363371,0.22122837648111315,0.2172855743054928,0.22799456874667945,0.2340452999355385
GSM363376,0.27305851965885,0.3518620114947216,0.31495365724068736,0.3395353427170395
GSM363378,0.35298309745363465,0.44694728031486597,0.3486038136843971,0.4234698442895383
GSM363384,0.4879034056421843,0.6254049485512596,0.5980429777436687,0.6365932328704793
GSM363386,0.46674229028318925,0.629431863037762,0.4978747269614502,0.5957041591230241
GSM363388,0.44814257304856564,0.5542605565892356,0.6293759962217367,0.6012661684669754
GSM363391,0.19471619949989355,0.23119698293587196,0.18153373870948675,0.2127307506654401
GSM363393,0.2389468189588529,0.2700732041959014,0.47619399020012976,0.3456612772231111
GSM363400,0.27529178325788495,0.4088315422645718,0.29914693901647105,0.3581583212388229
GSM363404,0.3699586506026331,0.3516772685676192,0.37431371391463497,0.40101156675246435
GSM712532,0.3921212309868051,0.5657492372799018,0.5485270677135604,0.5547953780927143
GSM712534,0.1995455987960557,0.27447654359825213,0.30270381958793313,0.27262159516575246
GSM712542,0.49473025771160567,0.6754025107725505,0.6211405631973552,0.6673580374961974
