,depth_s2_basal
GSM340547,0.1740771167705264
GSM340548,0.21448672308271177
GSM340551,0.7314193288405322
GSM340553,0.23944035906786643
GSM340556,0.3249032088573636
GSM340557,0.36676217765043007
GSM340560,0.4564033546841569
GSM340561,0.3851302311187701
GSM340562,0.4055999715025502
GSM340565,0.26404055988583197
GSM340570,0.47477530428819836
GSM340571,0.4763382112952315
GSM340573,0.8783993783993784
GSM340574,0.3889022470684363
GSM340576,0.6503746969363018
GSM340578,0.3279099124371331
GSM340579,0.643249777920265
GSM340581,0.2520410185166634
GSM340582,0.4101311773231546
GSM340583,0.2458077579854085
GSM340586,0.38035969124794344
GSM340588,0.5967193424213484
GSM340590,0.7720326473908139
GSM340591,0.41748262880068066
GSM340592,0.7807137943241098
GSM340598,0.3247790891057368
GSM340599,0.11339758617695579
GSM340600,0.41481711539018123
GSM340601,0.3916078350175771
GSM340602,0.3597201906657493
GSM340604,0.7416210818789617
GSM340606,0.5919293218720153
GSM340607,0.22834138163651033
GSM340608,0.13954121332344827
GSM340610,0.15981559033134987
GSM340615,0.14349133833374542
GSM340616,0.24588846365350675
GSM340617,0.13506900612917827
GSM340621,0.1639811159868466
GSM340624,0.14222509423082483
GSM340628,0.6459609317775508
GSM340629,0.3421274682019669
GSM340631,0.08392610255074459
GSM340635,0.22672671168373143
GSM340637,0.1964503977397958
GSM340638,0.0922309940934582
GSM340642,0.21163920447588075
GSM340643,0.09284213080774698
GSM340644,0.17825154787905517
GSM340645,0.18638445286009722
GSM340647,0.17648158908903921
GSM340650,0.30118409129870444
GSM340651,0.20654472875103244
GSM340657,0.17540959518036892
GSM340658,0.20534583213666313
GSM340660,0.8260909736554438
GSM340661,0.20287735187448666
GSM340663,0.24034593232300963
GSM340664,0.12388542689402296
GSM340667,0.04422503634538035
GSM340668,0.03224553224553234
GSM340669,0.23930956022646566
GSM340670,0.3213694137762908
GSM340671,0.14731734359241505
GSM340672,0.3633246727802601
GSM340674,0.8349969832777855
GSM340675,0.1955292399418473
GSM340682,0.20510371513236864
GSM340684,0.2948751344166818
GSM340686,0.2170665215077824
GSM340687,0.664539933164575
GSM340690,0.19689511380055788
GSM340692,0.15257879656160467
GSM340695,0.23800936408386256
GSM340696,0.4994923891772027
GSM340699,0.5366270151370436
GSM340701,0.4870486883380868
GSM340702,0.27211557942216946
GSM340703,0.17537898268557303
GSM340704,0.49730721363959207
GSM340705,0.6645115470330372
GSM340706,0.22638106878794537
GSM340711,0.35112865485358313
GSM340714,0.6817953615947885
GSM340715,0.2571833610515559
GSM340716,0.18523230987414366
GSM340719,0.19619213960188192
GSM340720,0.8059050945870432
GSM340722,0.26170065210179805
GSM340723,0.2541171022546381
GSM340724,0.35744262105293645
GSM340726,0.23419727359555453
GSM340727,0.3389298539728339
GSM340728,0.8166895982082227
GSM340731,0.4469780458319141
GSM340732,0.5011510298043249
GSM340733,0.47807087850067786
GSM340735,0.23434643993383253
GSM340738,0.09891787613850658
GSM340739,0.2030944222921301
GSM340742,0.341851955748804
GSM340745,0.21956171812905326
GSM340746,0.9308986937926766
GSM340748,0.11198161914494306
GSM340750,0.4641844942704541
GSM340758,0.38474284391189867
GSM340759,0.6363541743197904
GSM340766,0.7517443556125507
GSM340768,0.2613076989867822
GSM340769,0.524684246030951
GSM340770,0.21098688004132138
GSM340773,0.31016635386262914
GSM340774,0.2874324020455828
GSM340775,0.2534725700914814
GSM340776,0.17373147387474036
GSM340777,0.15389290747456943
GSM340781,0.11935756061830546
GSM340782,0.16360820014115154
GSM340783,0.4252403915727698
GSM340784,0.41397276712463
GSM340786,0.19198264327204143
GSM340789,0.3692445726829683
GSM340790,0.17483185391494852
