gene,raw_r,raw_p,clean_r,clean_p,delta_r,depth_confounded
ADCY2,0.051,0.6472505386433322,0.1024,0.356798621951657,0.0515,False
TTPA,0.1001,0.3678621822327854,0.1024,0.35703827188106063,0.0023,False
UBE3B,-0.0958,0.3887458007449911,-0.1023,0.35727625796132945,-0.0065,False
KLHDC7B,0.0637,0.567108890608424,0.1022,0.35786290184070113,0.0385,False
MARS2,-0.1022,0.3581301790060882,-0.1022,0.3580394727700776,-0.0,False
OR10C1,0.079,0.47767808048120286,0.1022,0.3577061722436817,0.0232,False
GLIS3,-0.0494,0.6572324802922435,-0.1021,0.3585104481410466,-0.0526,False
MN1,-0.0226,0.8391922168595745,-0.102,0.3589067827990881,-0.0794,False
R3HCC1L,-0.0471,0.6721145528957745,-0.102,0.35885886392221633,-0.0549,False
ZBTB11,0.0916,0.41018911327694846,0.102,0.35866179150262156,0.0104,False
RNF126P1,-0.0745,0.503391257985861,-0.102,0.35872975332547624,-0.0275,False
KRT23,0.0515,0.6439852060055886,0.102,0.3586876015078892,0.0506,False
STX4,0.0595,0.5929348043751891,0.1019,0.3593922268607376,0.0424,False
ADRB3,0.0497,0.6557251868861058,0.1018,0.35990398436634885,0.0521,False
TRAPPC11,-0.0464,0.6769472309970167,-0.1018,0.36000190771436325,-0.0553,False
FAM76A,0.0503,0.6512748304545759,0.1018,0.35994153192559797,0.0514,False
BUB1B,-0.0845,0.4477338952562861,-0.1018,0.3599125302638895,-0.0173,False
RHPN1,-0.0481,0.6656354693549918,-0.1018,0.3595981521030496,-0.0537,False
PTGER4,0.0183,0.869286105966501,0.1018,0.3597917360595127,0.0835,False
NKPD1,-0.0467,0.6750524065662227,-0.1018,0.3596490358573528,-0.0551,False
DYDC1,-0.0744,0.5039484649300875,-0.1018,0.35989374873076974,-0.0274,False
INSL5,-0.0776,0.48548608829544687,-0.1018,0.35968104122991307,-0.0242,False
UBXN2B,-0.1017,0.36019503904713035,-0.1018,0.3598927586580435,-0.0001,False
FAM96A,0.0893,0.4220416603608328,0.1017,0.36040354835051797,0.0124,False
SNAI3-AS1,0.076,0.4948142759664834,0.1016,0.3608737685015702,0.0256,False
FIRRE,-0.1001,0.3679787912904667,-0.1016,0.3607572816152564,-0.0015,False
MON2,-0.0856,0.4416731294471076,-0.1016,0.36069118803316075,-0.016,False
ARSD,-0.0599,0.5905340831372973,-0.1016,0.3606988293100673,-0.0417,False
MKLN1,-0.0597,0.5919139000996549,-0.1015,0.36113731878699884,-0.0418,False
TAF6,-0.0197,0.8595280669625234,-0.1015,0.36133617002802715,-0.0818,False
FAM50A,0.0853,0.4433836803449948,0.1014,0.3616546393376205,0.0161,False
ATL1,-0.0285,0.798173527955501,-0.1014,0.3614772466542157,-0.073,False
GNB4,-0.0997,0.3700682065710807,-0.1013,0.36204694761787426,-0.0017,False
C17orf50,0.0989,0.3734769146731301,0.1013,0.3620527948663667,0.0024,False
KLHL5,-0.072,0.5179250573366012,-0.1013,0.3622157814557145,-0.0293,False
NPFFR1,0.0387,0.7284074343375294,0.1013,0.362036597145501,0.0626,False
CWC27,-0.0576,0.6049960583895839,-0.1013,0.3619756899405456,-0.0437,False
HIST1H2AB,-0.0856,0.44156195654342956,-0.1012,0.36246514736289187,-0.0156,False
HMGCS2,-0.0623,0.5755081945753959,-0.1012,0.36244313250013827,-0.0389,False
USP9Y,-0.0887,0.42528872615850216,-0.1012,0.362580628336235,-0.0125,False
PRDM12,0.0211,0.849494476587948,0.1012,0.36273931639708223,0.08,False
P2RY10,-0.099,0.37306540434088575,-0.1011,0.3629909835692017,-0.0021,False
SRRM2-AS1,0.101,0.36346361983886105,0.1011,0.3629577327768271,0.0001,False
IL19,-0.0599,0.5905513974162179,-0.1011,0.3630420175562197,-0.0412,False
PELO,-0.0622,0.5766987856859027,-0.101,0.3634926607551895,-0.0389,False
GIMAP1,-0.0832,0.45474129278000175,-0.101,0.3637270351430415,-0.0178,False
TREML5P,0.0238,0.8305438933444569,0.101,0.36339341711982737,0.0772,False
C1orf174,0.0462,0.678079800692239,0.1009,0.3642789162890116,0.0546,False
MMP3,-0.0743,0.5045539475067384,-0.1008,0.36476248097720565,-0.0265,False
C22orf31,-0.0597,0.5920257697244657,-0.1008,0.3646110832281148,-0.0411,False
TTC28-AS1,-0.0449,0.6868659906476815,-0.1008,0.3645976906964633,-0.0559,False
ATG16L1,0.0296,0.7907769968095725,0.1008,0.3646133568092179,0.0712,False
TEC,0.0981,0.37751539929232025,0.1008,0.36459743139327344,0.0027,False
SETD9,-0.0542,0.6261991644939839,-0.1008,0.36441808641930146,-0.0466,False
FDXR,-0.1002,0.3676366861238273,-0.1007,0.365129327872644,-0.0005,False
HPCA,-0.0488,0.6611928202869158,-0.1007,0.3650582172309798,-0.0519,False
NDUFA9,0.0768,0.4902318102122798,0.1006,0.3656410578645367,0.0238,False
SGPP1,-0.0593,0.5942421553496054,-0.1006,0.3653658319510651,-0.0413,False
AHSA1,-0.0858,0.44031846755318416,-0.1005,0.3659845108279441,-0.0147,False
TPTEP1,-0.0391,0.7257901398554347,-0.1005,0.36583482467301603,-0.0615,False
GTPBP8,0.0574,0.6065604411306297,0.1005,0.3658021536351027,0.0432,False
CD80,0.0345,0.7570097782365088,0.1005,0.36620058086279356,0.066,False
CATSPERD,0.0777,0.48485283097330134,0.1004,0.3664573020007073,0.0227,False
UCHL1,0.0738,0.5072137778301283,0.1004,0.36659828372325126,0.0266,False
POM121,0.025,0.8225781194885392,0.1004,0.3665837755929683,0.0754,False
GUCA1C,-0.1003,0.36695971284639367,-0.1004,0.3666754099179354,-0.0001,False
SYNGR4,0.0483,0.6643864912208316,0.1004,0.366545279400536,0.0521,False
TXNIP,-0.0956,0.38977644667581934,-0.1004,0.3662871327070543,-0.0048,False
SV2A,-0.058,0.6026408556677407,-0.1004,0.3664343119510119,-0.0424,False
CTRL,0.07,0.529714858500772,0.1002,0.3674782552960393,0.0302,False
PHF7,0.0431,0.6991173751826664,0.1002,0.3675152151405453,0.0571,False
SAP30BP,-0.0462,0.6783288122548103,-0.1001,0.3679251827647672,-0.0539,False
FMO9P,-0.0743,0.5046313198661301,-0.1001,0.36785225877246985,-0.0259,False
TTN,0.081,0.46661320590532035,0.1001,0.36815196044991083,0.019,False
SRD5A1,0.0567,0.6104554032893109,0.1001,0.3678170586287888,0.0434,False
UPF2,-0.0289,0.7957005454410192,-0.1,0.36821421418730776,-0.0712,False
NEK11,-0.0313,0.7784493289324641,-0.1,0.3682611512500226,-0.0687,False
KCTD18,-0.0621,0.5767562706172225,-0.1,0.3685640144362082,-0.0378,False
BRAF,0.0441,0.6925283237366755,0.1,0.36848953375922333,0.0559,False
PTPRCAP,-0.0531,0.6333795912214938,-0.0999,0.3687135791069088,-0.0468,False
SGTA,-0.0331,0.7665187047944174,-0.0999,0.3687261753688326,-0.0668,False
CTAG2,0.0552,0.6200126685800036,0.0998,0.36914001007639663,0.0446,False
P2RY4,-0.0997,0.3697115416097195,-0.0998,0.36944863789503735,-0.0001,False
TMC7,-0.0976,0.3802331334814863,-0.0998,0.36925355501028284,-0.0023,False
NLGN3,0.0211,0.8499109341253548,0.0997,0.36992135510050367,0.0786,False
EPX,-0.0612,0.5823450539761753,-0.0997,0.36962359579791426,-0.0385,False
IL34,0.0381,0.7325743471117735,0.0997,0.36997984418227364,0.0616,False
LGI1,0.0952,0.3920463709627509,0.0996,0.37031985713202337,0.0044,False
SEC24A,0.0619,0.5785276436803799,0.0996,0.37053851386718745,0.0377,False
GCNT2,-0.0916,0.4104025134852176,-0.0996,0.3705169391411131,-0.008,False
ATG13,-0.0313,0.7786403760515974,-0.0995,0.3706013774262485,-0.0682,False
DACT1,-0.0995,0.3706503699711968,-0.0995,0.3706369265576925,-0.0,False
ERN1,0.0397,0.7218167022428104,0.0995,0.3710052995788725,0.0598,False
NR1I2,0.0484,0.6636589878844218,0.0994,0.37127143610163316,0.051,False
ALDH3B2,-0.085,0.44458403526223517,-0.0994,0.3714336518845753,-0.0143,False
ATP10D,-0.0268,0.809636469029536,-0.0994,0.3714969363194491,-0.0725,False
ERCC6L,-0.0777,0.48495365200803414,-0.0994,0.3713774915278313,-0.0217,False
LIPF,-0.0638,0.5663597029293832,-0.0993,0.37193225550939196,-0.0354,False
SENP6,0.035,0.7536072647899057,0.0993,0.37165490682545155,0.0644,False
PRIMPOL,-0.0846,0.44701382215181396,-0.0993,0.37165772759462085,-0.0147,False
ITGAE,-0.0651,0.5586200203696425,-0.0993,0.371762488876054,-0.0342,False
PDE4DIP,0.0715,0.5209027611874997,0.0993,0.3718713627016371,0.0278,False
CISD3,0.0473,0.6712259189672549,0.0992,0.37219267721945254,0.0519,False
BTBD9,0.0496,0.6558106571850414,0.0992,0.372244221568952,0.0496,False
DCDC2,-0.0333,0.7650037153014331,-0.0992,0.37227172373864315,-0.0659,False
PUS1,-0.027,0.8088604364829969,-0.0992,0.37214858646549315,-0.0723,False
UCMA,-0.0973,0.38149755091112153,-0.0992,0.37204388436406083,-0.0019,False
UBE2NL,0.0249,0.8229709747523639,0.0992,0.3721897005162014,0.0743,False
WISP1,-0.0447,0.6880121136495945,-0.0991,0.3727915661728162,-0.0544,False
C22orf39,-0.0991,0.3728627353377335,-0.0991,0.3728229218960444,-0.0,False
PCYT1B,0.074,0.5062166702778798,0.0991,0.37283587434832666,0.0251,False
CLLU1,0.0865,0.43681234222544435,0.0991,0.3725643552638668,0.0126,False
ZNF165,-0.0797,0.473909348311998,-0.099,0.37323738130034734,-0.0193,False
SYT16,-0.0704,0.5270156085617045,-0.099,0.3732395922679184,-0.0286,False
MYCNOS,0.0507,0.6491346887855608,0.099,0.37346699964603125,0.0483,False
HEBP2,-0.0629,0.5723221417983535,-0.099,0.3734325113622482,-0.0361,False
DPP7,-0.0702,0.5282544325965453,-0.099,0.3730228671202324,-0.0288,False
HIST1H2BA,-0.0844,0.4483432438926245,-0.099,0.37312346347480174,-0.0147,False
ZC2HC1B,-0.0811,0.4660301792490559,-0.099,0.37332970693870016,-0.0179,False
LRTM1,-0.0851,0.44454445328835773,-0.0989,0.37370847054922485,-0.0138,False
NAA30,0.0644,0.5630262699287891,0.0989,0.37367400414018354,0.0345,False
ARL1,-0.0888,0.42466545154566826,-0.0989,0.3739064740489771,-0.0101,False
RAB1B,0.0181,0.8707761345567296,0.0989,0.37379123986333035,0.0808,False
CENPV,0.0396,0.7219454658239131,0.0988,0.37401810356315124,0.0592,False
PRMT2,-0.0956,0.39008048504593046,-0.0987,0.3746923863530359,-0.0031,False
IGF2R,0.0951,0.39246593558939835,0.0987,0.37472804099192464,0.0036,False
POU3F1,-0.0608,0.5847794335851006,-0.0986,0.37514723204586475,-0.0378,False
C17orf67,-0.032,0.7741795883665247,-0.0986,0.3754057879887216,-0.0666,False
DAPP1,-0.0348,0.7544871339260416,-0.0986,0.3750828087782486,-0.0638,False
GTSF1L,0.0184,0.8689281790637113,0.0986,0.3752011719811727,0.0802,False
AGAP4,0.0956,0.38969638836867393,0.0986,0.3752845981293958,0.0029,False
TGFB1I1,-0.0958,0.38911758833629484,-0.0986,0.3754128266388843,-0.0028,False
ZNF160,-0.0188,0.8660514623898955,-0.0985,0.37543049516845056,-0.0797,False
HINT3,-0.0734,0.5097378565149017,-0.0985,0.3754483874464794,-0.0252,False
COL20A1,0.0759,0.4951701266723639,0.0984,0.37634881567176737,0.0224,False
FBXO18,0.048,0.6664343080221014,0.0984,0.37638452568295433,0.0503,False
C1orf68,0.0348,0.7550055760891162,0.0984,0.37633368034019016,0.0636,False
TAF7L,0.0945,0.39529790730288317,0.0984,0.376030092572071,0.0039,False
NEUROD2,0.0726,0.5143434004735171,0.0984,0.3760569369057706,0.0258,False
CDO1,0.0425,0.7027034391580808,0.0983,0.3768516720741988,0.0557,False
MRAP2,-0.0861,0.4387663315063776,-0.0983,0.3765754448638436,-0.0122,False
PLAC8,-0.0962,0.3870379311252459,-0.0983,0.3766791518206768,-0.0021,False
CUX2,-0.0857,0.44115944183968275,-0.0982,0.3771309982857178,-0.0125,False
BTF3P11,-0.0846,0.4468518373350914,-0.0982,0.37729017118222136,-0.0135,False
COX8A,-0.0767,0.4905556097152306,-0.0982,0.37691544316928105,-0.0215,False
TBR1,-0.0981,0.37742843052210995,-0.0982,0.37699863676012524,-0.0001,False
HPCAL1,0.0567,0.6109201319141041,0.0981,0.3776230653526088,0.0414,False
SYT4,-0.0927,0.4043168405062764,-0.0981,0.37772632609641554,-0.0053,False
MARK3,-0.0544,0.62510848336491,-0.0981,0.37761440242165584,-0.0437,False
DGKQ,-0.0692,0.5340474166301098,-0.098,0.37822779342135554,-0.0287,False
BCCIP,-0.0582,0.6012863552101948,-0.098,0.3780683436349902,-0.0398,False
NFIA,0.0921,0.4076441130334277,0.098,0.37829965618113465,0.0059,False
HS6ST2,0.0328,0.7681811614524222,0.098,0.3781539968192755,0.0651,False
ACAT2,-0.03,0.7880774932529021,-0.098,0.3779957768468379,-0.0681,False
UFD1L,0.0356,0.7494547727421066,0.0979,0.37877300195295466,0.0623,False
FAM86B3P,-0.0641,0.5651031290522006,-0.0979,0.37877236672414577,-0.0338,False
GRPEL2,0.0979,0.37876762819274984,0.0979,0.37848880641388305,0.0001,False
MRPS31,0.0785,0.48051188720043414,0.0978,0.3789138866551607,0.0193,False
ZNF581,-0.0872,0.4331985353433424,-0.0978,0.37911358398726536,-0.0106,False
CD200R1,0.0337,0.7626424904628164,0.0978,0.37926664800512067,0.0641,False
SF3B5,0.0967,0.38469246647490507,0.0978,0.3792700538036139,0.0011,False
RUSC1-AS1,0.0866,0.43610491076138547,0.0978,0.3791636492009951,0.0111,False
CCDC36,0.0789,0.4784580274254393,0.0977,0.37978583888720713,0.0188,False
SLMAP,-0.0409,0.7135856782251485,-0.0977,0.3793507098385688,-0.0569,False
VSIG2,0.0893,0.42187057289416985,0.0976,0.38025464931382313,0.0082,False
SIKE1,-0.07,0.5296897247957016,-0.0975,0.38033347199557554,-0.0276,False
CD52,0.0792,0.476557335620548,0.0975,0.3803401580474503,0.0183,False
NR2F6,-0.0926,0.4050955422471965,-0.0974,0.38082698957349814,-0.0049,False
SH3TC2,0.0962,0.38690331798094957,0.0974,0.381120035190693,0.0012,False
C9orf78,-0.0357,0.748675363154791,-0.0974,0.3810014126056688,-0.0617,False
C10orf10,0.0921,0.4074597685417019,0.0974,0.3811558898175765,0.0052,False
AURKAIP1,0.0514,0.6447280476159315,0.0971,0.38248043815209976,0.0457,False
FKRP,-0.0275,0.80524912513819,-0.0971,0.382490451654946,-0.0696,False
INPP4B,-0.0951,0.3926553882711598,-0.0971,0.3824274377021173,-0.0021,False
C1QBP,0.0729,0.5122117652298543,0.0971,0.3823277865279226,0.0242,False
ZDHHC23,-0.0775,0.48603156875952097,-0.0971,0.3825869663803453,-0.0196,False
ADAMTS13,-0.084,0.4503154726495152,-0.0971,0.38239853208865215,-0.0131,False
LINC00494,0.0219,0.8443357147315762,0.0971,0.3824195621815729,0.0752,False
STX2,-0.093,0.4030817370943678,-0.097,0.3830352379731569,-0.004,False
MC4R,0.0605,0.5868755649527103,0.097,0.3828777914411459,0.0365,False
FOXJ2,-0.0946,0.3950147798909006,-0.097,0.3829938619825462,-0.0024,False
ZNF623,0.0743,0.5045273803166579,0.097,0.38277977786247297,0.0228,False
CCDC144A,-0.069,0.5355666107434569,-0.0969,0.38356854732989715,-0.0279,False
KCNA4,0.0604,0.5873889779817308,0.0969,0.38349095985989434,0.0365,False
PAX8-AS1,-0.0786,0.4802536246943813,-0.0969,0.3833378220152521,-0.0184,False
ITGB2,-0.0189,0.8653803439975952,-0.0969,0.38364752376965156,-0.078,False
PSMB4,0.0843,0.4488013012369487,0.0968,0.38406368760114634,0.0125,False
FSTL1,0.0525,0.6372585932206555,0.0968,0.38399927160849373,0.0443,False
PIK3CA,0.089,0.4234997306622462,0.0967,0.38442435873968805,0.0077,False
EPB41L1,0.0418,0.7076005130266977,0.0967,0.3845018596327257,0.0549,False
GGT1,0.0189,0.8651354812548077,0.0967,0.3846827957501465,0.0777,False
PSMB1,-0.0561,0.6143019672954634,-0.0967,0.3845568076493865,-0.0406,False
PRSS36,0.0733,0.5103486267442713,0.0967,0.38434648711139774,0.0235,False
ATP5G1,0.0656,0.555456159258393,0.0967,0.3844329410672304,0.0311,False
GSTM2,-0.0444,0.6900170887702706,-0.0966,0.385033883281786,-0.0522,False
CLDN8,-0.0856,0.44172865327687155,-0.0966,0.38516512006327697,-0.011,False
ZNF124,0.0921,0.4078635939187256,0.0966,0.3852239219650234,0.0045,False
GAPT,0.0744,0.5038412851233662,0.0966,0.3848691784267177,0.0222,False
MAGEA10,0.0351,0.7525103953252353,0.0966,0.3849763690904806,0.0615,False
CEBPZ,-0.0317,0.7762624606786318,-0.0966,0.38474957111915636,-0.065,False
CD99L2,0.0474,0.6705663482780356,0.0966,0.38502214290834813,0.0492,False
C19orf45,-0.0281,0.8012018934056654,-0.0966,0.385164442957309,-0.0685,False
RNF113A,0.0417,0.7080532131704681,0.0965,0.38535399602396303,0.0548,False
PPARD,0.0621,0.5768302488808771,0.0965,0.38557679193812455,0.0343,False
ZNF282,0.0846,0.4468792478250546,0.0965,0.3856555380723695,0.0118,False
CLCNKA,0.0918,0.40906885938263315,0.0965,0.3852952475955905,0.0047,False
ZNF251,0.083,0.45579424949442615,0.0965,0.38548271968845393,0.0135,False
MAN1B1,-0.0315,0.7775126611745864,-0.0964,0.38575539993715374,-0.065,False
SLCO5A1,0.0841,0.44982376528152246,0.0964,0.385754080334709,0.0124,False
ZSCAN9,-0.0829,0.4560723658231614,-0.0964,0.3858995705646389,-0.0135,False
NGFR,-0.0593,0.5941779365057438,-0.0964,0.38585510529907135,-0.0371,False
KBTBD11,-0.0108,0.9225220159120644,-0.0964,0.38614136345051225,-0.0855,False
AP1S2,-0.0689,0.5360016581044764,-0.0963,0.3864786013337149,-0.0274,False
GZMA,-0.0763,0.49272685571270175,-0.0963,0.3862603204140304,-0.02,False
RC3H1,-0.0512,0.6458263385508447,-0.0963,0.3865484417572814,-0.0451,False
UTP23,-0.0956,0.39001239089286266,-0.0963,0.38658128740424474,-0.0007,False
GRPR,0.0277,0.8040020127511301,0.0962,0.3870122317922498,0.0685,False
BRMS1L,0.0819,0.46196075226365785,0.0962,0.3868710091679407,0.0144,False
HRH3,0.0153,0.8910371691833288,0.0962,0.3869069520335091,0.0809,False
DLC1,-0.053,0.6342271829115383,-0.0961,0.3876410609117926,-0.0431,False
CD58,-0.0714,0.5212264457347275,-0.0961,0.38745705454631285,-0.0247,False
ZNF267,-0.0737,0.507811152118688,-0.0961,0.3874811991509604,-0.0224,False
OAZ1,0.0716,0.5202945094017746,0.0961,0.3874889859923699,0.0245,False
TMEM208,0.0961,0.38762332690520135,0.0961,0.38744691282886756,0.0,False
HIP1R,-0.023,0.8366413650607932,-0.0961,0.3876484126289811,-0.0731,False
THAP11,-0.0297,0.789824545650598,-0.0961,0.38747659596612705,-0.0664,False
TTLL12,-0.0411,0.712351606776733,-0.0961,0.3872213770435953,-0.0551,False
BAALC,-0.0694,0.533250277118303,-0.0961,0.38759509159975675,-0.0267,False
GPR143,0.0935,0.4007186928210086,0.096,0.38774778723404885,0.0026,False
PSAPL1,0.0344,0.757517899782993,0.096,0.38819933347681596,0.0616,False
HELZ,0.0468,0.6742278373737115,0.096,0.3877069467712212,0.0492,False
PNLIPRP2,0.0693,0.5334452818892821,0.0959,0.3884470747758534,0.0266,False
PRRT2,-0.0502,0.6519663195406982,-0.0959,0.38834552216890833,-0.0457,False
RPS15A,-0.0897,0.4198350458746784,-0.0959,0.3885389531125848,-0.0062,False
NFKBIA,-0.0639,0.566134505157537,-0.0959,0.38862722062893945,-0.032,False
DNLZ,-0.0405,0.7160710983875217,-0.0959,0.3884197460962082,-0.0554,False
C1orf109,0.045,0.6861314554652271,0.0958,0.38885300231906,0.0508,False
CPS1-IT1,0.0493,0.6580464856671049,0.0958,0.38880820629142326,0.0465,False
ARHGAP24,0.0693,0.5336706964600486,0.0957,0.38956926801526504,0.0264,False
SERPINA5,0.0634,0.56895090430322,0.0957,0.389378183914232,0.0323,False
BMP2K,0.0661,0.5528837677122775,0.0956,0.390096232466312,0.0295,False
RSPH9,-0.0588,0.5972740318617799,-0.0956,0.3899327392358507,-0.0368,False
HNRNPLL,-0.095,0.39298503014420505,-0.0956,0.3900245398629342,-0.0006,False
PDE6B,0.0933,0.4015081136723699,0.0956,0.3899657524364321,0.0023,False
KCNA3,0.0923,0.40639329718667433,0.0956,0.38994448120571684,0.0033,False
RGS9BP,0.0928,0.4040528535047918,0.0956,0.3897996853883857,0.0028,False
SYTL5,-0.0886,0.42561053673309124,-0.0955,0.39036215818551945,-0.0069,False
AP2B1,-0.0205,0.8537325505153432,-0.0955,0.39059371420547967,-0.0749,False
TMEM167B,-0.0516,0.643341230673124,-0.0954,0.39104406966043975,-0.0438,False
NEXN,0.0946,0.394962736138807,0.0953,0.3912203777592667,0.0007,False
PRPS1,-0.0951,0.39255132034501145,-0.0953,0.3915230517642151,-0.0002,False
WDR87,0.0735,0.5090110078191158,0.0953,0.3913972764328214,0.0218,False
TFE3,-0.0229,0.8374955534839071,-0.0953,0.3913248989964337,-0.0725,False
TSHB,0.0486,0.6623756128341548,0.0953,0.3915326632614815,0.0466,False
DOPEY2,-0.0705,0.5265765275748829,-0.0952,0.3917872885500629,-0.0247,False
MYEF2,0.0279,0.8023780412938349,0.0952,0.39216921664415383,0.0673,False
GSG1L,0.0324,0.7709378408788153,0.0951,0.3925884814402983,0.0626,False
RNF19A,0.0761,0.4938936244808695,0.095,0.39316491917367596,0.0188,False
TCTE1,-0.0739,0.506666587034729,-0.095,0.39303589002913464,-0.0211,False
PRMT3,-0.038,0.7328160633714613,-0.0949,0.3933437464491842,-0.0569,False
RIPPLY2,0.0824,0.458829969654458,0.0949,0.39327714169239475,0.0125,False
ERICH6,0.0361,0.7456847568319644,0.0949,0.3935760805326598,0.0587,False
TRIM37,-0.0458,0.6808893065099191,-0.0949,0.39330961992084834,-0.0491,False
LRRK2,-0.0386,0.7291480187218894,-0.0949,0.3933400972566057,-0.0563,False
CIDEA,0.0632,0.5703173525876005,0.0949,0.39347531306617206,0.0317,False
S100A7,-0.0809,0.46720025872094906,-0.0948,0.3938496224519442,-0.0139,False
TAS2R40,0.0725,0.514574782938576,0.0948,0.3937441655732347,0.0223,False
MYBL2,0.0524,0.6377430188121406,0.0947,0.39442241605388123,0.0423,False
PIP5K1B,0.0939,0.3985026793173258,0.0947,0.3946580672327171,0.0008,False
MEX3B,-0.0924,0.40600765163927577,-0.0947,0.3943056179559996,-0.0023,False
MZT2B,-0.0359,0.7474923538082782,-0.0947,0.39424251106962105,-0.0589,False
USP14,-0.0246,0.82519158106473,-0.0947,0.3946522504872763,-0.07,False
SLC18A2,0.0707,0.5254445875215311,0.0947,0.3942133586117125,0.0241,False
FOXM1,-0.086,0.439491785895421,-0.0946,0.39516211524581296,-0.0086,False
FOLR1,0.0518,0.6421926935408618,0.0946,0.3948837521984092,0.0429,False
SIAH1,0.0918,0.40928921027718046,0.0946,0.3951648609448779,0.0028,False
TACSTD2,-0.0645,0.5623867939528787,-0.0945,0.39528656341394014,-0.03,False
HS3ST3A1,-0.0165,0.8825506768503978,-0.0945,0.3953666628654153,-0.0781,False
METTL23,-0.0937,0.39931755815081105,-0.0944,0.396083798704092,-0.0006,False
CNTF,-0.052,0.6403782819967581,-0.0944,0.3959849920015435,-0.0424,False
SMPD3,-0.0363,0.7443068221592793,-0.0943,0.3962291669175006,-0.058,False
AAED1,-0.0655,0.5566057497784109,-0.0943,0.3964486457990098,-0.0288,False
GCLM,0.0608,0.5850162219671056,0.0943,0.3966409403444893,0.0335,False
WFDC3,-0.06,0.5901491453919893,-0.0943,0.39630106383107616,-0.0344,False
