sample_id,depth_v2_metabolic,depth_pure_metab
TCGA-2Y-A9GY-01,0.6016290471948686,0.3502098609656087
TCGA-XR-A8TE-01,0.2954231759485393,0.23902443328715484
TCGA-ED-A4XI-01,0.2920218546974858,0.06431540029497795
TCGA-DD-AACG-01,0.5220593191211206,0.22028254021495897
TCGA-NI-A4U2-01,0.2097640139913971,0.17657263366013676
TCGA-DD-AAC9-01,0.21925191586260637,0.10625053310885813
TCGA-DD-AAE1-01,0.3578215866225926,0.21462408856845183
TCGA-DD-A11D-01,0.11353431994648977,0.06907028798173998
TCGA-DD-AADY-01,0.2603756574747154,0.23608902693379008
TCGA-ZP-A9D4-01,0.16127408419382486,0.1319744578472084
TCGA-DD-AAED-01,0.3713654535138671,0.20929859082865887
TCGA-DD-AACK-01,0.21600652620787097,0.13922002900132513
TCGA-DD-AAVQ-01,0.5233388089624276,0.20974213719955914
TCGA-BC-A112-01,0.5371551842231755,0.43374129010861484
TCGA-DD-A118-01,0.4050647317430826,0.1694653030852069
TCGA-DD-AACO-01,0.33655569803673346,0.15602831873028244
TCGA-DD-A1EB-01,0.15608411971867925,0.22043842852868267
TCGA-DD-A4NL-01,0.11979162531354438,0.03689023403863534
TCGA-EP-A3JL-01,0.3242653839517322,0.16256268622027148
TCGA-DD-AAD8-01,0.18264552154875652,0.055502710397898336
TCGA-5R-AA1C-01,0.19563365459433354,0.20661672358073602
TCGA-G3-A3CI-01,0.154356978856931,0.06762729163206271
TCGA-G3-A3CK-01,0.1718721149116622,0.13693464750145112
TCGA-MI-A75G-01,0.14212245106957525,0.06666666666692622
TCGA-G3-A5SJ-01,0.4624738453190066,0.2955495357176655
TCGA-5R-AAAM-01,0.09361986426216316,0.03920914623204175
TCGA-BC-A3KG-01,0.44959539134548926,0.31345845576473463
TCGA-2Y-A9GS-01,0.43161006783442984,0.2664790124327492
TCGA-BD-A3ER-01,0.2277772842774149,0.12132405062557905
TCGA-BC-A10X-01,0.24199527328142015,0.0305588154841
TCGA-MI-A75I-01,0.3512784723832364,0.1344245515266007
TCGA-CC-A7IF-01,0.3554034521654856,0.15117460373524128
TCGA-DD-AACE-01,0.12682929195192882,0.07607820299048684
