sample_id,s1_depth,stromal_score,immune_score
TCGA-HE-7130-01,0.8725517708494703,0.4141334726324891,0.5276379864399401
TCGA-AL-3466-01,0.5620982418091109,0.6100752798799342,0.4367151531964481
TCGA-BQ-5878-01,0.5012491572963114,0.26871721917873603,0.4183634737208434
TCGA-BQ-7060-01,0.5941872522161668,0.3935720422352214,0.5145804280314324
TCGA-P4-A5EB-01,0.4056491138599565,0.20071077040564708,0.3437997569721017
TCGA-2Z-A9JR-01,0.6737307499537579,0.4134526656873301,0.5760857557910158
TCGA-BQ-5885-01,0.4759053485482196,0.42863393136511435,0.45080678451498657
TCGA-2Z-A9J3-01,0.8672615302804496,0.12739972847271208,0.17184464487278417
TCGA-BQ-7044-01,0.5837752686729769,0.21426393300912697,0.4915841415575213
TCGA-B1-5398-01,0.4506263295281527,0.33238228072315357,0.8378731487395521
TCGA-BQ-5880-01,0.4181308152491863,0.7355824048196096,0.7072095231055078
TCGA-B3-4104-01,0.7981235819303942,0.7073948759830934,0.38431963401294206
TCGA-BQ-5890-01,0.2308686987975647,0.13070631566107893,0.47670428920153785
TCGA-2Z-A9JT-01,0.6391997646279198,0.40084348467090586,0.6733484111407444
TCGA-F9-A7Q0-01,0.7652102046108016,0.38735064673345254,0.5322626595026316
TCGA-BQ-5876-01,0.2514490335709037,0.44040585904976076,0.253630260378728
TCGA-IA-A83T-01,0.7271923322786729,0.46893810026357274,0.7658011739426916
TCGA-EV-5903-01,0.8111847178449316,0.7500901555448314,0.6344772366913985
TCGA-KV-A6GD-01,0.5095748746191158,0.7561703515535922,0.8158162489815003
TCGA-P4-AAVO-01,0.4529548077900095,0.23443623616510134,0.20743419517150233
TCGA-B1-A655-01,0.3106067368626658,0.26962871825331597,0.4925301729185856
TCGA-IZ-A6M8-01,0.7649956872844451,0.29346425332647447,0.5485843998681036
TCGA-2Z-A9J2-01,0.3368177570859204,0.3219262262479914,0.5804728827876279
TCGA-SX-A71S-01,0.7602374146348734,0.4330310029008876,0.36639155066915735
TCGA-P4-A5E7-01,0.835427234783556,0.5552394955532104,0.4859577882301737
TCGA-G7-6795-01,0.678805120272735,0.35107961264935345,0.4441745980197296
TCGA-B9-A5W8-01,0.5221026760387398,0.2402068539427141,0.6683649272369822
TCGA-MH-A560-01,0.4371382288642558,0.3223418698259998,0.34548915801547697
TCGA-DW-7836-01,0.7714651085097262,0.60822245085197,0.2914773288858507
TCGA-AL-3467-01,0.5083527242709343,0.13941494354671932,0.0
TCGA-G7-6796-01,0.5744701673495523,0.4601658331698161,0.6903802979625027
TCGA-A4-A5XZ-01,0.5184901899974717,0.28924749288036355,0.4844220446071644
TCGA-GL-6846-01,0.6323762829328383,0.5259601565524521,0.4213485805791971
TCGA-Y8-A894-01,0.636155109891212,0.13773513361582065,0.12259204287125083
TCGA-B9-A8YI-01,0.1291899110261232,0.1661566691238471,0.37959030778827163
TCGA-DW-7963-01,0.5695436705535584,0.35018203465154907,0.5598595322003659
TCGA-A4-A7UZ-01,0.8707040114422635,0.514776228634462,0.7509304579738649
TCGA-GL-A59R-01,0.7490621440727299,0.3304525543187156,0.2930105807669082
TCGA-AL-7173-01,0.8021671221044129,0.6968473401462644,0.6301382833725228
