gene,r,p_value
PCDH7,0.7685022603864233,0.0435231999799294
CFAP126,-0.7684998645557004,0.04352426543827584
TMEM56,-0.7683097135737573,0.043608874000528264
CCDC85C,0.7680898517519223,0.0437068154299041
LIMCH1,0.7676426088662174,0.0439064215688222
WRN,-0.7673128842238937,0.04405389982164075
EDNRA,0.7671079701452783,0.044145690449042166
SNX1,-0.7670551976428763,0.044169346769089526
LGALS7,0.7668808116374317,0.04424756839624326
TSPAN33,-0.7668796057164152,0.04424810958292076
LOC101927746,-0.7666076832091842,0.04437023457557434
PIM2,-0.7663856211220921,0.044470103913496976
SALL4,0.7663236684350605,0.044497988331711105
PDPN,0.7659176299503605,0.04468098131382976
SPTLC2,0.765679939728843,0.04478829514761221
LYPD3,0.7655652460375778,0.04484012844295825
RAB15,0.7655103033216692,0.04486497028659311
STYK1,0.7654460739254507,0.04489402061788889
SEC13,0.7654161052858788,0.04490757868299614
SNORA47,-0.765273480430197,0.044972134246962
NEFL,-0.7648400696250671,0.04516861997377569
TMEM51-AS1,0.7648124322473231,0.0451811652978971
RAB1B,0.764689376743988,0.04523704665703423
ZNF654,0.7644344029703145,0.045352955042894355
SMYD2,-0.7644334317578435,0.04535339685777762
FAM83H-AS1,0.7642541282814361,0.0454350044836752
CTSF,-0.7642277616782711,0.0454470117033674
OSGEPL1,-0.7641324605929627,0.0454904258961324
EPHA1,0.7638893697386523,0.045601268636545116
ICE1,0.7638634658016727,0.045613088865966864
VILL,0.7636484277582137,0.04571127795299418
SERPINA5,-0.7634077521208379,0.045821311192750916
FKBP10,-0.763309021518033,0.04586649139823891
CLCN5,-0.7632301720830225,0.04590259134628622
SYT12,0.7629283030512479,0.0460409415652146
SMIM20,-0.762842605114134,0.046080259677647145
HS1BP3,-0.7621925251306303,0.0463791164424822
FUT3,0.7621191114425089,0.04641293313729728
PITPNA-AS1,-0.7618380330588584,0.0465425320399872
HIST1H4K,-0.7617283284542969,0.04659316823150203
OSBPL2,0.7616026444978756,0.04665121716898497
DYRK4,-0.7614796198990295,0.04670807629929723
MYH14,0.7612873707355299,0.04679700560861803
IRAK2,0.7612649698037114,0.04680737372319318
FBP1,0.7612294299219529,0.04682382569732611
BAG3,0.7612168735491495,0.04682963900031021
LINC01279,-0.7610517499698897,0.04690612418564702
GALNT3,0.7609614365928343,0.046947986312607
CD177,-0.760657990943358,0.04708878990033303
CD3D,-0.7605898772159508,0.047120427570370854
POR,0.7603282069797608,0.04724207746749706
PIK3R3,0.7597951675197063,0.04749041906126476
SIRPA,-0.7597675355552416,0.04750331220316537
FAM177A1,0.7596162237157438,0.04757394873730832
FN1,0.7592921512462486,0.04772542851007492
RWDD2A,-0.7591244112759918,0.047803938266386764
ST6GALNAC1,0.7589997748646377,0.0478623194971759
CDC42BPG,0.7588351622434,0.04793948599577248
ORC4,-0.7587083499513123,0.04799897910482009
LSP1,-0.7586679346206793,0.04801794818355079
TC2N,0.7586606462928828,0.04802136942363512
ANKRD33B,-0.7584514590836507,0.048119621738384015
SENP2,0.7584242201827706,0.048132423576266556
ERBB2,0.758299600605572,0.04819101656091729
SNORD116-21,-0.7582862902139579,0.048197277082661055
DTX4,0.7580963699905735,0.04828665435011356
TEX9,-0.7578297364963305,0.04841228646659784
AKT1,0.7577591714420453,0.0484455652005228
SPIN4,0.7574493288183356,0.0485918365146692
MECOM,0.7572616966834563,0.048680531928050254
EVA1C,0.7572559857254517,0.04868323294033014
ADAMTS12,0.7570560747070751,0.04877783314259157
ANKRD36BP2,-0.756954422845505,0.04882597458734276
CRIP2,0.7566243537566968,0.04898247195734871
CDYL2,0.7558654152436618,0.049343352683724084
PDPK1,0.7557109504043531,0.04941697961311111
S100A14,0.7556597315288631,0.04944140678608451
TSPAN1,0.7556175551836241,0.04946152638355187
HAGHL,-0.7553093885312114,0.049608668774346415
MMP10,0.7552757705079735,0.0496247350795285
OAS2,0.7552029175376864,0.04965956183759196
IRF6,0.754721395908088,0.04989008578134586
TMTC1,-0.754535893635375,0.04997904924977084
ARHGAP23,0.7544163620996756,0.05003642034452546
RNF146,-0.7539564698385757,0.050257489116674284
KIF3B,0.7537795755134651,0.05034266373242508
MCAT,-0.7535039938316092,0.050475513593936046
ATP2C2,0.7533594770842488,0.05054525747257209
GOLGA2P7,0.7531743505407252,0.05063467665433791
ATP8A1,-0.7531349931815299,0.05065369805632684
