,OLIG2,SOX10,MBP,MOG,PLP1,PDGFRA,SOX2,EGFR,NES,CDX2,SPI1,KLF4,IRF8,OLIG1,GFAP,MKI67
MGH124-CD45negP1-F02,0.0,0.0,1.2062243907168948,0.8788664463925977,0.0,0.0,1.4675441177860946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP1-F03,0.0,1.0231661811516513,0.0,0.651484329726559,0.0,0.0,1.5193220451621239,0.6410124059072645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP1-F04,1.7662618793945386,0.6434516985232102,0.3499520214556822,0.5012385497519102,2.2082859656682348,1.8111106703342434,1.6792022089858532,1.6363597463621105,1.0936453295135358,0.0,0.0,0.0,0.0,2.0183998730840305,1.3974182162983095,0.0
MGH124-CD45negP1-F07,0.9455946487885972,0.0,0.0,0.0,1.180067549920432,1.3690675929983895,1.4567977384620283,0.0,0.0,0.0,0.0,0.0,0.0,1.23131395659608,0.0,1.581807743652584
MGH124-CD45negP1-F09,0.0,0.0,0.0,0.0,0.0,1.723133135354965,0.9141571019628604,0.0,0.0,0.0,0.0,1.5191091284001301,0.0,1.9840987121341846,0.0,1.5340991999615696
MGH124-CD45negP1-F11,0.0,0.0,0.0,0.0,0.0,1.3099471649966374,0.8182970774765124,0.0,0.8697269268030638,0.0,0.0,0.0,0.0,0.0,1.8167806663685044,0.0
MGH124-CD45negP1-F12,0.0,1.0595886297560877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP1-G03,0.0,0.0,0.0,0.1413769998387562,0.0,0.875920427620243,1.210120221066309,0.22197073274224183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP1-G04,0.0,0.0,1.0219576858973534,0.42400626333699154,1.4790736907529778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP1-G06,0.0,0.0,1.8089788343260393,0.7546997746217514,1.8764894808641048,0.0,1.021200200337376,0.0,0.6898884873110006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP1-G07,0.0,0.0,0.5401897353796441,0.6265024830354294,0.0,0.0,1.2191548196898518,0.0,0.7372482489357262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP1-G09,0.0,0.0,0.8833540106403774,0.8817894796784048,0.7633033550813567,0.0,1.1328000564314733,0.0,0.0,0.0,0.0,0.0,0.0,0.4731363129283252,0.0,0.0
MGH124-CD45negP1-G11,1.3394671877164972,0.9966868425913341,0.0,0.5572602666734845,0.0,0.9610630382380232,1.5214936136433035,0.6686432950020684,1.0775059051821372,0.0,0.0,0.0,0.0,2.015499827338858,0.0,0.0
MGH124-CD45negP1-G12,0.9292331456497093,0.0,1.4347259261524998,0.0,1.5928058089815051,1.7526691797540244,0.9081569156428025,0.0,1.0832266376854183,0.0,0.0,0.0,0.0,1.8737785233263886,1.9070412129904784,0.0
MGH124-CD45negP1-H01,0.0,0.0,1.2454695315099826,0.6694070774023086,1.8174719281412166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6108401389672735,0.0
MGH124-CD45negP1-H02,0.0,0.0,1.3831195431969647,0.0,0.0,0.0,1.2513858715634445,0.0,1.149943287764922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP1-H03,0.3544940809205437,0.9690813564578425,0.0,0.4556812617969006,2.180957554204962,1.2229678543235758,1.683248257463445,0.0,0.0,0.0,0.0,0.0,0.0,1.5280208357276692,1.2775517462886945,0.0
MGH124-CD45negP1-H04,0.0,0.0,0.0,0.0,1.8574461982881723,0.0,1.165224665374694,1.4384050382193854,0.47076651666370695,0.0,0.0,0.0,0.0,0.901420421756245,2.3778814750671255,0.0
MGH124-CD45negP1-H05,0.0,0.0,0.0,0.8175026364524584,1.1818274398847353,0.0,1.2886375029054382,1.0871103776423807,0.9414305691213777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP1-H06,1.3833019878040866,0.0,1.7963703400688042,0.7118382233369229,1.8755118611684187,1.3650460242120146,1.6048099154023565,0.3120714173779169,1.3810123800816145,0.0,0.0,0.0,0.0,0.0,2.022244538560753,0.0
MGH124-CD45negP1-H07,1.020593001324768,1.6438326952922304,0.4544535578160922,0.18680525082276567,2.0643962522731942,0.0,1.7443711846600822,0.0,1.0023400792303891,0.0,0.0,0.0,0.0,1.6634456969834919,0.702068223460769,0.0
MGH124-CD45negP1-H09,1.4004693291632986,1.42484307886956,0.0,0.5329705667937279,2.012906407200354,1.6194358607141293,1.3913404801197098,1.5482691157496462,0.6414199133253323,0.0,0.0,0.0,0.0,1.8866322773076878,0.0,0.0
MGH124-CD45negP1-H10,0.0,0.0,1.3968557038895208,0.5329705667937279,2.2036020025782,0.10648974859955355,1.5388767602311426,1.2511661543796042,1.0839819293642037,0.0,0.0,1.0156962500885676,0.0,0.0,2.3351458084661467,0.0
MGH124-CD45negP1-H11,0.0,0.0,0.0,0.8853559699286389,0.0,0.0,1.5435116356731289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP1-H12,1.0058468857849174,0.36345689056678926,0.7998804719711262,0.42400626333699154,1.113531586518629,0.0,1.5961016708365623,0.0,0.21511860921586848,0.0,0.0,0.0,0.0,1.425813769645448,0.1981055468448112,1.306767164318259
MGH124-CD45negP2-A01,0.0,0.6360921076968012,1.4249208688995287,0.0,1.3796753224150589,1.4734881368525996,1.5765730790122725,1.401024162387161,1.3493174642054269,0.0,0.0,0.0,0.0,0.9767496004175044,1.4132267507649476,0.7244049960908291
MGH124-CD45negP2-A02,0.0,0.0,0.0,0.0,1.9141002509677116,0.0,1.1267994560784216,1.675304272339805,1.0475994542902485,0.0,0.0,0.0,0.0,1.8543969678426506,0.0,0.0
MGH124-CD45negP2-A03,0.0,0.0,0.0,0.9234774425344796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-A05,0.0,0.0,0.0,0.0,2.060941397442991,2.0855748061831654,1.5045668957297202,0.9176293296193014,0.7696373938186454,0.0,0.0,0.0,0.0,2.026306299646808,1.7897351799007564,0.42791886017077196
MGH124-CD45negP2-A06,0.0,0.4375642211405105,0.0,1.0002510488888914,2.2212207703540305,1.8457901110349824,1.8325533911328673,1.6834151752307571,1.3569691889780084,0.0,0.0,0.0,0.0,1.0892207712393518,0.9844230656239589,1.616607299582957
MGH124-CD45negP2-A07,1.458064090242034,1.25167857101274,0.0,0.7796846245054533,2.263704663373279,1.7988344765115492,1.3469271435358015,0.0,0.0,0.0,0.0,0.0,0.0,1.2688604901026481,2.3264014800305715,0.0
MGH124-CD45negP2-A08,0.5427406242170117,0.0,0.34460071493845523,0.6336108226420709,1.6984587978216026,1.47345603871984,0.9391387843656107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5096599867737917,0.0
MGH124-CD45negP2-A09,1.390498722644272,0.0,1.448247933086811,0.0,0.0,2.031619129233766,0.924276768046192,0.0,0.9800099826381404,0.0,0.0,0.3360754183202852,0.0,1.994522440295734,0.0,0.9226763590917992
MGH124-CD45negP2-A10,0.0,0.0,0.0,0.7121829362657027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9414338457244753,0.0
MGH124-CD45negP2-A11,0.0,0.0,0.0,0.0,1.634949813681277,0.4772551131772622,0.7590245174057759,1.580212932113365,0.6869704827600435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-A12,0.0,0.0,0.0,0.0,0.0,0.0,1.3233996423690688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-B01,0.7267400009430363,1.18686562889873,0.37588556962232345,0.506221744879518,2.152945605937256,1.7827157286073183,1.0413688653812707,1.605269684555784,1.2217562133407496,0.0,0.0,0.0,0.0,1.4735844063752714,2.0701693763005746,1.1830257846818764
MGH124-CD45negP2-B03,0.0,0.0,0.0,0.0,0.0,0.0,0.7651233016293397,0.0,1.463166957187499,0.0,0.0,0.0,0.0,0.0,1.5786895712551985,0.0
MGH124-CD45negP2-B04,0.659759864736498,0.0,0.0,0.5498080674439649,1.7125806830082426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12768177995315216
MGH124-CD45negP2-B05,1.2774848545414577,1.3923558727820122,1.6020313826304207,0.5376245182326754,1.9612505656386072,1.2027953127202817,1.089468159595038,0.0,1.035893713095212,0.0,0.0,0.0,0.0,1.8615644200289791,0.7556304130940875,0.0
MGH124-CD45negP2-B06,0.0,0.0,0.8641347909506091,0.8245947909185192,0.0,0.0,1.6201760849748552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-B07,1.2264938353784367,0.0,0.0,0.0,1.8563820383309546,1.4416678257919322,1.627245824179824,0.0,1.1616958763788576,0.0,0.0,0.0,0.0,1.5964458291957626,0.0,1.491257381136806
MGH124-CD45negP2-B08,1.110532869931351,0.0,1.4988440162626664,0.0,1.8712774507062548,2.030452640594681,0.0,0.0,1.562763657884593,0.0,0.0,0.0,0.0,1.9986400792994183,1.9108782996331963,0.0
MGH124-CD45negP2-B09,0.0,0.0,0.0,0.0,0.0,0.0,1.033415327796051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-B10,0.0,1.3081515939522685,0.0,0.7779298638968578,1.9977426147747492,1.712781507863885,0.7758728315402695,1.1924472138498055,0.0,0.0,0.0,0.0,0.0,1.5875818366501806,0.0,1.322146089469231
MGH124-CD45negP2-B11,1.3151487012534304,0.0,0.0,0.8806679360866077,2.102692054109385,1.9964668895929982,1.1128420515304687,0.0,1.888139371442135,0.0,0.0,0.0,0.0,1.9078289782632598,1.3234564877593742,0.0
MGH124-CD45negP2-C01,0.0,1.3319089444317929,1.5374757732292204,1.0257201167455496,0.0,1.6141135236387008,1.1408039102432637,0.0,0.0,0.0,0.0,0.0,0.0,1.2529921002590112,1.8856446978223231,1.2456935639328945
MGH124-CD45negP2-C02,1.3516356947369788,1.0534409713891877,0.0,0.5945928087310967,1.5003161867226769,1.577384632287676,1.5607186700546596,1.187047282027123,0.7741011815989868,0.0,0.0,0.0,0.0,1.7102909212317838,0.0,0.0
MGH124-CD45negP2-C03,0.0,0.0,0.0,0.9612432051138883,0.0,0.0,1.1272397005531014,1.3236837529365892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-C04,1.436144384315165,0.0,0.0,0.0,0.0,1.8685268736092582,1.3139750026548507,1.732369357922257,0.0,0.0,0.0,0.0,0.0,1.8453941103986982,0.0,0.364935238107586
MGH124-CD45negP2-C05,0.0,0.0,0.0,0.6913399216747793,1.8717097817613402,0.0,1.5462826852443126,0.0,0.7169790255536463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-C06,0.4623777568363685,0.9861057175164901,1.4541417489728388,0.0,2.0340361610101807,1.5957953121844457,1.6448643247793484,1.4028087164522953,1.1413303628371674,0.0,0.0,0.0,0.0,1.936290082808692,2.1688164626581328,0.0
MGH124-CD45negP2-C07,0.0,0.0,0.8201444855071763,1.576281051267136,0.0,0.0,1.6684612293325598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-C11,1.2165305850657278,0.0,0.2937261634377431,0.6239656634468018,1.8867451853093702,0.0,0.9174259905264986,0.3589954931807844,0.2649320375970673,0.0,0.0,0.0,0.0,0.0,1.0955926877241635,0.0
MGH124-CD45negP2-C12,0.0,0.0,0.0,0.6617068533130064,0.0,0.0,0.5334900137552756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2084325705401129,0.0
MGH124-CD45negP2-D03,0.0,0.0,0.0,0.9919320212823473,0.0,0.0,1.6646545652921063,0.0,0.9614232807405876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-D04,0.0,0.0,0.0,0.9639348039751419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9203157368071708,0.0
MGH124-CD45negP2-D06,0.0,0.0,0.0,0.0,0.0,0.0,1.1313919234246494,0.0,0.0,0.0,0.0,0.0,0.0,0.9632190362497165,1.7991023171863008,0.0
MGH124-CD45negP2-D08,1.0585039529635853,0.6716902179915852,0.0,0.6053412559236487,1.832328789045677,0.0,1.4853326813029382,1.8066143745960899,0.44951098681674834,0.0,0.0,0.0,0.0,1.9378092633713806,0.0,0.0
MGH124-CD45negP2-D09,0.0,0.0,0.40190652495351403,0.0,1.8165959042080153,0.12998778173467662,1.3966823808148139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8975764127014592,0.0
MGH124-CD45negP2-D11,0.0,0.0,0.15143161418753112,0.3552471217672983,1.2946847974655689,0.0,1.6281428774804803,0.1345714250179078,0.8634299165242078,0.0,0.0,0.5208582638189274,0.0,0.0,0.0,1.6447875059272181
MGH124-CD45negP2-D12,0.0,0.0,0.0,0.0,0.0,0.0,0.8629592694283824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6756773331500845,0.0
MGH124-CD45negP2-E01,0.599103137508592,1.6690662580800615,1.0571431287491855,0.9906088418625749,1.9609737799800484,0.0,1.7507631537953203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-E02,0.0,0.0,0.0,0.8009881015949715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.636455548928314,0.0
MGH124-CD45negP2-E03,0.7828817304091402,0.7343199606462169,0.0,0.4401041046784578,1.6205366951406253,1.5284053154721644,1.4511067647711005,1.5969610868439217,0.0,0.0,0.0,0.0,0.0,1.5930774544737751,0.9632190362497165,1.6081901189772574
MGH124-CD45negP2-E05,0.0,0.0,0.0,0.11482627459966753,0.0,0.0,1.5432231050873122,0.816440852567169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-E07,1.489579143345073,1.4499812085536463,0.0,0.825115014054625,2.0122984761098714,1.2868303138896418,0.9741541085183814,1.5222569217184891,0.0,0.0,0.0,0.0,0.0,1.477941387717172,0.0,0.5422315859843704
MGH124-CD45negP2-E09,0.0,0.0,0.0,0.9681993377408858,0.0,0.0,1.6407238609381984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.398729650824149,0.0
MGH124-CD45negP2-E12,0.0,0.0,0.0,0.47490590768867097,0.0,0.0,0.9364464986318127,0.3087841194152189,0.0,0.0,0.0,0.0,0.0,0.0,1.0948637926062674,1.7135828594226499
MGH124-CD45negP2-F01,0.0,0.0,0.0,0.0,0.0,0.0,1.1997626250981104,0.0,0.9815438787843509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-F04,0.0,0.0,0.0,0.7462263132253808,1.9138795345534245,0.0,0.6123640134401213,0.0,1.3395208173218676,0.0,0.0,0.0,0.0,0.0,0.541211802449182,0.0
MGH124-CD45negP2-F05,1.3968557038895208,1.4414856273045067,1.7251800496142453,1.457961650360116,2.2862287216351205,0.0,1.536190405438608,0.0,0.3169632375478082,0.0,0.0,0.0,0.0,1.3822054365245924,0.0,0.0
MGH124-CD45negP2-F06,0.0,0.0,0.6277653724544365,0.7590245174057759,1.0601296476498314,0.0,0.0,0.0,0.5831122706487337,0.0,0.0,0.0,0.0,0.0,1.5757377273027275,0.0
MGH124-CD45negP2-F09,0.0,0.0,0.0,0.8473366026617941,0.0,0.0,0.0,0.4945103912740235,1.4696390703273783,0.0,0.0,0.0,0.0,0.0,1.543030554901302,0.0
MGH124-CD45negP2-F11,0.0,0.0,0.0,0.9446524929945843,0.0,0.9578043369717895,1.5186827274342445,1.395509454164091,0.0,0.0,0.0,0.0,0.0,0.0,1.8135144089493394,0.0
MGH124-CD45negP2-F12,0.0,0.0,0.0,0.0,0.0,0.0,1.7085340472098594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.364459585924016
MGH124-CD45negP2-G01,0.0,0.0,0.0,0.9815438787843509,0.0,0.0,1.4074672783127928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-G03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999302739138297,0.0
MGH124-CD45negP2-G04,0.0,0.0,0.4213802383976546,0.7889147403210601,1.738134444037419,1.0230153528508763,0.0,0.0,0.7455915501305209,0.0,0.0,0.0,0.0,0.0,1.6925577455587328,0.0
MGH124-CD45negP2-G06,1.0278090876671864,1.3623476383021875,0.0,0.6898884873110006,1.702552315680696,1.8021381998936585,1.3080915431464253,0.0,0.0,0.0,0.0,1.5171843337067497,0.0,1.8890554122471173,1.531989401166949,0.0
MGH124-CD45negP2-G08,0.7854785489027193,0.0,1.4475726402036664,1.0446401420617886,1.8751703690775385,0.0,1.3597215859106582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-G10,1.4621277860699247,0.0,1.7043371148186084,0.8026437148896878,1.9194884017198963,1.481726790175046,0.6659592000894861,1.6842477918848566,0.0,0.0,0.0,1.636918005439136,0.0,1.9708037812022907,1.7866277677771432,0.0
MGH124-CD45negP2-G11,0.0,0.0,0.0,0.7484402024654735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-H01,1.2857274717772023,0.0,0.0,0.0,0.0,0.33919214974204004,1.7771427004669214,1.4638351086194783,1.5151628135271007,0.0,0.0,0.0,0.0,1.8482321949054912,0.0,1.2510928785892212
MGH124-CD45negP2-H02,0.0,0.0,0.0,0.18263717196893348,1.5746682318135232,0.0,0.0,1.7744434659158874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-H03,0.0,0.0,0.0,0.0,1.3698839117677533,1.3527618999207185,0.7669350387969049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7450005663171173,0.0
MGH124-CD45negP2-H04,0.0,0.0,0.0,0.7398336611558732,1.1930710202040795,0.0,1.6741141085235314,0.0,0.6209872649729848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-H07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-H11,0.0,0.0,1.455559463365924,0.0,0.0,0.0,1.125032371043891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP2-H12,1.22280658637956,0.0,1.8892247014639172,0.96375599729423,1.7851796545202876,1.2250564327994466,1.4939011573039915,0.5340088726983379,0.0,0.0,0.0,0.0,0.0,1.8992844235269402,1.5365124020328114,1.7075527993100013
MGH124-CD45negP3-A02,1.2707842536963436,1.273578218592735,2.4276788361575345,1.981081833194186,2.4321159883388566,0.0,1.092544803079391,0.0,1.3626925731216746,0.0,0.0,0.0,0.0,1.631450206135626,0.0,0.0
MGH124-CD45negP3-A03,0.4476442947860181,0.0,0.6832942777715524,0.0,0.0,1.2676862016450674,1.4507204199574197,0.7142452122850862,0.0,0.0,0.0,1.5341742042576159,0.0,1.5390972120141992,0.0,1.4770254737812332
MGH124-CD45negP3-A05,1.476740534725151,1.5261925065137116,0.0,1.028848787131204,2.0594134816763265,1.5605623339724928,1.8144981852278008,0.0,1.056597242032914,0.0,0.0,0.0,0.0,1.9499265433063202,0.7546997746217514,0.0
MGH124-CD45negP3-A06,0.0,0.0,1.38934248186394,1.323570143616206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP3-A08,0.0,0.0,0.0,0.816706570174268,0.0,0.42269502468151665,0.5084194846185788,0.6739611386202702,0.0,0.0,0.0,0.0,0.0,0.0,2.0745645692563786,0.0
MGH124-CD45negP3-A09,0.0,0.0,0.0,0.0,0.0,0.0,1.6309597156977766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP3-A10,0.0,0.0,0.0,0.381628777922372,0.0,0.9143622647394917,1.145199021470384,0.364196610082732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP3-A12,1.4346510520081592,0.0,0.0,0.8713424666903974,1.9974092303945523,0.0,1.8242810284516182,0.0,0.0,0.0,0.0,0.0,0.0,1.733047252989937,2.0474596354762755,0.0
MGH124-CD45negP3-B01,1.3446736131292014,0.825894040904064,0.0,0.8116266938897682,1.90163820404214,0.0,1.7484461103026483,1.2438964977926588,1.3755764959422918,0.0,0.0,0.9676690695165943,0.0,1.8811368511541353,0.0,0.9081569156428025
MGH124-CD45negP3-B02,0.0,0.0,0.0,1.5325437814983753,0.0,0.0,1.048300229490309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP3-B03,1.1814577744431716,1.603091271146068,0.615401505935393,0.48191874649967814,1.9872656337297223,0.0,0.9296267498503612,0.0,0.0,0.0,0.0,0.0,0.0,1.9644735357674368,1.697284618064419,0.0
MGH124-CD45negP3-B05,1.7370677614173866,0.44826733322369333,0.0,0.6197045620535778,1.8842629710667964,1.5792053535139385,1.4362932387269796,0.0,1.488856370005829,0.0,0.0,0.0,0.0,1.9090040661897119,1.8486833940190965,0.0
MGH124-CD45negP3-B06,0.0,0.0,0.0,1.042795062301029,0.0,0.0,1.3829369732217676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP3-B07,1.483428437098139,1.3535780358001657,0.0,0.91106580342597,0.0,0.0,1.3210015654649272,0.0,0.0,0.0,0.0,0.0,0.0,1.9494950815389864,0.0,1.2591874282095932
MGH124-CD45negP3-B08,0.0,0.0,0.0,0.6578039622068261,0.0,0.0,1.563029072815204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP3-B09,0.0,0.0,0.0,0.8729511022938458,0.0,1.095471318511129,1.6862581040907003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP3-B10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5081042604404866,0.0
MGH124-CD45negP3-B11,1.5736148573000324,0.0,0.0,0.7590245174057759,2.0770174643944945,1.1758587411373886,0.6239656634468018,1.1686173845291905,1.4315621992307368,0.0,0.0,0.0,0.0,2.0733686996502994,0.0,0.0
MGH124-CD45negP3-C03,1.7859940914344905,0.0,1.4455358959202202,0.7369239179277447,1.8263176056158004,1.6048467315736872,0.8551079942087232,0.0,0.0,0.0,0.0,1.5754236858980821,0.0,1.7306799961874153,1.9784371366647588,0.0
MGH124-CD45negP3-C04,0.0,0.0,0.0,0.8300225626538184,0.0,1.7556345827420727,1.1885869888717213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3651924344313293,1.7744188311401732
MGH124-CD45negP3-C06,0.6758443203455665,0.8565476336948726,1.2018454533698724,0.4813383081272092,2.039454678060403,0.0,1.612909375433087,0.11126856710367666,0.0,0.0,0.0,0.0,0.0,0.9300199275219321,0.0,0.0
MGH124-CD45negP3-C07,0.0,0.0,0.0,0.8932579630393493,0.0,1.7031956744698484,1.4093737593386684,0.26133166657136586,0.0,0.0,0.0,0.0,0.0,0.8939089446741831,0.0,1.6488823198765385
MGH124-CD45negP3-C10,0.0,0.0,0.0,0.7817221177408359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP3-C11,0.0,0.0,1.3025112250805713,0.0,0.8051141170488528,0.0,1.5525162019250147,1.2354392172662472,1.0207449021702744,0.0,0.0,0.0,0.0,0.0,2.2308466037096624,0.0
MGH124-CD45negP3-D01,0.0,0.0,1.0320958712993007,1.0526126755650143,0.0,0.0,1.4389578819697952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP3-D03,0.0,0.0,0.0,0.9377951517359688,0.0,0.8485613709062477,1.0603998275815938,1.26174213734766,0.32180879626470216,0.0,0.0,0.0,0.0,0.0,1.605251311842404,0.31452315836970013
MGH124-CD45negP3-D04,0.0,0.0,0.0,0.6728271986167743,1.5262958842229488,0.0,0.0,1.2028815157971389,1.4533429400837337,0.0,0.0,0.0,0.0,0.0,2.3764230684107974,0.0
MGH124-CD45negP3-D06,1.0646931458686266,1.0163121834179034,0.0,1.088725432023586,1.85907304552368,0.828221756620211,1.2714682125185008,1.8428739580896314,0.0,0.0,0.0,0.0,0.0,1.6218198267772073,1.4094976121338065,0.0
MGH124-CD45negP3-D07,0.0,0.0,1.5102408132634544,1.184768825694423,0.0,0.0,1.6044967342099277,0.0,0.0,0.0,0.0,0.0,0.0,0.5314086860981787,1.4845052220005936,0.0
MGH124-CD45negP3-D08,0.0,0.0,1.2937384875644544,0.7125273627107767,0.0,0.0,0.8368908321293496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3019593341923654,0.0
MGH124-CD45negP3-D11,1.1601145774971597,0.6057834777506071,0.6931471805599453,0.0,1.8359977533104794,1.4874650811667818,1.4288955987001308,0.0,0.948032745468583,0.0,0.0,0.0,0.0,1.681157078491105,0.8287371295936347,1.3960748492282247
MGH124-CD45negP3-D12,0.0,0.0,0.0,1.3230583252901984,0.0,0.0,1.7644908473988454,0.0,1.4566604528486546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP3-E02,1.207075606406758,1.392796132308115,0.0,0.0,1.5093551864270771,1.8322558873305423,1.632021067022421,0.0,1.3996563023650377,0.0,0.0,0.0,0.0,1.2414831798554191,2.02206575871179,1.0544047329295054
MGH124-CD45negP3-E03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4290869916416522,0.0,0.0,0.0,0.0,0.0,1.7357862618490625,1.9723916706198774,0.0
MGH124-CD45negP3-E04,0.0,0.0,1.0163121834179034,1.247182755566516,0.0,0.0,1.8854128724394126,0.0,0.9683759174424236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP3-E05,0.0,0.0,1.3866998088272804,0.6162655083147442,1.5075182745981024,0.2200218919086355,1.531231338103629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0003041395929095,1.408629404089925
MGH124-CD45negP3-E08,1.1055113900748839,0.7487554887228434,0.0,0.3751629818368542,1.9651533441574087,1.1112273653748188,1.3289157973638388,0.6938679078605695,0.7369239179277447,0.0,0.0,1.0638923588604976,0.0,1.1255856380245013,0.0,1.4382204903194493
MGH124-CD45negP3-E09,0.0,0.0,0.0,1.0999320727539674,0.0,0.0,0.8153761654150932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP3-E10,0.0,0.0,0.0,0.6913399216747793,0.0,0.0,1.4728132037838542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP3-E11,0.0,0.0,0.0,0.6243894936484984,1.8569042463263414,0.0,1.852210236199669,1.495755476714913,0.0,0.0,0.0,0.8483167312992506,0.0,0.0,1.1410145967075458,0.0
MGH124-CD45negP3-E12,0.0,0.0,0.0,1.4406824007180783,0.0,0.0,1.6344831853967916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH124-CD45negP3-F01,0.0,0.0,0.7764616384032971,0.845368771274794,0.0,0.0,0.0,0.0,1.2550236868469427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
