,OLIG2,SOX10,MBP,MOG,PLP1,PDGFRA,SOX2,EGFR,NES,CDX2,SPI1,KLF4,IRF8,OLIG1,GFAP,MKI67
MGH104-P5-B07,0.0,0.0,0.0,0.4695771593817807,0.0,0.0,1.6589012817971138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1183718834269194,0.0
MGH104-P5-B08,0.0,0.0,0.0,0.20013510631858705,0.0,0.0,0.0,1.5915403198410099,1.5581594570660706,0.0,0.0,0.0,0.0,0.9450296518596444,2.187053803759744,0.07313416034406652
MGH104-P5-B09,1.1639549996588845,0.0,0.0,0.4743167778734163,0.0,1.616397634157289,1.0537166151860464,1.8103549527882985,1.0097891437949753,0.0,0.0,0.0,0.0,1.6318418131145187,1.6177395685270326,1.369452052343763
MGH104-P5-B10,0.0,0.0,0.0,0.0,0.0,0.0,0.7970976788210868,1.4859743438866675,0.859410643287428,0.0,0.0,0.0,0.0,1.384212335744261,0.0,0.6040119213829608
MGH104-P5-B11,0.21904481023833916,0.0,0.0,0.6442617401855716,0.0,0.49224598860228747,1.4264330966295617,1.8738755253497004,1.389297909930765,0.0,0.5587361057021722,0.0,0.0,1.6639947487657576,0.0,0.780559113677844
MGH104-P5-C01,1.0405102442428622,0.0,0.0,0.31452315836970013,0.0,1.7109557671288498,0.0,1.9927349826226015,1.6190907282414377,0.0,0.0,0.0,0.0,0.8483167312992506,0.2996343171432109,0.05766049441413112
MGH104-P5-C02,0.37443934372452636,0.0,0.0,0.0,0.0,1.3912077492454533,1.1364535743844453,1.7230588936232185,1.425192949162434,0.0,0.0,0.0,0.0,1.3444630340185224,2.0758882387638034,0.0
MGH104-P5-C04,0.2081780515244543,0.0,0.0,0.3169632375478082,0.0,0.28860785053657684,0.0,1.9733908663904451,1.5893036739237596,0.0,0.0,0.0,0.0,1.495784797225509,1.8014819772589434,0.0
MGH104-P5-C05,0.5927757403749923,0.0,0.0,0.6252359196296327,0.19504688872099316,1.504849532234801,1.3379612872101825,1.7701854462172772,1.2986251135974358,0.0,0.0,0.0,0.0,1.4619597733734204,1.5648785237078455,0.7623902827933929
MGH104-P5-C06,0.0,0.0,0.0,0.0,0.0,0.9360602423952962,0.24760691915668992,1.8489280296480202,1.0426527137426456,0.0,0.0,0.0,0.0,0.7562496497490371,0.0,1.075318595247425
MGH104-P5-C07,1.0320958712993007,0.0,0.0,0.3656727774566926,0.8826842991181968,0.0,0.9315883892217124,1.9054062738656297,1.8003569228162668,0.0,0.0,0.0,0.0,1.5653167031901805,0.0,0.0
MGH104-P5-C09,1.3201975853527192,0.0,0.0,0.5266909091958171,0.0,0.6750920522505566,1.558385078549805,1.9555020888817314,1.4464312201037466,0.0,0.0,0.0,0.0,1.738213234397181,1.7879579397174892,0.0
MGH104-P5-D01,0.0,0.0,0.0,0.8608340852571101,0.0,0.0,0.0,1.0555027851523109,1.048580130714484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH104-P5-D02,1.2363653018471035,0.0,0.0,0.7872003683710658,0.0,1.3382846764471434,1.5136967341169285,1.8066213309731407,1.3115534001653466,0.0,0.0,0.5954985574918753,0.0,1.2704416645236023,1.7697654704043149,0.4760819700047505
MGH104-P5-D03,0.0,0.0,0.0,0.0,0.0,0.0,1.2462901485322146,1.7452479651858666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH104-P5-D05,0.32180879626470216,0.0,0.0,0.7948572036790735,0.0,0.0,1.4930428334602375,1.5044254539363515,1.2336560692970169,0.0,0.0,0.0,0.0,1.72339806489118,1.4796065935383824,0.0
MGH104-P5-D06,0.0,0.0,0.0,0.0,0.0,0.0,1.4774996452099454,1.5567329964697283,1.349885969025328,0.0,0.0,0.0,0.0,0.0,1.8001196075999024,0.0
MGH104-P5-D08,0.0,0.0,0.0,0.3737146526106639,1.8341361642667324,0.7059338621022099,0.0,1.6049019445240806,1.1262482936125309,0.0,0.0,0.0,0.0,0.0,2.4783711550723226,0.0
MGH104-P5-D09,0.0,0.0,0.0,0.46056074819836335,0.0,0.0,1.6262280840744225,1.4782249494612272,0.0,0.0,0.0,0.0,0.0,1.0331225583313477,2.335260678085412,0.0
MGH104-P5-D10,0.4581272428489888,0.0,0.0,0.0,0.0,1.3014678555398296,1.095956523968744,1.9380723982392192,1.433525302177651,0.0,0.0,1.3326796747813998,0.0,1.4564200226233792,1.610229991886815,0.7156143776570083
MGH104-P5-D12,0.0,0.0,0.0,0.43372914201496815,0.0,1.388807122325715,1.5534624247853919,1.8223887992121144,0.4945103912740235,0.0,0.0,0.0,0.0,1.0708999986250545,1.6006103947775108,1.7438356167083964
MGH104-P5-E02,1.213467366020989,0.0,0.0,0.9335394668110307,0.0,0.47372691348830576,1.2137169042892482,1.7065324084314437,1.4293547023541406,0.0,0.0,0.0,0.0,1.5532780963047343,0.0,0.0
MGH104-P5-E04,1.0781464779419947,0.0,0.0,0.7657281229498061,0.16563973669388893,0.0,1.1542132088119725,2.0833143132296685,1.0653589970742627,0.0,0.0,0.0,0.0,1.5342241939532524,1.621050838495313,0.43820044791276025
MGH104-P5-E07,0.0,0.0,0.0,0.5116967190641512,0.0,1.186592946651298,1.117977839865204,2.046714813152659,1.012133032319198,0.0,0.0,0.0,0.0,1.7074155109736222,1.547608837000887,0.0
MGH104-P5-E09,1.3019593341923654,0.0,0.0,0.7066328643371966,0.0,1.8211747175867132,0.0,1.6562066141703835,1.4400966401463557,0.0,0.0,0.0,0.0,1.7786915683803197,1.3390377730052114,0.0
MGH104-P5-E11,0.0,0.0,0.0,1.187591594497705,0.0,1.27071576843328,1.4236343209608413,1.6724312161693469,0.0,0.0,0.0,0.0,0.0,1.3270144530087153,0.0,0.4967638914818072
MGH104-P5-E12,0.35974182135207694,0.0,0.0,0.6248129121424372,0.0,1.242239471892611,1.0501154297751296,1.6536697303732801,1.5642196973455298,0.0,0.0,0.0,0.0,1.1520855266631391,0.0,0.993250196589558
MGH104-P5-F01,0.0,0.0,0.0,0.7443190418362565,0.0,0.09924484685284153,0.2344681066316582,1.6414272184596062,1.151576796761083,0.0,0.0,0.0,0.0,1.4192591559743748,1.461455058409171,0.20617851118116895
MGH104-P5-F02,1.1813652884492496,0.0,0.0,0.0,1.6308942343407125,1.7739337188092088,0.9899453650674288,1.8869392210242741,1.329972645217452,0.0,0.0,0.0,0.0,1.7510127973345406,1.7949786302986868,0.06544940322914244
MGH104-P5-F04,0.0,0.0,0.0,0.0,0.0,0.0,1.4018754659049613,1.657369739350804,1.5905228251954324,0.0,0.0,0.0,0.0,0.9182386691711891,0.801264522069427,0.0
MGH104-P5-F05,0.7156143776570083,0.0,0.0,0.47372691348830576,0.0,0.0,0.0,2.056089091643625,1.375529554751285,0.0,0.0,0.0,0.0,1.3084516553297754,2.1970334634508504,0.0
MGH104-P5-F06,1.3652899970256478,0.0,0.0,0.7987697143583878,0.0,1.7176524922311602,0.0,2.022783732346817,1.4819129955949721,0.0,0.0,0.0,0.0,1.8141975687770542,1.957408935638206,0.0
MGH104-P5-F07,0.0,0.0,0.0,0.5165695408042037,0.0,0.0,1.014306345501194,1.762607965401979,0.0,0.0,0.0,0.0,0.0,0.0,2.2894890116609936,0.0
MGH104-P5-F08,0.5329705667937279,0.0,0.0,0.8318150097030071,0.0,1.7343661896655194,1.4185027737857272,1.9625664284884796,1.3891641490460391,0.0,0.0,0.0,0.0,1.384530221560563,0.0,0.0
MGH104-P5-F10,1.3085116291095016,0.0,0.0,0.523518622171288,0.0,1.5284309254165724,1.4011946444002021,1.9455974939882783,1.7555804006300675,0.0,0.0,0.0,0.0,1.4324323507795405,1.9933305395109666,0.0
MGH104-P5-F12,1.191195754794716,0.0,0.0,1.07942389607478,0.0,0.0,1.191553839393759,1.778136351865715,1.2283204611477705,0.0,0.0,0.0,0.0,1.7678729313736543,1.2582593440071832,0.9671380059727258
MGH104-P5-G01,0.3491910145384416,0.0,0.0,0.6243894936484984,0.0,1.2753360433222745,0.8023682634666193,1.623958911480635,0.0,0.0,0.0,0.0,0.0,0.0,0.9319794464566691,0.0
MGH104-P5-G03,0.0,0.0,0.0,0.0,0.0,1.2421639301402894,0.30047285580649563,1.850647995240629,1.321288138698242,0.0,0.0,0.0,0.0,1.7007048069097939,1.7326832919527975,0.9379874058580505
MGH104-P5-G04,0.0,0.0,0.0,1.0125999003075488,0.4532226926497103,0.0,0.0,1.7620667000477315,1.631809205800828,0.0,0.0,0.0,0.0,0.3337252450015413,2.0011969353910213,0.0
MGH104-P5-G06,0.9975001088720206,0.0,0.0,0.8180324440246032,0.0,0.8565476336948726,1.2848160346890245,1.943415630449431,1.2241745901507723,0.0,0.0,0.0,0.0,1.3059211140820415,1.6699022247292679,0.8895473645350428
MGH104-P5-G08,0.0,0.0,0.0,0.8835769813166269,0.0,0.0,1.3757641782701626,1.4011946444002021,1.1946692463318214,0.0,0.0,0.0,0.0,1.3416574437900792,1.291071897189749,1.0094754164386286
MGH104-P5-G10,0.8135059346937276,0.0,0.30547567984144997,0.3998470861410862,0.0,1.5315095752908379,0.0,1.9168455372708622,1.2805458289129736,0.0,0.0,0.7162972646515259,0.0,1.6185547115435284,1.6422838129499155,0.901632810251088
MGH104-P5-G12,0.0,0.0,0.0,0.49394531631389565,0.0,0.0,1.5008623749003271,1.7825976191870614,1.488312890502819,0.0,0.0,0.0,0.0,0.6566261121226543,2.014897350184785,0.0
MGH104-P5-H01,0.9164075957389739,0.0,0.0,0.2161028520710116,0.0,0.0,0.0,1.9873210087844182,1.038209857652764,0.0,0.0,0.0,0.0,1.6761427405625506,1.5603835353684672,0.0
MGH104-P5-H02,0.6306979312398382,0.0,0.0,0.0,0.0,0.0,1.2172709804731594,1.814998159760581,1.5807048277608615,0.0,0.0,0.0,0.0,1.500919797156296,1.90588131778075,0.0
MGH104-P5-H03,0.0,0.0,0.0,0.7186785225123068,0.0,0.0,0.0,1.7022826839369842,1.482192040638045,0.0,0.0,0.0,0.0,0.7642143586155221,0.0,1.0531651004088467
MGH104-P5-H04,0.0,0.0,0.0,0.7002991903449568,0.0,0.0,1.1267994560784216,1.858261423216525,0.0,0.0,0.0,0.0,0.0,1.3014678555398296,2.108634987584576,0.0
MGH104-P5-H05,0.0,0.0,0.0,0.0,0.3079590008231086,0.0,1.4624634738472215,1.7573964865008147,1.1390073749412273,0.0,0.0,0.0,0.0,0.382342031542039,0.0,0.0
MGH104-P5-H06,0.0,0.0,0.0,0.7069819252968511,0.0,0.0,0.0,1.1749155829397406,1.453482045272784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH104-P5-H07,0.0,0.0,1.2978787975905628,0.5251074977182427,0.0,0.14362715210529495,1.3044039465054835,1.5520995750039646,1.2126340700890859,0.0,0.0,0.0,0.0,0.0,1.8536835704386987,0.38660013668511733
MGH104-P5-H09,1.4318651958629844,0.0,0.0,0.7965387526850171,0.9574404114757543,0.8271889450798932,1.0410829009791565,1.794297541213151,1.460780520614127,0.0,0.0,0.0,0.0,0.6724485436282802,1.6814940953409498,1.5984619817468213
MGH104-P5-H10,0.21215502937517444,0.0,0.0,0.2920256640742637,0.0,1.287089187016243,0.0,1.5941221919348816,0.6446661908711607,0.0,0.0,0.9157951953849678,0.0,1.9049707110663012,1.607245141005889,0.0
MGH104-P5-H12,0.0,0.0,0.0,0.331364152710912,0.0,0.0,1.7123796626700445,1.2600414981586991,1.0863622706317575,0.0,0.0,0.0,0.0,1.5645054186759766,1.7142704272857008,0.0
MGH104-P6-A02,0.0,0.0,0.0,1.194226136310027,0.0,1.4278980503833407,1.057551958911771,1.4771836317870115,1.6168691040606984,0.0,0.0,0.0,0.0,1.4600702980928548,0.97915491445902,0.0
MGH104-P6-A03,0.0,0.0,0.0,1.8278975942531872,0.0,0.0,1.3567175775627816,1.5905424354398174,1.4451050152369265,0.0,0.0,1.5191623753017367,0.0,1.3889856959155062,0.0,0.0
MGH104-P6-A04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8222863211804412,1.607044730554037,0.0,0.0,0.0,0.0,1.02899705664233,2.2015905548430097,0.0
MGH104-P6-A05,1.417023446681438,0.0,0.0,0.986441279265018,0.0,0.7455915501305209,0.8536628831144442,1.343249046032236,0.8086552121886671,0.0,0.0,0.0,0.0,0.8912981434429799,1.7147790811638064,0.9455946487885972
MGH104-P6-A06,0.9774385128971844,0.0,0.0,0.7496998794294013,1.2260952530924634,1.5086054072965527,1.4968671889583918,2.136413242083501,1.770763548121054,0.0,0.0,0.0,0.0,1.8769953822802294,0.7478088939086284,0.0
MGH104-P6-A08,1.4845359182596005,0.0,0.0,0.0,0.0,1.548739608963997,0.9760593370171059,2.0768413020949255,1.1363467172737323,0.0,0.0,0.0,0.0,1.544614406918762,0.0,1.4116350883614437
MGH104-P6-A09,0.0,0.0,0.0,0.6311152572966577,0.0,0.0,0.4933795585133957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH104-P6-A10,1.0820904305252943,0.0,0.0,0.4100589101442997,0.0,0.24667914093341045,1.3053758764007515,1.8837633050770124,1.055639788452951,0.0,0.0,0.0,0.0,1.8460385938243906,1.2676862016450674,0.9753677179950173
MGH104-P6-A11,0.34460071493845523,0.0,0.0,0.4501316056344338,0.0,1.610140123884969,1.4375179882284967,1.9347436378498206,1.4799820700277662,0.0,0.0,0.0,0.0,1.5490214527612125,2.022921280734265,0.0
MGH104-P6-A12,0.9366394719951276,0.0,0.0,0.15364141527125072,1.5066786844269835,1.1683280313183837,1.479950802089711,1.5227032495634123,0.5427406242170117,0.0,0.0,0.2549711595109307,0.0,1.2190731599557463,1.166780232141714,0.1784370203439737
MGH104-P6-B01,0.3250138441166978,0.0,0.0,0.32100438325881087,1.4002128559155187,0.18576621445952884,1.2581162984647352,1.4613539933514346,1.6493492935997152,0.0,0.0,0.0,0.0,1.52354114479484,1.7974239998744101,0.0
MGH104-P6-B02,0.7626948705944147,0.0,0.7984915343821204,0.5266909091958171,0.0,0.7382196990770632,0.7066328643371966,1.5260632213926,1.1243671814371714,0.0,0.0,0.0,0.0,0.44702044613612707,0.08071718612039291,1.0758345635822866
MGH104-P6-B05,0.0,0.0,0.0,0.2021570873216358,0.0,0.0,1.2227259196803086,0.8238131442252467,0.2851674006320364,0.0,0.0,0.0,0.0,1.4609493252456516,0.0,0.0
MGH104-P6-B06,0.8287371295936347,0.0,0.0,0.48768410395561007,1.4352494322044576,0.0,1.3374754881502884,2.090346541942524,1.07220573089341,0.0,0.0,0.0,0.0,1.2799495110413512,2.2776413677177003,0.0
MGH104-P6-B07,0.3901207913666308,0.0,0.0,0.6026785667385588,0.0,0.7449557939128122,0.0,1.859545714030525,1.3866097629257703,0.0,0.0,0.0,0.0,1.3668462068709402,1.5280464870132364,0.799047697861358
MGH104-P6-B08,1.1874102647121796,0.0,0.0,0.32978398113529706,0.0,1.7640239647023508,1.2519709774639953,2.1506470339290122,0.7417620198439442,0.0,0.0,0.0,0.0,1.8024370366739666,1.9312056022710382,0.9572583092822923
MGH104-P6-B09,0.0,0.0,0.11364286841526933,0.7525199167538185,0.0,0.0,0.0,1.879231045351789,1.3822054365245924,0.0,0.0,0.0,0.0,0.0,2.4580594163504434,0.0
MGH104-P6-B10,0.0,0.0,0.0,0.5602071425752889,0.0,1.3790274358186474,0.0,1.6367427057208077,1.3064652959359904,0.0,0.0,0.0,0.0,0.0,2.0205606037198374,0.0
MGH104-P6-B11,1.3341600239129812,0.0,0.0,0.5831122706487337,0.0,1.1722592885848238,1.0913176237367388,1.946161148123294,1.2388971539243918,0.0,0.0,0.0,0.0,1.5464725942939948,1.9988067804044034,0.0
MGH104-P6-B12,0.0,0.0,0.0,0.20417153928552162,0.0,0.8692640685141297,1.3569691889780084,0.8740959293940941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0918090496002626
MGH104-P6-C01,0.0,0.0,0.0,0.7817221177408359,0.0,1.5145665987256336,1.2345877489925583,1.8418204627821537,1.5391951246334534,0.0,0.0,0.0,0.0,1.4720073152208728,1.660993094415916,0.0
MGH104-P6-C03,1.151169217086466,0.0,0.0,0.23919791340792765,0.0,1.0640259574350242,0.34536866808111155,1.8142911447837515,1.2561062400175984,0.0,0.0,0.0,0.0,1.716976138076328,2.032761919278106,0.0
MGH104-P6-C04,0.72873092741862,0.0,0.0,0.4259665060608178,0.16779344762684797,1.6169039880767397,0.0,1.7673033184816491,1.489278246338056,0.0,0.0,0.0,0.0,1.2686536095437286,1.954806670033585,0.0
MGH104-P6-C05,0.0,0.0,0.0,0.0,1.7386656844903838,0.0,1.435734586935734,1.838899570563942,0.0,0.0,0.0,0.0,0.0,0.825115014054625,2.379497306351165,0.0
MGH104-P6-C06,0.7132153578214975,0.0,0.0,0.6022332181457545,0.0,1.5374511203117345,0.938371607113736,1.911499943137571,1.5051600525814635,0.0,0.0,1.1495335770930972,0.0,1.530800693869784,0.8747811553343704,0.2595221993993554
MGH104-P6-C07,0.0,0.0,0.0,0.6873363431605404,0.0,0.08571717814465166,1.6380144255684017,1.613777723915264,0.7851908509230946,0.0,0.0,0.420061887652355,0.0,1.348332697657084,2.1417067598463957,0.0
MGH104-P6-C08,1.0731166844889353,0.0,0.0,0.20917504990210298,0.0,0.46298188881090246,1.476740534725151,1.971134218496234,1.2355937664525323,0.0,0.0,0.0,0.0,1.419934049525658,1.543631752541464,0.0
MGH104-P6-C09,1.1024368453311826,0.0,0.0,0.29626649339745054,0.0,0.08943859040457834,1.5150545205889367,1.7034874539765832,1.0899623750639809,0.0,0.0,0.0,0.0,1.513805639089487,1.937200488689392,0.0
MGH104-P6-C10,1.2026228327931265,0.0,0.0,0.7349725065760603,0.0,1.502978021210578,1.3005440175519047,1.984613708379879,1.30035888629129,0.0,0.0,0.0,0.0,1.614272410447773,1.9416254641865134,0.0
MGH104-P6-C11,0.9041719861226867,0.0,0.0,0.0,0.0,0.0,0.21116353290223241,1.6916340084736412,1.4545228950768108,0.0,0.0,0.8804432233734697,0.0,1.5510314806752363,1.643925279350654,0.7976558131642172
MGH104-P6-D01,0.0,0.0,0.0,0.5660438114888968,0.0,0.9054350487514079,1.2037421970369486,1.643678301100426,1.1866838677602285,0.0,0.0,0.0,0.0,1.2848812340101972,1.6557103818850731,0.4950747848355776
MGH104-P6-D03,0.3153378090519982,0.0,0.0,0.6410124059072645,0.0,1.4151724290841563,0.0,1.6962246023629157,0.4725449745834525,0.0,0.0,0.0,0.0,1.8000908222313576,2.126713784503121,0.0
MGH104-P6-D05,1.3672822733482701,0.0,0.0,0.4635852548437998,0.0,1.4664569946867383,1.226254750117911,1.8848525302250465,1.461556082738999,0.0,0.0,0.0,0.0,1.1890383704500713,1.6306976733693075,0.2081780515244543
MGH104-P6-D06,1.319448945765151,0.0,0.0,0.4550678040660309,0.0,1.4522622662410705,1.3970721972379898,1.7848217783977685,1.5692019123381302,0.0,0.0,0.5849691788486028,0.0,1.5735303787005441,0.1731410650668549,1.0897153607859456
MGH104-P6-D07,0.0,0.0,0.0,0.4318001235788349,1.782061292121518,0.06802244013603106,0.0,1.7546933377921723,0.0,0.0,0.0,0.0,0.0,0.0,0.8470911770605996,0.0
MGH104-P6-D08,0.0,0.0,0.0,0.7452737963327709,0.0,1.3841668923938937,1.6372681848186108,1.4132674347505902,0.0,0.0,0.0,0.0,0.0,1.3647529647067211,0.0,0.0
MGH104-P6-D09,0.8346149873297456,0.0,0.0,0.0,0.0,0.0,1.39103067092184,1.8219528835693641,0.0,0.0,0.0,1.0893444888285553,0.0,1.7990010158396676,1.2447964061057444,0.0
MGH104-P6-D10,1.5392440657379558,0.0,0.0,0.0,1.494609224060625,1.5042839296661343,1.2928524058203343,1.9145254114542576,1.016619735881016,0.0,0.0,0.0,0.0,1.2871538685548745,0.0,1.6282754647641107
MGH104-P6-E02,0.2979531468777652,0.0,0.0,0.6924252115682069,0.0,1.3020820700607518,1.2405730558715067,1.9140150950754795,0.6574117057153497,0.0,0.0,1.2836398925264483,0.0,1.6185373991469414,1.9743160908192798,0.0
MGH104-P6-E03,1.4001273090866444,0.0,0.0,0.6810730596566988,0.38801140745962864,1.4202906342896666,1.1772680851231911,1.906383392412853,0.896716738310567,0.0,0.0,0.0,0.0,1.4635680620359612,1.6479302036959063,0.04843845254005257
MGH104-P6-E04,0.23541743492300368,0.0,0.0,0.0,0.0,1.1889481475134205,1.2051142066651386,1.6593902347140541,1.6513414340495058,0.0,0.0,0.0,0.0,1.3735505435963538,1.405504859538344,0.0
MGH104-P6-E05,0.0,0.0,0.0,0.39291936606268907,0.0,0.0,1.237595580220681,1.86942351684995,1.133124124841212,0.0,0.0,0.0,0.0,1.1916432948315747,1.82821449085888,1.1462364950985626
MGH104-P6-E07,1.407924445356445,0.0,0.0,0.550808796257303,0.0,1.8313971636903947,1.4081734719535997,1.9504227880963536,1.3856172338300694,0.0,0.0,0.0,0.0,1.4146064441239798,0.0,0.08322266115822308
MGH104-P6-E08,1.3589237729674193,0.0,0.0,0.9590751566558925,0.0,0.0,1.4603749253955192,1.8228748128097734,1.624229069216366,0.0,0.0,0.0,0.0,1.7667662109690598,1.470582578930432,0.0
MGH104-P6-E09,0.0,0.0,0.0,0.0,0.0,0.35749949945952614,0.6671116009332398,2.1521622275050345,1.1323674497000529,0.0,0.0,0.0,0.0,1.493339147371444,2.0696506537909274,1.0795513655518227
MGH104-P6-E10,1.31060266955918,0.0,1.0513663783748648,0.6758443203455665,0.0,0.0,0.9984735210549952,1.742461511437717,1.0665541746032912,0.0,0.0,0.0,0.0,1.497799456666605,2.00282839676419,1.323854079736296
MGH104-P6-E11,0.5240488565105216,0.0,0.0,0.429863381062701,0.0,0.766633649933095,1.106216768549333,1.649619979365381,1.2503591085121162,0.0,0.0,0.0,0.0,1.4329605649214667,1.5641317122109248,0.0
MGH104-P6-F01,0.7540781562271386,0.0,0.0,1.2324873287224865,0.0,1.7109332649413602,0.7543890849141677,2.047222162240764,0.7111479363513223,0.0,0.0,0.0,0.0,1.6801949303029966,1.0829744868977291,1.038065562260262
MGH104-P6-F02,0.5034598877205426,0.0,0.0,0.0,0.0,0.9764046378756591,0.743681291154099,1.8570903903538252,1.1055113900748839,0.0,0.0,0.0,0.0,1.5904051281767848,1.216035969015252,1.3033064967497276
MGH104-P6-F03,1.101484927069864,0.0,0.0,0.0,0.0,1.3767006166534521,0.0,2.049823334655966,1.7767860216901292,0.0,0.0,0.0,0.0,1.8681819863646216,1.6449104030906836,0.0
MGH104-P6-F04,0.9914364172265646,0.0,0.0,0.0,0.0,0.40870956542541387,0.7343199606462169,1.727133897307007,1.3607651539925079,0.0,0.0,0.0,0.0,0.7714288900585146,1.0626875497285122,1.4429033263883655
MGH104-P6-F05,0.7173194847391846,0.0,0.0,0.0,0.0,0.0,1.4075920396921273,1.772213885160099,1.1832097303796394,0.0,0.0,0.0,0.0,0.7543890849141677,1.854973231868728,0.0
MGH104-P6-F06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7160672026166917,1.6370772472507251,0.0,0.0,0.0,0.0,0.7550102256728262,1.1501479425439511,0.0
MGH104-P6-F09,1.0578242344475617,0.0,0.0,0.0,0.0,0.0,0.0,1.8146249697453531,0.0,0.0,0.0,0.0,0.0,0.0,1.9299381442006698,0.0
MGH104-P6-F10,0.5498080674439649,0.0,0.0,0.6840320907071972,0.0,1.0640259574350242,1.2962549888268968,1.4971589054022936,1.0913176237367388,0.0,0.0,0.0,0.0,1.2331891267562802,1.3593229737278238,1.0403669281394683
MGH104-P6-F12,0.0,0.0,0.0,0.0,0.8660080553921666,0.5674912429074475,0.0,1.0269153824524813,1.8657696095332332,0.0,0.0,0.0,0.0,1.7169542831414382,1.6111266921811715,0.9495249161629914
MGH104-P6-G01,1.3338317442460808,0.0,0.0,1.24807265194436,0.0,1.4192989043792743,1.5451877217500298,2.057477750161227,0.0,0.0,0.0,0.0,0.0,1.9987081890141964,1.2121329800824914,0.0
MGH104-P6-G02,0.0,0.0,0.0,1.0927896858094428,0.0,1.3761859819686437,1.203226082485589,1.536140828631877,1.2385914177572501,0.0,0.0,0.0,0.0,1.238055615405226,1.825153836311678,0.0
MGH104-P6-G03,1.2229678543235758,0.0,0.0,0.0,0.0,1.6511624412918036,0.0,2.104401485037353,1.3188139046513243,0.0,0.0,0.0,0.0,1.770847190555294,2.0667951226862287,0.0
MGH104-P6-G04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8078071700495015,1.4172238501578112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGH104-P6-G06,0.0,0.0,0.0,0.0,1.7369389846946015,0.0,1.1215805427659171,1.7913005702863178,1.390187924219653,0.0,0.0,0.0,0.0,0.0,1.9587907785771808,0.0
MGH104-P6-G07,0.0,0.0,0.0,0.0,0.0,1.1692914920241833,1.4338259867317096,1.8839880973584584,0.5793751098473614,0.0,0.0,0.0,0.0,1.6584977797933016,0.7945762471824328,0.0
MGH104-P6-G08,0.0,0.0,0.0,1.091931790494271,0.0,0.0,1.430041822247544,1.1587243227609862,0.0,0.0,0.0,0.0,0.0,0.9896131530412807,1.7720892758238582,0.0
MGH104-P6-G09,0.0,0.0,0.0,0.0,0.0,1.7135161988325196,0.0,1.727705018697463,1.1992396720940883,0.0,0.0,0.0,0.0,1.1344170971423313,1.0207449021702744,0.0
MGH104-P6-G10,1.3599704203324356,0.0,0.0,1.0111973912372072,1.2124671329753622,1.368971392059458,0.0,1.919154111295697,1.567191485188077,0.0,0.0,0.0,0.0,1.4609830725418438,1.8583300755982184,0.0
MGH104-P6-G11,0.0,0.0,0.0,1.1237006023461358,0.0,1.490509586339637,0.0,1.537722161266087,1.4195372666315476,0.0,0.0,1.315207256881394,0.0,1.6777175439763112,0.0,1.5832093303797907
MGH104-P6-G12,0.0,0.0,0.0,0.0,0.0,0.0,1.0960777123521093,1.7119546428707426,0.0,0.0,0.0,0.0,0.0,1.6346120095213603,2.219763966511885,0.0
MGH104-P6-H01,1.1506589957817235,0.0,0.0,0.0,1.2382088011585284,0.0,1.4528903176743053,1.6403007571787813,1.250652837612731,0.0,0.0,0.0,0.0,1.9753390393009995,1.6410054757236412,0.0
MGH104-P6-H06,0.0,0.0,0.0,0.0,0.0,1.4995956462013005,0.0,1.4266263310546266,1.4290487244618117,0.0,0.0,0.0,0.0,0.0,2.050830137457981,0.0
MGH104-P6-H07,1.4809494193431492,0.0,0.0,0.0,0.9576224206775709,1.3506078076748458,1.2609639146240155,0.0,1.6581368706474815,0.0,0.0,0.0,0.0,2.0096044463983356,1.4169833473801676,0.0
MGH104-P6-H09,1.1494310657460545,0.0,0.6446661908711607,1.0373431603600929,0.0,0.5417219790997052,1.1496360549489901,1.7096692195448386,1.4439885093646503,0.0,0.0,0.0,0.0,1.5351968932934308,1.7380654772981006,0.0
MGH104-P6-H10,1.4010667932835965,0.0,0.0,1.0587754530830245,0.0,1.2632923450792808,0.0,1.6421905294312285,1.20648000784103,0.0,0.0,0.0,0.0,1.661832680004668,1.9156835624182686,0.0
MGH104negP2-A01,0.0,0.0,0.0,0.0,0.0,1.649980369320767,1.34493660901629,1.899679594669278,1.4350252037002693,0.0,0.0,0.0,0.0,0.7993254851353114,2.06333141362575,0.4984469170310388
MGH104negP2-A02,0.0,0.0,0.0,0.7250734943363794,0.0,1.195288517369286,1.3727927663242445,1.7543210472188189,1.2282412757291026,0.0,0.0,0.0,0.0,1.9497629054518322,1.7967368462787012,0.0
MGH104negP2-A03,0.2937261634377431,0.0,0.0,0.5602071425752889,0.0,0.0,1.4754383183144941,1.9085413613623554,1.5192156103927645,0.0,0.0,0.0,0.0,0.8190898990849302,1.8660786011176203,0.7678378491857464
