gene,r,p,abs_r,novel
MTMR7,0.27728905438000107,6.983842562374579e-11,0.27728905438000107,True
ARL4A,0.277282402796639,6.991430256934234e-11,0.277282402796639,True
APOA1BP,-0.27720673039137883,7.078320416363173e-11,0.27720673039137883,True
FBXO42,0.2770879857109995,7.216794808686407e-11,0.2770879857109995,True
EPHA6,0.2770067439052934,7.313053430176375e-11,0.2770067439052934,True
LTB4R,0.27699784669539246,7.323670965466314e-11,0.27699784669539246,True
ZNF84,0.2769861781799184,7.337618441013267e-11,0.2769861781799184,True
NUP107,0.2769203613302139,7.416776315727474e-11,0.2769203613302139,True
RWDD4A,-0.2768809506782229,7.464573429508636e-11,0.2768809506782229,True
MAFB,0.2768471152915604,7.505848408020436e-11,0.2768471152915604,True
ELOVL7,-0.2767208374525587,7.661866098885474e-11,0.2767208374525587,True
COX6A1,-0.27664346762218234,7.759014960550049e-11,0.27664346762218234,True
RBM9,0.27662214435917987,7.785999817084144e-11,0.27662214435917987,True
KLC4,-0.2765784444980547,7.841588795881605e-11,0.2765784444980547,True
KIAA1841,0.2765575163043361,7.868347640156756e-11,0.2765575163043361,True
HSPE1,-0.27655654513465877,7.86959153964986e-11,0.27655654513465877,True
SLC5A1,-0.2765175425182124,7.919705901768547e-11,0.2765175425182124,True
ITGB1BP2,0.27645303095346674,8.003280456772663e-11,0.27645303095346674,True
LANCL3,0.276410165165874,8.059287858925343e-11,0.276410165165874,True
LGI3,-0.2763645242041058,8.119341307225413e-11,0.2763645242041058,True
SH3BP2,0.27635916495109447,8.12642146363293e-11,0.27635916495109447,True
DAAM2,0.27632828205632826,8.167338577264922e-11,0.27632828205632826,True
LOC100190939,0.2763210293564023,8.176976853827221e-11,0.2763210293564023,True
HMGXB4,0.27620780480847146,8.328889350249222e-11,0.27620780480847146,True
SNX19,-0.2762015243417491,8.337395876293142e-11,0.2762015243417491,True
GTSE1,0.2761432004966273,8.416797803209423e-11,0.2761432004966273,True
AKR1C2,-0.2761201459258324,8.448387142017661e-11,0.2761201459258324,True
GLE1,-0.27610923880997096,8.463372308326468e-11,0.27610923880997096,True
NUDT16,-0.276089265706798,8.490880342751386e-11,0.276089265706798,True
GUSBP3,0.2760616538884394,8.529052431190427e-11,0.2760616538884394,True
GMPR,-0.27602217552199865,8.583920263867645e-11,0.27602217552199865,True
ABCC6,-0.2760161887450591,8.592270802475039e-11,0.2760161887450591,True
P2RY1,0.2759797429243087,8.643277681447718e-11,0.2759797429243087,True
IL9R,0.2759658768651868,8.662761018929032e-11,0.2759658768651868,True
DUSP8,-0.27591283639731734,8.73768465792661e-11,0.27591283639731734,True
GSTK1,-0.275892105642939,8.767139807754498e-11,0.275892105642939,True
SLC9A5,0.2757953092458024,8.905958546798599e-11,0.2757953092458024,True
DMRTA1,-0.27573395575817206,8.995054696558754e-11,0.27573395575817206,True
DLEU2,0.27571543686315375,9.022117736347689e-11,0.27571543686315375,True
VNN2,0.2756927122639514,9.055435374051084e-11,0.2756927122639514,True
FGF9,-0.2755835680708838,9.217135902011122e-11,0.2755835680708838,True
CDCA3,0.27538144242332374,9.524057631057353e-11,0.27538144242332374,True
OTUD4,0.27535592614789656,9.56350463073368e-11,0.27535592614789656,True
C3orf21,0.2752926466144622,9.662020485375361e-11,0.2752926466144622,True
CNOT8,0.27523302612390765,9.755744600314463e-11,0.27523302612390765,True
C1orf172,-0.27522938725243046,9.761493558311106e-11,0.27522938725243046,True
MRS2,-0.2752223230942519,9.772663467959526e-11,0.2752223230942519,True
C6orf132,0.2752211093594026,9.774583890242373e-11,0.2752211093594026,True
C6orf27,-0.27520004369702844,9.807973530418472e-11,0.27520004369702844,True
FAM134B,-0.27516485952009867,9.863989502290376e-11,0.27516485952009867,True
NRM,0.275069034305644,1.0018136889160829e-10,0.275069034305644,True
CXADR,0.27496794328167495,1.018330015480085e-10,0.27496794328167495,True
FSCN1,0.2749661502845536,1.018625339295728e-10,0.2749661502845536,True
LOC646762,0.2749288752707553,1.0247838356169708e-10,0.2749288752707553,True
C13orf34,0.27486838266320757,1.0348556218177258e-10,0.27486838266320757,True
C2orf7,-0.274815732543818,1.0437001542003577e-10,0.274815732543818,True
TRIM65,0.2747944847184397,1.0472903427381389e-10,0.2747944847184397,True
AZGP1,-0.2747767051050447,1.0503037657857432e-10,0.2747767051050447,True
TAF4B,0.2746521303459916,1.0716560003841448e-10,0.2746521303459916,True
TRPC4,0.274650410129425,1.0719537889203374e-10,0.274650410129425,True
RBP4,-0.27463898794186997,1.0739331430337546e-10,0.27463898794186997,True
PLEKHA4,0.27463488475868053,1.0746450542342726e-10,0.27463488475868053,True
TMEM67,0.27462848732429973,1.0757559408612293e-10,0.27462848732429973,True
CSF2RB,0.2746157231442773,1.077975730920158e-10,0.2746157231442773,True
HAUS6,0.2745822962233122,1.0838101105046937e-10,0.2745822962233122,True
FCGR2A,0.274576941955153,1.0847475072745772e-10,0.274576941955153,True
BCAT2,-0.27455886659113393,1.0879178868814727e-10,0.27455886659113393,True
ZIC2,0.27450350881286234,1.0976838146777674e-10,0.27450350881286234,True
PA2G4,0.2745024069078992,1.0978790717652059e-10,0.2745024069078992,True
COG8,-0.27445464962187643,1.1063742513025859e-10,0.27445464962187643,True
TUBB2A,-0.27436862631488357,1.1218382207477617e-10,0.27436862631488357,True
SUCLG2,-0.27435575760448755,1.1241696050069368e-10,0.27435575760448755,True
UNC5A,0.2743328141513186,1.1283379204143507e-10,0.2743328141513186,True
SLC22A9,-0.2743286998471672,1.1290869893449694e-10,0.2743286998471672,True
LHX6,0.2742971126097921,1.1348540739482607e-10,0.2742971126097921,True
JRKL,0.2742760739049319,1.1387111653944704e-10,0.2742760739049319,True
PRELID2,0.27420934389060586,1.151029716257632e-10,0.27420934389060586,True
PMS1,0.2740836557009296,1.1745858209677408e-10,0.2740836557009296,True
GABPB1,0.27404398810079994,1.1821172755779482e-10,0.27404398810079994,True
LOC554202,0.27400798702350443,1.1889933193472524e-10,0.27400798702350443,True
MFAP3L,-0.2740044469660957,1.189671555726763e-10,0.2740044469660957,True
GLIPR2,0.27398099358731304,1.1941745016568492e-10,0.27398099358731304,True
SEMA3A,0.27396997178090754,1.1962963738224783e-10,0.27396997178090754,True
PHKG1,0.27396881576544996,1.196519137903466e-10,0.27396881576544996,True
SLC16A6,0.27395441423882005,1.199297702403121e-10,0.27395441423882005,True
DSE,0.273926646458549,1.2046728546596115e-10,0.273926646458549,True
TTC39B,-0.27389092855203295,1.2116214911810326e-10,0.27389092855203295,True
H2BFXP,0.27384170799340135,1.2212610048359705e-10,0.27384170799340135,True
CDHR2,-0.27384068618767193,1.221461908453049e-10,0.27384068618767193,True
C3orf33,-0.2738387245223752,1.221847694025228e-10,0.2738387245223752,True
ODZ4,0.2738327508616313,1.2230232193765298e-10,0.2738327508616313,True
ITM2B,-0.2737771793647901,1.2340117992292615e-10,0.2737771793647901,True
TLR6,0.2737653356708836,1.236366153109749e-10,0.2737653356708836,True
HNRNPA1,0.2737628256414291,1.236865672345306e-10,0.2737628256414291,True
POLR3B,-0.27370044767949714,1.2493428446019652e-10,0.27370044767949714,True
INHA,0.27364147429650876,1.261251779808705e-10,0.27364147429650876,True
PTPN22,0.2736177567985613,1.266072362767726e-10,0.2736177567985613,True
JMJD6,0.2735394694729784,1.282112070168955e-10,0.2735394694729784,True
UQCR10,-0.27347133888147135,1.296231876493438e-10,0.27347133888147135,True
CDHR4,0.2734653831744433,1.297473352409846e-10,0.2734653831744433,True
TRIM71,-0.2734442296097274,1.3018922187062163e-10,0.2734442296097274,True
DIRC2,-0.273423047884868,1.306331662763828e-10,0.273423047884868,True
SYPL2,-0.2734014093422685,1.3108820841061314e-10,0.2734014093422685,True
ZNF519,0.273393150576444,1.3126229099387685e-10,0.273393150576444,True
CENPBD1,-0.27333287307504156,1.3253969263084543e-10,0.27333287307504156,True
CACNA2D2,-0.2733322042786517,1.3255393350734682e-10,0.2733322042786517,True
COX7C,-0.2733193289485485,1.3282838253750378e-10,0.2733193289485485,True
SIRT4,-0.273235610327849,1.3462647426314843e-10,0.273235610327849,True
TSPAN3,-0.2732324284223055,1.3469528044496814e-10,0.2732324284223055,True
HMGB2,0.27321016117040675,1.3517775212143747e-10,0.27321016117040675,True
ADAM28,0.2731795397305016,1.3584398815804663e-10,0.2731795397305016,True
MDFI,0.27311470589380293,1.372651666676624e-10,0.27311470589380293,True
PCDHB8,0.27307463642449764,1.3815073606135692e-10,0.27307463642449764,True
TDP1,0.2730685272416793,1.3828624243982298e-10,0.2730685272416793,True
GRAMD4,0.2730358695349717,1.3901281534268213e-10,0.2730358695349717,True
PIGO,-0.27299557335999175,1.3991445844029566e-10,0.27299557335999175,True
DHRS4L1,-0.2729695814866414,1.4049905793173753e-10,0.2729695814866414,True
ZFYVE1,-0.27292581429867796,1.4148883626844239e-10,0.27292581429867796,True
EIF2C2,0.27289299311397824,1.4223553002359128e-10,0.27289299311397824,True
DKC1,0.272827813054578,1.437298025776234e-10,0.272827813054578,True
ASPN,0.2728004067559923,1.4436265873585005e-10,0.2728004067559923,True
NCAPD2,0.2727937448504554,1.445169027878499e-10,0.2727937448504554,True
TJP3,-0.27269608221488006,1.4679661886037377e-10,0.27269608221488006,True
CYC1,-0.2726882611538386,1.4698069213276433e-10,0.2726882611538386,True
ACTBL2,0.2726839614350356,1.470819843413889e-10,0.2726839614350356,True
MOCS2,-0.27266837662176474,1.4744969975579237e-10,0.27266837662176474,True
CER1,-0.27263772420527665,1.4817554281688761e-10,0.27263772420527665,True
PTGS2,0.27255671897484757,1.501105301846489e-10,0.27255671897484757,True
TFPI,0.27238780023940345,1.5422506031437166e-10,0.27238780023940345,True
KCNS1,0.2723852446620802,1.5428814537641808e-10,0.2723852446620802,True
SHCBP1,0.2723605666034008,1.5489862459200426e-10,0.2723605666034008,True
PDLIM7,0.2723505273505753,1.5514764589716429e-10,0.2723505273505753,True
RBM23,-0.27233283616574433,1.5558742130973057e-10,0.27233283616574433,True
CADM3,0.27231494713129223,1.5603335000911138e-10,0.27231494713129223,True
FCHSD1,0.2722557818038714,1.575170816580749e-10,0.2722557818038714,True
CD97,0.2722397508665186,1.5792146244767786e-10,0.2722397508665186,True
CHTF8,-0.27217588935718035,1.5954243550484336e-10,0.27217588935718035,True
KTELC1,0.27211704044860485,1.6105052155554826e-10,0.27211704044860485,True
RAD51AP1,0.2720934417500295,1.6165916529177764e-10,0.2720934417500295,True
CCL20,0.2720914895698218,1.6170961502614288e-10,0.2720914895698218,True
CHIA,-0.27200045501044096,1.6407931383270254e-10,0.27200045501044096,True
WIPI1,-0.27199442318205824,1.642375165509852e-10,0.27199442318205824,True
ITPK1,-0.27186067912870077,1.6778378346206977e-10,0.27186067912870077,True
NFIX,0.27184741086939945,1.6813963657765263e-10,0.27184741086939945,True
C15orf39,0.271824694555392,1.6875059335139032e-10,0.271824694555392,True
ADAP2,0.2718184475038335,1.6891898707456918e-10,0.2718184475038335,True
THAP4,-0.2717869128274855,1.697715290700143e-10,0.2717869128274855,True
SLC38A2,0.27167596751956674,1.7280439286384993e-10,0.27167596751956674,True
MUC1,0.2716229075611534,1.7427346698617394e-10,0.2716229075611534,True
GPR21,0.27161503384731794,1.7449250117492326e-10,0.27161503384731794,True
ACOT13,-0.27158460730271516,1.7534144287568478e-10,0.27158460730271516,True
C20orf70,-0.27151805034076953,1.7721252480734287e-10,0.27151805034076953,True
AQP7P1,-0.271474411888583,1.7844985374980267e-10,0.271474411888583,True
SERINC3,0.2714244409546235,1.7987707368782264e-10,0.2714244409546235,True
SGK2,-0.2713999512055619,1.805805800064055e-10,0.2713999512055619,True
DHDH,-0.27136233521992603,1.816663817719073e-10,0.27136233521992603,True
GRSF1,-0.2712810655139619,1.8403402797130615e-10,0.2712810655139619,True
EGFL6,0.27125074524871823,1.849250319557751e-10,0.27125074524871823,True
SNORD1C,0.2712208322967461,1.8580818423738707e-10,0.2712208322967461,True
SMOC2,0.271219339030861,1.8585237904832469e-10,0.271219339030861,True
TOX3,-0.2711890711837615,1.8675039930786758e-10,0.2711890711837615,True
C8orf71,-0.27113745049751753,1.882917012603479e-10,0.27113745049751753,True
AKR7A2,-0.271123575253655,1.8870810015947952e-10,0.271123575253655,True
DUSP7,0.27112304212294325,1.8872411740492648e-10,0.27112304212294325,True
TSPAN1,-0.2710676499222162,1.9039554445889648e-10,0.2710676499222162,True
GRAMD1B,0.2708860299116463,1.9597760365921127e-10,0.2708860299116463,True
C1orf107,0.27082601801986733,1.9785686114777242e-10,0.27082601801986733,True
CHPF2,0.27082368988735545,1.979301186560087e-10,0.27082368988735545,True
NFIL3,0.270745858154507,2.0039445344043754e-10,0.270745858154507,True
CBLN4,0.2707359560478829,2.0071011253156196e-10,0.2707359560478829,True
CENPA,0.2707348445562302,2.0074557485457016e-10,0.2707348445562302,True
EPN3,-0.27070830313441285,2.0159419863938443e-10,0.27070830313441285,True
PFKM,-0.2706659553186735,2.0295545034414264e-10,0.2706659553186735,True
SLC22A11,-0.2705303469069273,2.0737504124979163e-10,0.2705303469069273,True
SOX8,-0.2705150066000432,2.0788085819306556e-10,0.2705150066000432,True
CRKL,0.2705120288064134,2.079791843717125e-10,0.2705120288064134,True
NUAK1,0.27047377851353616,2.0924623734420246e-10,0.27047377851353616,True
PAXIP1,0.2703957510253555,2.1185427965675503e-10,0.2703957510253555,True
EBPL,0.27037637614656995,2.1250676985727185e-10,0.27037637614656995,True
ASB15,-0.2703312288364283,2.1403480594200299e-10,0.2703312288364283,True
SMCHD1,0.27031761570782137,2.1449764632623314e-10,0.27031761570782137,True
RAB3A,-0.2703096389033952,2.1476930702555693e-10,0.2703096389033952,True
KCNK12,0.27030363731400914,2.1497392005074595e-10,0.27030363731400914,True
MGC3771,-0.27029805063002443,2.1516455828791602e-10,0.27029805063002443,True
ADAMTS16,-0.270229282401144,2.1752471533692227e-10,0.270229282401144,True
PRPF38B,0.2701739953142767,2.1944046252889193e-10,0.2701739953142767,True
HIP1R,-0.2701290503782918,2.2100994640384263e-10,0.2701290503782918,True
DCUN1D3,0.2701093616435203,2.2170091897855347e-10,0.2701093616435203,True
PCGF6,0.2700928066649478,2.2228354105571542e-10,0.2700928066649478,True
JAKMIP2,0.27006128080003095,2.2339716298809542e-10,0.27006128080003095,True
OSCP1,-0.2700494444900058,2.2381667126033864e-10,0.2700494444900058,True
DEXI,-0.26999779626897136,2.256562094402084e-10,0.26999779626897136,True
PARP8,0.26998571979148567,2.260884530681388e-10,0.26998571979148567,True
WDR54,0.26996442009926414,2.2685278213521132e-10,0.26996442009926414,True
TROAP,0.26995571609799396,2.2716584484096608e-10,0.26995571609799396,True
SPRY4,0.2699554307822959,2.2717611410372398e-10,0.2699554307822959,True
HSF2BP,0.2699499181780345,2.273746160274207e-10,0.2699499181780345,True
ASRGL1,-0.26991381794741903,2.2867872178505387e-10,0.26991381794741903,True
SLC5A8,-0.26991006757810904,2.2881461931542433e-10,0.26991006757810904,True
RAB7L1,-0.2697952917302132,2.330118632156463e-10,0.2697952917302132,True
HSDL1,-0.2697741977531586,2.3379136528424894e-10,0.2697741977531586,True
COX19,0.2697356736410674,2.35221536832776e-10,0.2697356736410674,True
TMEM115,-0.26969890181962514,2.365946029058062e-10,0.26969890181962514,True
SLC18A3,0.26966801113364147,2.3775409722198706e-10,0.26966801113364147,True
SLC25A25,-0.2696456036371419,2.3859863308962555e-10,0.2696456036371419,True
MAPKAP1,-0.26958531248621,2.408855329497118e-10,0.26958531248621,True
GPR161,0.26954455222838064,2.424436880354029e-10,0.26954455222838064,True
USP1,0.2695130741553669,2.4365372361727287e-10,0.2695130741553669,True
UNC13D,0.2694945134680689,2.4436996179911156e-10,0.2694945134680689,True
ADH1C,-0.26945986439882197,2.457125254743073e-10,0.26945986439882197,True
PCDHB14,0.26943643444415394,2.466244453036952e-10,0.26943643444415394,True
TBL1XR1,0.2694352203579432,2.466717886044137e-10,0.2694352203579432,True
ANKS1B,0.2694031900700525,2.4792401196257263e-10,0.2694031900700525,True
TMEM49,0.2693949713820053,2.48246318171814e-10,0.2693949713820053,True
C5orf44,-0.2693701804419152,2.492210000730724e-10,0.2693701804419152,True
PALM3,-0.269346882770394,2.501403690434659e-10,0.269346882770394,True
NXNL1,-0.26934251181907043,2.5031322242256837e-10,0.26934251181907043,True
MAGED4,0.2693263749374387,2.5095237866913267e-10,0.2693263749374387,True
CAP1,0.2692689639122429,2.5323925082413567e-10,0.2692689639122429,True
RGS2,0.26924882544963946,2.540462310574086e-10,0.26924882544963946,True
HCLS1,0.26923753837840103,2.544996165820866e-10,0.26923753837840103,True
FCHSD2,0.26923043648953904,2.5478529311043585e-10,0.26923043648953904,True
FNIP2,-0.2692268765616393,2.54928610223596e-10,0.2692268765616393,True
POLR2E,-0.26921526962924663,2.553964326288092e-10,0.26921526962924663,True
RPS12,0.2691606801652345,2.576079213724221e-10,0.2691606801652345,True
KIAA0232,-0.2691403917115887,2.5843457684847727e-10,0.2691403917115887,True
GPR108,-0.2691274763126012,2.58962161479589e-10,0.2691274763126012,True
SLC7A9,-0.26905457496034124,2.6195985641744395e-10,0.26905457496034124,True
GGN,0.2690246894720522,2.631984867208565e-10,0.2690246894720522,True
POLA1,0.2690011843407253,2.6417668281731395e-10,0.2690011843407253,True
TEF,-0.26899230346395236,2.6454719266188037e-10,0.26899230346395236,True
CARD8,0.268985724960831,2.6482197378730466e-10,0.268985724960831,True
SPHK2,-0.26897649213971603,2.65208093432944e-10,0.26897649213971603,True
SORBS1,0.26896628837886527,2.656354558825395e-10,0.26896628837886527,True
FBXO9,-0.2689588651910071,2.659467813948927e-10,0.2689588651910071,True
NDFIP1,-0.26892564370015,2.6734443644091635e-10,0.26892564370015,True
MRPL38,-0.2688801732779903,2.692690149249357e-10,0.2688801732779903,True
CCDC104,0.2688625593480108,2.7001816100055073e-10,0.2688625593480108,True
TRIM59,0.26885995268137464,2.70129198598356e-10,0.26885995268137464,True
MN1,0.2688185160194145,2.7190028185077016e-10,0.2688185160194145,True
LBP,0.26878175874828,2.7348081976192925e-10,0.26878175874828,True
UQCRQ,-0.2687615704219096,2.743527069868894e-10,0.2687615704219096,True
MED22,-0.268761174388907,2.7436983778088433e-10,0.268761174388907,True
TIMM8B,-0.2687276939139503,2.7582184097174584e-10,0.2687276939139503,True
C14orf169,-0.2686305671107796,2.8007657033459854e-10,0.2686305671107796,True
PRRG2,-0.2686013560671227,2.8136864119714047e-10,0.2686013560671227,True
DYRK2,0.26856426841801834,2.830174777267027e-10,0.26856426841801834,True
VAC14,-0.2685525390798585,2.8354089431813226e-10,0.2685525390798585,True
GAS8,-0.26854380548309753,2.8393123938971267e-10,0.26854380548309753,True
SEMA3D,-0.2685291115323887,2.8458916156677167e-10,0.2685291115323887,True
MMD,0.2685025109505629,2.8578398196818747e-10,0.2685025109505629,True
ATF7,0.2684959038133142,2.860815117644648e-10,0.2684959038133142,True
IL17RB,-0.2684485363646873,2.88223393007239e-10,0.2684485363646873,True
GSTM4,-0.26842708872455195,2.8919834987826697e-10,0.26842708872455195,True
GLYATL1,-0.26842424941937826,2.8932765816044037e-10,0.26842424941937826,True
TRIP4,-0.2684210931901145,2.894714659494698e-10,0.2684210931901145,True
BOK,-0.268410172920274,2.899695652065887e-10,0.268410172920274,True
HOXD9,0.2683964715994388,2.9059569535544407e-10,0.2683964715994388,True
PLCG2,-0.26836662118225285,2.9196437737624567e-10,0.26836662118225285,True
NOD2,0.268303105475817,2.948975793275704e-10,0.268303105475817,True
FNBP4,0.2683003107551424,2.9502729848441314e-10,0.2683003107551424,True
SP1,0.2682886484307926,2.9556921440204237e-10,0.2682886484307926,True
CISD1,-0.2682825846070203,2.9585136638337137e-10,0.2682825846070203,True
YAP1,0.26822940285310976,2.9833719617857344e-10,0.26822940285310976,True
SIRPB2,0.2682045402233407,2.995062943126009e-10,0.2682045402233407,True
GNB3,0.26815956870107116,3.0163230125958616e-10,0.26815956870107116,True
PDE12,-0.2681564836680525,3.0177868208184473e-10,0.2681564836680525,True
SLC22A2,-0.26814985468151326,3.020934529512899e-10,0.26814985468151326,True
MRRF,-0.26814661971756587,3.022471780649581e-10,0.26814661971756587,True
FLJ23867,0.26814423437158735,3.0236057821738404e-10,0.26814423437158735,True
NHEDC2,0.26813772295107363,3.026703442848226e-10,0.26813772295107363,True
ATAD2B,0.2681318968678827,3.029477689049287e-10,0.2681318968678827,True
FDX1L,-0.26810911755921407,3.0403484550471175e-10,0.26810911755921407,True
PLS1,-0.2681033167248062,3.043122797499512e-10,0.2681033167248062,True
GPR89C,-0.2680867564225762,3.0510565993035635e-10,0.2680867564225762,True
UBE2U,-0.26804694239168375,3.070213434756178e-10,0.26804694239168375,True
TCN1,0.2679881336930263,3.098724130929271e-10,0.2679881336930263,True
LIN9,0.2679423098342352,3.121118260976685e-10,0.2679423098342352,True
FRZB,0.26792570073170613,3.129273978406883e-10,0.26792570073170613,True
TCL1B,-0.2678903040147002,3.1467244421386563e-10,0.2678903040147002,True
C2orf44,0.2678289010365988,3.1772209095092437e-10,0.2678289010365988,True
LOC100272146,0.2677955333882002,3.193913803668099e-10,0.2677955333882002,True
NEK2,0.26778537437177885,3.199013008452099e-10,0.26778537437177885,True
ARSF,-0.2677143750423655,3.234872267813611e-10,0.2677143750423655,True
ADAMDEC1,0.26765696883893286,3.264151989660577e-10,0.26765696883893286,True
SEMG2,-0.26755672693199967,3.315899674854556e-10,0.26755672693199967,True
PNLIPRP3,-0.2675427366269368,3.323185081999508e-10,0.2675427366269368,True
HS2ST1,0.2675197155587533,3.3352071648575797e-10,0.2675197155587533,True
CENPE,0.267508958092508,3.3408394448000914e-10,0.267508958092508,True
GOLGA3,0.26748905368208836,3.3512852136867484e-10,0.26748905368208836,True
RNF123,-0.2674670072398489,3.362892230568152e-10,0.2674670072398489,True
FUT11,0.2673844558255623,3.4067025912208627e-10,0.2673844558255623,True
CES8,0.2673697570888365,3.414561331591269e-10,0.2673697570888365,True
PTGFRN,0.2673201513747429,3.4412137445037123e-10,0.2673201513747429,True
FBLIM1,0.26727267744371386,3.466910393228654e-10,0.26727267744371386,True
APBB1,-0.2672112862817326,3.5004172743180734e-10,0.2672112862817326,True
CCT6P1,0.26719603127227204,3.5087921359295316e-10,0.26719603127227204,True
ALOX5,0.2671692694367647,3.523531292607134e-10,0.2671692694367647,True
ATP6V1C1,-0.26712675642307104,3.547069469901326e-10,0.26712675642307104,True
MGC87042,0.2670479217920154,3.5911236253387237e-10,0.2670479217920154,True
ARHGDIB,0.26702004334151985,3.606829713094032e-10,0.26702004334151985,True
IHH,-0.2669963449349459,3.6202334266599686e-10,0.2669963449349459,True
TLR9,0.26696889395779755,3.6358202006665044e-10,0.26696889395779755,True
S100A16,0.26695542992823723,3.643488990878911e-10,0.26695542992823723,True
DDX47,0.26694490821569644,3.649492866364512e-10,0.26694490821569644,True
TPPP,-0.26690751523254025,3.670908001851269e-10,0.26690751523254025,True
FIBCD1,0.2667739169565678,3.748424305709873e-10,0.2667739169565678,True
RALYL,-0.26675530844843126,3.7593469662792483e-10,0.26675530844843126,True
ISL2,0.26664750517476143,3.823236720506178e-10,0.26664750517476143,True
SCOC,-0.26658246367274213,3.8622935816326216e-10,0.26658246367274213,True
CDCA5,0.26647673811461736,3.926611112393307e-10,0.26647673811461736,True
CCDC109B,0.2664583669751501,3.937892907100141e-10,0.2664583669751501,True
RNF208,-0.266457568616814,3.9383838970704594e-10,0.266457568616814,True
VKORC1L1,0.2664025527369058,3.972362565481252e-10,0.2664025527369058,True
FAM19A3,0.26629788468021487,4.0377968353479747e-10,0.26629788468021487,True
SOCS5,0.2662540577730272,4.0655062260293414e-10,0.2662540577730272,True
CCDC18,0.26625273370270425,4.066346238250054e-10,0.26625273370270425,True
PDDC1,-0.2662511932263033,4.0673237547050145e-10,0.2662511932263033,True
C17orf37,-0.26622381595460015,4.0847343325500474e-10,0.26622381595460015,True
ANXA1,0.26620087019478844,4.0993825524632804e-10,0.26620087019478844,True
ZC3HAV1L,0.2661437122160889,4.13609400363744e-10,0.2661437122160889,True
NRG2,-0.26609955837677624,4.1646720419492953e-10,0.26609955837677624,True
BPNT1,-0.2660822709707795,4.17591338453188e-10,0.2660822709707795,True
LOC283050,0.266024766950765,4.2135189832902406e-10,0.266024766950765,True
MRPL48,-0.265982073625558,4.2416519177070275e-10,0.265982073625558,True
SH2D2A,0.2659774259450411,4.2447255375842867e-10,0.2659774259450411,True
SERBP1,0.2659449230907349,4.2662811097789407e-10,0.2659449230907349,True
SGOL1,0.2659258435611957,4.2789840544930974e-10,0.2659258435611957,True
AHR,0.26585802422874144,4.324436131326913e-10,0.26585802422874144,True
ZNF311,0.26574583990767164,4.4006548768471074e-10,0.26574583990767164,True
AK1,-0.26572310921623166,4.416256782272635e-10,0.26572310921623166,True
TRPC6,0.2657133076821878,4.4230009655312623e-10,0.2657133076821878,True
DOCK5,0.26569060021541335,4.4386639245892893e-10,0.26569060021541335,True
SP140,0.26564677697867367,4.469044708265012e-10,0.26564677697867367,True
AHNAK,0.265617524928895,4.489436443087299e-10,0.265617524928895,True
PIWIL2,0.26558250744262646,4.513966400301719e-10,0.26558250744262646,True
PCBP3,0.2655621751902431,4.528269072526479e-10,0.2655621751902431,True
OSTalpha,-0.2655031884985862,4.570013164870367e-10,0.2655031884985862,True
PHACTR1,0.26545123948992094,4.607086769349405e-10,0.26545123948992094,True
TBC1D3,0.2653974068676004,4.645813406988487e-10,0.2653974068676004,True
SLC25A33,-0.2653823676748167,4.656688946868623e-10,0.2653823676748167,True
MS4A4A,0.2653822610442118,4.656766144811023e-10,0.2653822610442118,True
TNFRSF21,-0.2653226236635124,4.700137868797751e-10,0.2653226236635124,True
STX18,-0.26532147457249405,4.700977402149766e-10,0.26532147457249405,True
TRPV3,0.2652647178994982,4.742626318117535e-10,0.2652647178994982,True
LACTB2,-0.2652279284473733,4.769814578588712e-10,0.2652279284473733,True
PSRC1,0.2652272033637039,4.770351953633361e-10,0.2652272033637039,True
LRRC41,0.2651851280552189,4.801635980091012e-10,0.2651851280552189,True
FBXL7,0.2651814288553242,4.804395955345033e-10,0.2651814288553242,True
MAPK4,-0.2651735867683683,4.810252047913408e-10,0.2651735867683683,True
TAS2R5,0.2651364666009196,4.838065996318191e-10,0.2651364666009196,True
LOC285074,0.26510754022402006,4.859848825857659e-10,0.26510754022402006,True
OAS3,0.26508162164951576,4.879447701610786e-10,0.26508162164951576,True
RPS24,0.26501483218987854,4.930307125311537e-10,0.26501483218987854,True
CLDN3,-0.2649631645561547,4.970005002382979e-10,0.2649631645561547,True
LAMB3,0.26491167009194505,5.009879260171544e-10,0.26491167009194505,True
DNAJC2,0.2648519405735438,5.056520315329973e-10,0.2648519405735438,True
EIF3B,0.2647342677917443,5.149647077068112e-10,0.2647342677917443,True
PLOD3,0.26470315833676644,5.174544872010947e-10,0.26470315833676644,True
CAND2,-0.2647013801366978,5.175971550585993e-10,0.2647013801366978,True
SCRG1,0.26465811754307994,5.210800009192152e-10,0.26465811754307994,True
SLCO1C1,0.26458009374591296,5.274190312460042e-10,0.26458009374591296,True
PNOC,0.26456411779209665,5.28726219578879e-10,0.26456411779209665,True
C8orf47,-0.26456318378260135,5.288027397959674e-10,0.26456318378260135,True
OSTC,0.26456290544905997,5.288255447992377e-10,0.26456290544905997,True
LSS,-0.2645462692933701,5.301903524348934e-10,0.2645462692933701,True
PPP6C,-0.2645329783370534,5.312831869225471e-10,0.2645329783370534,True
FMNL1,0.26450259534683523,5.337896345101607e-10,0.26450259534683523,True
ZFYVE21,-0.2644381777899614,5.391418852726164e-10,0.2644381777899614,True
SETDB1,0.26434550365151804,5.469335938221475e-10,0.26434550365151804,True
