predictor,label,hr,ci_lo,ci_hi,p,c_index
MKI67,individual — benchmark,3.402581796866068,2.2976472211193744,5.038877499533601,9.811761761348512e-10,0.83718820861678
CDK4,individual,1.7395470833473214,0.9902020638810374,3.055966216957631,0.05413996723698998,0.5804988662131519
EZH2,individual,1.848776313728618,1.1863293242302075,2.881134090166617,0.006631734216746722,0.6408163265306123
TI_FA2,individual (not confirmed solo),1.0768919543246112,0.429399757378375,2.7007380916314507,0.8745254976927697,0.4834467120181406
TI_MKI_product,COMPOSITE: TI_FA2 × MKI67  [P1],40.67986089448893,5.2190963551334555,317.07616985597014,0.00040455319372495246,0.6208616780045352
TI_MKI_sum,COMPOSITE: TI_FA2 + MKI67,7.85714832935023,2.5810841774165105,23.918158272235587,0.0002840642831577954,0.6766439909297052
CDK4_MKI_product,COMPOSITE: CDK4 × MKI67    [P2],270.24003312717787,35.29619812030932,2069.0521754114116,6.989901984833738e-08,0.76281179138322
EZH2_MKI_sum,COMPOSITE: EZH2 + MKI67,19.748716074539853,6.422285109684182,60.727884223745995,1.9409515001887238e-07,0.7682539682539683
