,depth_s2
GSM661741,0.6813694991615701
GSM661742,0.7241590048924155
GSM661743,0.6954843250345453
GSM661744,0.41477002052074746
GSM661745,0.9454137333051793
GSM661746,0.6981769231408534
GSM661747,0.884319028827302
GSM661748,0.6305476957354191
GSM661749,0.7857121396606173
GSM661750,0.9879892034210787
GSM661751,0.4045241502046709
GSM661752,0.8579965288125775
GSM661753,0.6387921800391061
GSM661754,0.2947857826550139
GSM661755,0.43811790749407936
GSM661756,0.7482239364042466
GSM661757,0.8690324532584452
GSM661758,0.8005716443285904
GSM661759,0.7390404595457267
GSM661760,0.7537278718764209
GSM661761,0.9223998713175015
