,depth_s2
GSM661781,0.19365178751801093
GSM661782,0.8749774894619164
GSM661783,0.8652655432014346
GSM661784,0.7737014398198421
GSM661785,0.9452625081237386
GSM661786,0.6438625902742433
GSM661787,0.21762119389012818
GSM661788,0.622103000899293
GSM661789,0.6482314215421141
